,support,itemsets,length
570,0.016260162601626018,"frozenset({'uses', 'set_default_tensor_type', 'default'})",3
576,0.016260162601626018,"frozenset({'uses', 'torch', 'default'})",3
950,0.016260162601626018,"frozenset({'none', 'uses', 'set_default_tensor_type', 'torch'})",4
631,0.016260162601626018,"frozenset({'none', 'set_default_tensor_type', 'see'})",3
633,0.016260162601626018,"frozenset({'none', 'torch', 'see'})",3
635,0.016260162601626018,"frozenset({'none', 'uses', 'see'})",3
637,0.016260162601626018,"frozenset({'none', 'set_default_tensor_type', 'torch'})",3
639,0.016260162601626018,"frozenset({'none', 'uses', 'set_default_tensor_type'})",3
644,0.016260162601626018,"frozenset({'none', 'uses', 'torch'})",3
659,0.016260162601626018,"frozenset({'set_default_tensor_type', 'torch', 'see'})",3
661,0.016260162601626018,"frozenset({'uses', 'set_default_tensor_type', 'see'})",3
666,0.016260162601626018,"frozenset({'uses', 'torch', 'see'})",3
420,0.015781922525107604,"frozenset({'none', 'SOME_DTYPE', 'current'})",3
162,0.015781922525107604,"frozenset({'SOME_DTYPE', 'SOME_STRUCTURE'})",2
508,0.015781922525107604,"frozenset({'none', 'default', 'current'})",3
691,0.015781922525107604,"frozenset({'none', 'SOME_DTYPE', 'current', 'default'})",4
231,0.015781922525107604,"frozenset({'none', 'current'})",2
259,0.015781922525107604,"frozenset({'default', 'true'})",2
393,0.014347202295552367,"frozenset({'size', 'tensor'})",2
187,0.01291248206599713,"frozenset({'SOME_DTYPE', 'type'})",2
192,0.012434241989478718,"frozenset({'SOME_STRUCTURE', 'output'})",2
436,0.011956001912960305,"frozenset({'torch', 'SOME_DTYPE', 'default'})",3
345,0.011956001912960305,"frozenset({'none', 'tensor'})",2
406,0.011956001912960305,"frozenset({'torch', 'type'})",2
188,0.011956001912960305,"frozenset({'types', 'SOME_DTYPE'})",2
165,0.011956001912960305,"frozenset({'SOME_DTYPE', 'cuda'})",2
201,0.011956001912960305,"frozenset({'_channels', 'shape'})",2
614,0.011477761836441894,"frozenset({'size', 'tensor', 'input'})",3
347,0.011477761836441894,"frozenset({'none', 'type'})",2
260,0.011477761836441894,"frozenset({'default', 'type'})",2
514,0.010999521759923482,"frozenset({'uses', 'default', 'current'})",3
521,0.010999521759923482,"frozenset({'none', 'uses', 'current'})",3
338,0.010999521759923482,"frozenset({'n', 'tensor'})",2
438,0.010999521759923482,"frozenset({'uses', 'SOME_DTYPE', 'default'})",3
704,0.010999521759923482,"frozenset({'none', 'SOME_DTYPE', 'uses', 'current'})",4
697,0.010999521759923482,"frozenset({'uses', 'SOME_DTYPE', 'current', 'default'})",4
730,0.010999521759923482,"frozenset({'none', 'uses', 'SOME_DTYPE', 'default'})",4
464,0.010999521759923482,"frozenset({'SOME_DTYPE', 'torch', 'type'})",3
460,0.010999521759923482,"frozenset({'SOME_DTYPE', 'torch', 'tensor'})",3
560,0.010999521759923482,"frozenset({'none', 'default', 'type'})",3
445,0.010999521759923482,"frozenset({'none', 'SOME_DTYPE', 'torch'})",3
427,0.010999521759923482,"frozenset({'uses', 'SOME_DTYPE', 'current'})",3
810,0.010999521759923482,"frozenset({'none', 'default', 'uses', 'current'})",4
447,0.010999521759923482,"frozenset({'none', 'uses', 'SOME_DTYPE'})",3
987,0.010999521759923482,"frozenset({'current', 'uses', 'SOME_DTYPE', 'default', 'none'})",5
206,0.010999521759923482,"frozenset({'autograd', 'returned'})",2
257,0.010999521759923482,"frozenset({'default', 'tensor'})",2
238,0.010999521759923482,"frozenset({'uses', 'current'})",2
189,0.010999521759923482,"frozenset({'uses', 'SOME_DTYPE'})",2
176,0.010999521759923482,"frozenset({'SOME_DTYPE', 'output'})",2
368,0.010521281683405069,"frozenset({'record', 'returned'})",2
1110,0.010521281683405069,"frozenset({'tensor', 'operations', 'autograd', 'record', 'returned'})",5
401,0.010521281683405069,"frozenset({'uses', 'tensor'})",2
225,0.010521281683405069,"frozenset({'cuda', 'current'})",2
956,0.010521281683405069,"frozenset({'record', 'returned', 'tensor', 'operations'})",4
444,0.010521281683405069,"frozenset({'none', 'SOME_DTYPE', 'tensor'})",3
778,0.010521281683405069,"frozenset({'SOME_DTYPE', 'torch', 'type', 'tensor'})",4
695,0.010521281683405069,"frozenset({'torch', 'SOME_DTYPE', 'current', 'default'})",4
728,0.010521281683405069,"frozenset({'none', 'SOME_DTYPE', 'default', 'torch'})",4
558,0.010521281683405069,"frozenset({'none', 'default', 'tensor'})",3
791,0.010521281683405069,"frozenset({'autograd', 'record', 'returned', 'tensor'})",4
353,0.010521281683405069,"frozenset({'record', 'operations'})",2
207,0.010521281683405069,"frozenset({'autograd', 'tensor'})",2
354,0.010521281683405069,"frozenset({'returned', 'operations'})",2
235,0.010521281683405069,"frozenset({'torch', 'current'})",2
790,0.010521281683405069,"frozenset({'autograd', 'returned', 'tensor', 'operations'})",4
789,0.010521281683405069,"frozenset({'autograd', 'record', 'tensor', 'operations'})",4
788,0.010521281683405069,"frozenset({'autograd', 'record', 'returned', 'operations'})",4
369,0.010521281683405069,"frozenset({'record', 'tensor'})",2
359,0.010521281683405069,"frozenset({'size', 'output'})",2
461,0.010521281683405069,"frozenset({'SOME_DTYPE', 'type', 'tensor'})",3
223,0.010521281683405069,"frozenset({'cpu', 'tensor'})",2
355,0.010521281683405069,"frozenset({'tensor', 'operations'})",2
485,0.010521281683405069,"frozenset({'autograd', 'returned', 'tensor'})",3
318,0.010521281683405069,"frozenset({'zero', 'input'})",2
655,0.010521281683405069,"frozenset({'record', 'returned', 'tensor'})",3
303,0.010521281683405069,"frozenset({'process', 'group'})",2
674,0.010521281683405069,"frozenset({'torch', 'type', 'tensor'})",3
424,0.010521281683405069,"frozenset({'torch', 'SOME_DTYPE', 'current'})",3
512,0.010521281683405069,"frozenset({'torch', 'default', 'current'})",3
650,0.010521281683405069,"frozenset({'returned', 'tensor', 'operations'})",3
649,0.010521281683405069,"frozenset({'record', 'tensor', 'operations'})",3
648,0.010521281683405069,"frozenset({'record', 'returned', 'operations'})",3
205,0.010521281683405069,"frozenset({'autograd', 'record'})",2
309,0.010521281683405069,"frozenset({'none', 'input'})",2
484,0.010521281683405069,"frozenset({'autograd', 'record', 'tensor'})",3
483,0.010521281683405069,"frozenset({'autograd', 'record', 'returned'})",3
414,0.010521281683405069,"frozenset({'SOME_DTYPE', 'cuda', 'current'})",3
482,0.010521281683405069,"frozenset({'autograd', 'tensor', 'operations'})",3
204,0.010521281683405069,"frozenset({'autograd', 'operations'})",2
481,0.010521281683405069,"frozenset({'autograd', 'returned', 'operations'})",3
480,0.010521281683405069,"frozenset({'autograd', 'record', 'operations'})",3
181,0.010043041606886656,"frozenset({'SOME_DTYPE', 'see'})",2
453,0.010043041606886656,"frozenset({'SOME_DTYPE', 'torch', 'see'})",3
411,0.010043041606886656,"frozenset({'SOME_DTYPE', 'cpu', 'current'})",3
280,0.010043041606886656,"frozenset({'dimensions', 'input'})",2
573,0.010043041606886656,"frozenset({'default', 'type', 'tensor'})",3
164,0.010043041606886656,"frozenset({'SOME_DTYPE', 'cpu'})",2
446,0.010043041606886656,"frozenset({'none', 'SOME_DTYPE', 'type'})",3
759,0.010043041606886656,"frozenset({'none', 'SOME_DTYPE', 'torch', 'type'})",4
643,0.010043041606886656,"frozenset({'none', 'torch', 'type'})",3
222,0.010043041606886656,"frozenset({'cpu', 'current'})",2
1179,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'torch', 'type'})",5
1180,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'torch'})",5
1181,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'type'})",5
1202,0.009564801530368245,"frozenset({'see', 'default', 'torch', 'none', 'type'})",5
1182,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'torch', 'type'})",5
1201,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'default', 'none'})",5
1183,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'torch', 'type'})",5
1204,0.009564801530368245,"frozenset({'see', 'uses', 'default', 'none', 'type'})",5
1631,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'type'})",8
1634,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch', 'default', 'none'})",8
1200,0.009564801530368245,"frozenset({'tensor', 'see', 'default', 'none', 'type'})",5
1195,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'none'})",5
1633,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1197,0.009564801530368245,"frozenset({'see', 'set_default_tensor_type', 'default', 'none', 'type'})",5
1199,0.009564801530368245,"frozenset({'tensor', 'see', 'default', 'torch', 'none'})",5
1632,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'none', 'type'})",8
1205,0.009564801530368245,"frozenset({'tensor', 'set_default_tensor_type', 'torch', 'default', 'none'})",5
1166,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'torch', 'none'})",5
1178,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'torch', 'type'})",5
1158,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'none', 'type'})",5
1156,0.009564801530368245,"frozenset({'current', 'see', 'torch', 'none', 'type'})",5
1155,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'none'})",5
1154,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'none', 'type'})",5
1153,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'torch', 'none'})",5
1152,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'none'})",5
1151,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'none', 'type'})",5
1150,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'torch', 'none'})",5
1149,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'none'})",5
1148,0.009564801530368245,"frozenset({'current', 'uses', 'torch', 'default', 'type'})",5
1635,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type', 'default', 'none', 'type'})",8
1147,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'default', 'type'})",5
1146,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'torch', 'default'})",5
1145,0.009564801530368245,"frozenset({'current', 'tensor', 'torch', 'default', 'type'})",5
1144,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'default', 'type'})",5
1143,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'default', 'torch'})",5
1157,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'torch', 'none'})",5
1159,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'torch', 'none'})",5
1177,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'type'})",5
1160,0.009564801530368245,"frozenset({'current', 'tensor', 'set_default_tensor_type', 'none', 'type'})",5
1176,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'torch'})",5
1175,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'torch', 'type'})",5
1174,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'type'})",5
1173,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'set_default_tensor_type', 'torch'})",5
1172,0.009564801530368245,"frozenset({'current', 'see', 'set_default_tensor_type', 'torch', 'type'})",5
1171,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'set_default_tensor_type'})",5
1170,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'type'})",5
1169,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'set_default_tensor_type', 'torch'})",5
1168,0.009564801530368245,"frozenset({'current', 'uses', 'torch', 'none', 'type'})",5
1167,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'none', 'type'})",5
1165,0.009564801530368245,"frozenset({'current', 'tensor', 'torch', 'none', 'type'})",5
1164,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'none', 'type'})",5
1163,0.009564801530368245,"frozenset({'current', 'uses', 'set_default_tensor_type', 'torch', 'none'})",5
1162,0.009564801530368245,"frozenset({'current', 'set_default_tensor_type', 'torch', 'none', 'type'})",5
1161,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'none'})",5
1206,0.009564801530368245,"frozenset({'tensor', 'set_default_tensor_type', 'default', 'none', 'type'})",5
1217,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'default'})",5
1207,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'default', 'none'})",5
1257,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'type'})",5
1273,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'torch', 'default', 'none'})",6
1272,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",6
1627,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",8
1271,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'default', 'none'})",6
1270,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'default', 'none', 'type'})",6
1269,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'default', 'torch', 'none'})",6
1268,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",6
1628,0.009564801530368245,"frozenset({'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",8
1267,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none', 'type'})",6
1266,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",6
1265,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",6
1264,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'default', 'none'})",6
1263,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'default', 'none', 'type'})",6
1262,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'default', 'none'})",6
1629,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'torch', 'default', 'none', 'type'})",8
1261,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'default', 'none'})",6
1260,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'none'})",6
1274,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'default', 'none', 'type'})",6
1275,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",6
1276,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default'})",6
1286,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",6
1292,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'default', 'torch'})",6
1291,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'torch', 'default', 'type'})",6
1290,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",6
1289,0.009564801530368245,"frozenset({'current', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default'})",6
1626,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'none'})",8
1288,0.009564801530368245,"frozenset({'current', 'SOME_DTYPE', 'set_default_tensor_type', 'torch', 'default', 'type'})",6
1287,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",6
1285,0.009564801530368245,"frozenset({'current', 'tensor', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'torch'})",6
1277,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'set_default_tensor_type', 'default', 'type'})",6
1284,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'default', 'type'})",6
1283,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'torch', 'default'})",6
1282,0.009564801530368245,"frozenset({'current', 'see', 'SOME_DTYPE', 'torch', 'default', 'type'})",6
1281,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'uses', 'SOME_DTYPE', 'default'})",6
1280,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'default', 'type'})",6
1279,0.009564801530368245,"frozenset({'current', 'tensor', 'see', 'SOME_DTYPE', 'torch', 'default'})",6
1278,0.009564801530368245,"frozenset({'current', 'see', 'uses', 'SOME_DTYPE', 'set_default_tensor_type', 'default'})",6
1258,0.009564801530368245,"frozenset({'current', 'tensor', 'types', 'cpu', 'SOME_DTYPE', 'cuda'})",6
1256,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'torch', 'type'})",5
1208,0.009564801530368245,"frozenset({'set_default_tensor_type', 'torch', 'default', 'none', 'type'})",5
1255,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'torch', 'type'})",5
1227,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'default', 'type'})",5
1226,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'default'})",5
1225,0.009564801530368245,"frozenset({'tensor', 'set_default_tensor_type', 'torch', 'default', 'type'})",5
1224,0.009564801530368245,"frozenset({'see', 'uses', 'default', 'torch', 'type'})",5
1223,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'default', 'type'})",5
1222,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'default', 'torch'})",5
1221,0.009564801530368245,"frozenset({'tensor', 'see', 'default', 'torch', 'type'})",5
1220,0.009564801530368245,"frozenset({'see', 'uses', 'set_default_tensor_type', 'default', 'type'})",5
1218,0.009564801530368245,"frozenset({'see', 'set_default_tensor_type', 'default', 'torch', 'type'})",5
1141,0.009564801530368245,"frozenset({'current', 'tensor', 'uses', 'set_default_tensor_type', 'default'})",5
1216,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'type'})",5
1215,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'default', 'torch'})",5
1214,0.009564801530368245,"frozenset({'uses', 'default', 'torch', 'none', 'type'})",5
1213,0.009564801530368245,"frozenset({'tensor', 'uses', 'default', 'none', 'type'})",5
1212,0.009564801530368245,"frozenset({'tensor', 'uses', 'default', 'torch', 'none'})",5
1211,0.009564801530368245,"frozenset({'tensor', 'default', 'torch', 'none', 'type'})",5
1210,0.009564801530368245,"frozenset({'uses', 'set_default_tensor_type', 'default', 'none', 'type'})",5
1228,0.009564801530368245,"frozenset({'uses', 'set_default_tensor_type', 'torch', 'default', 'type'})",5
1229,0.009564801530368245,"frozenset({'tensor', 'uses', 'default', 'torch', 'type'})",5
1237,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'torch', 'none'})",5
1247,0.009564801530368245,"frozenset({'tensor', 'set_default_tensor_type', 'torch', 'none', 'type'})",5
1254,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'type'})",5
1253,0.009564801530368245,"frozenset({'tensor', 'see', 'uses', 'set_default_tensor_type', 'torch'})",5
1252,0.009564801530368245,"frozenset({'tensor', 'see', 'set_default_tensor_type', 'torch', 'type'})",5
1251,0.009564801530368245,"frozenset({'tensor', 'uses', 'torch', 'none', 'type'})",5
1250,0.009564801530368245,"frozenset({'uses', 'set_default_tensor_type', 'torch', 'none', 'type'})",5
1249,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'none', 'type'})",5
1248,0.009564801530368245,"frozenset({'tensor', 'uses', 'set_default_tensor_type', 'torch', 'none'})",5
