class,Type,name,input,link,source_code
torch.optim.ASGD,method,step,closure=None,https://pytorch.org/docs/stable/optim.html#torch.optim.ASGD.step,https://pytorch.org/docs/stable/_modules/torch/optim/asgd.html#ASGD.step
torch.optim.LBFGS,class,,"params,lr=1,max_iter=20,max_eval=None,tolerance_grad=1e-07,tolerance_change=1e-09,history_size=100,line_search_fn=None",https://pytorch.org/docs/stable/optim.html#torch.optim.LBFGS,https://pytorch.org/docs/stable/_modules/torch/optim/lbfgs.html#LBFGS
torch.optim.LBFGS,method,step,closure,https://pytorch.org/docs/stable/optim.html#torch.optim.LBFGS.step,https://pytorch.org/docs/stable/_modules/torch/optim/lbfgs.html#LBFGS.step
torch.optim.RMSprop,class,,"params,lr=0.01,alpha=0.99,eps=1e-08,weight_decay=0,momentum=0,centered=False",https://pytorch.org/docs/stable/optim.html#torch.optim.RMSprop,https://pytorch.org/docs/stable/_modules/torch/optim/rmsprop.html#RMSprop
torch.optim.RMSprop,method,step,closure=None,https://pytorch.org/docs/stable/optim.html#torch.optim.RMSprop.step,https://pytorch.org/docs/stable/_modules/torch/optim/rmsprop.html#RMSprop.step
torch.optim.Rprop,class,,"params,lr=0.01,etas=(0.5,1.2),step_sizes=(1e-06,50)",https://pytorch.org/docs/stable/optim.html#torch.optim.Rprop,https://pytorch.org/docs/stable/_modules/torch/optim/rprop.html#Rprop
torch.optim.Rprop,method,step,closure=None,https://pytorch.org/docs/stable/optim.html#torch.optim.Rprop.step,https://pytorch.org/docs/stable/_modules/torch/optim/rprop.html#Rprop.step
torch.optim.SGD,class,,"params,lr=<required parameter>,momentum=0,dampening=0,weight_decay=0,nesterov=False",https://pytorch.org/docs/stable/optim.html#torch.optim.SGD,https://pytorch.org/docs/stable/_modules/torch/optim/sgd.html#SGD
torch.optim.SGD,method,step,closure=None,https://pytorch.org/docs/stable/optim.html#torch.optim.SGD.step,https://pytorch.org/docs/stable/_modules/torch/optim/sgd.html#SGD.step
torch.optim.lr_scheduler.LambdaLR,class,,"optimizer,lr_lambda,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.LambdaLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#LambdaLR
torch.optim.lr_scheduler.LambdaLR,method,load_state_dict,state_dict,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.LambdaLR.load_state_dict,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#LambdaLR.load_state_dict
torch.optim.lr_scheduler.LambdaLR,method,state_dict,,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.LambdaLR.state_dict,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#LambdaLR.state_dict
torch.optim.lr_scheduler.MultiplicativeLR,class,,"optimizer,lr_lambda,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.MultiplicativeLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#MultiplicativeLR
torch.optim.lr_scheduler.MultiplicativeLR,method,load_state_dict,state_dict,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.MultiplicativeLR.load_state_dict,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#MultiplicativeLR.load_state_dict
torch.optim.lr_scheduler.MultiplicativeLR,method,state_dict,,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.MultiplicativeLR.state_dict,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#MultiplicativeLR.state_dict
torch.optim.lr_scheduler.StepLR,class,,"optimizer,step_size,gamma=0.1,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.StepLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#StepLR
torch.optim.lr_scheduler.MultiStepLR,class,,"optimizer,milestones,gamma=0.1,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.MultiStepLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#MultiStepLR
torch.optim.lr_scheduler.ExponentialLR,class,,"optimizer,gamma,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.ExponentialLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#ExponentialLR
torch.optim.lr_scheduler.CosineAnnealingLR,class,,"optimizer,T_max,eta_min=0,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.CosineAnnealingLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#CosineAnnealingLR
torch.optim.lr_scheduler.ReduceLROnPlateau,class,,"optimizer,mode='min',factor=0.1,patience=10,verbose=False,threshold=0.0001,threshold_mode='rel',cooldown=0,min_lr=0,eps=1e-08",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.ReduceLROnPlateau,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#ReduceLROnPlateau
torch.optim.lr_scheduler.CyclicLR,class,,"optimizer,base_lr,max_lr,step_size_up=2000,step_size_down=None,mode='triangular',gamma=1.0,scale_fn=None,scale_mode='cycle',cycle_momentum=True,base_momentum=0.8,max_momentum=0.9,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.CyclicLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#CyclicLR
torch.optim.lr_scheduler.CyclicLR,method,get_lr,,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.CyclicLR.get_lr,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#CyclicLR.get_lr
torch.optim.lr_scheduler.OneCycleLR,class,,"optimizer,max_lr,total_steps=None,epochs=None,steps_per_epoch=None,pct_start=0.3,anneal_strategy='cos',cycle_momentum=True,base_momentum=0.85,max_momentum=0.95,div_factor=25.0,final_div_factor=10000.0,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.OneCycleLR,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#OneCycleLR
torch.optim.lr_scheduler.CosineAnnealingWarmRestarts,class,,"optimizer,T_0,T_mult=1,eta_min=0,last_epoch=-1",https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.CosineAnnealingWarmRestarts,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#CosineAnnealingWarmRestarts
torch.optim.lr_scheduler.CosineAnnealingWarmRestarts,method,step,epoch=None,https://pytorch.org/docs/stable/optim.html#torch.optim.lr_scheduler.CosineAnnealingWarmRestarts.step,https://pytorch.org/docs/stable/_modules/torch/optim/lr_scheduler.html#CosineAnnealingWarmRestarts.step
