idx,freq,sequence,len,cat
50,36,"['h', 'w', 'd', 'h', 'w']",5,not useful
51,35,"['output', 'n']",2,not useful
52,35,"['value', 'SOME_DTYPE']",2,not useful
53,35,"['decay', 'rate', 'estimates']",3,dtype+validvalue
54,34,"['size', 'one']",2,not useful
55,34,"['SOME_DTYPE', 'none']",2,not useful
56,34,"['SOME_DTYPE', 'value']",2,dtype
57,33,"['result', 'dimension']",2,not useful
58,33,"['width', 'height']",2,not useful
59,32,"['SOME_STRUCTURE', 'SOME_DTYPE']",2,ds+dtype
60,32,"['true', 'left']",2,dtype
61,32,"['axis', 'along']",2,dtype+shape
62,32,"['n', 'n']",2,not useful
63,32,"['defaults', 'SOME_DTYPE']",2,not useful
64,32,"['defaults', 'SOME_DTYPE', 'dtype']",3,not useful
65,32,"['location', 'keeping', 'model', 'parameters']",4,complex
66,32,"['x', 'x']",2,not useful
67,31,"['true', 'size']",2,dtype
68,31,"['SOME_DTYPE', 'factor']",2,dtype
69,31,"['x', 'y', 'x']",3,not useful
70,31,"['y', 'x', 'y']",3,not useful
71,30,"['true', 'left', 'result', 'dimension', 'size', 'one']",6,dtype
72,30,"['default', 'SOME_DTYPE']",2,not useful
73,30,"['defaults', 'SOME_DTYPE', 'defined', 'dtype', 'none']",5,not useful
74,29,"['set', 'size']",2,not useful
75,29,"['whether', 'instead']",2,dtype
76,29,"['along', 'axis']",2,not useful
77,28,"['whether', 'axis']",2,dtype
78,28,"['value', 'data']",2,not useful
79,28,"['context', 'output']",2,complex
80,28,"['convolution', 'h', 'w', 'd', 'h', 'w']",6,shape
81,28,"['w', 'h', 'w', 'd', 'h', 'w']",6,shape
82,27,"['set', 'true', 'size']",3,dtype
83,27,"['output', 'shape']",2,shape
84,27,"['input', 'matrices']",2,not useful
85,27,"['diagonal', 'main', 'diagonal']",3,not useful
86,27,"['device', 'context']",2,complex
87,26,"['set', 'true', 'reduced', 'left', 'result', 'dimension', 'size', 'one']",8,dtype
88,26,"['set', 'input']",2,complex
89,26,"['perform', 'reduction']",2,not useful
90,26,"['whether', 'data']",2,dtype
91,26,"['whether', 'use']",2,dtype
92,26,"['axis', 'axis']",2,not useful
93,26,"['shape', 'n']",2,shape
94,26,"['e', 'g']",2,not useful
95,25,"['input', 'operator']",2,not useful
96,25,"['default', 'context']",2,complex
97,25,"['tensor', 'input', 'matrices']",3,ds
98,25,"['supports', 'negative']",2,not useful
99,24,"['input', 'feature']",2,not useful
100,24,"['true', 'axis']",2,dtype
101,24,"['whether', 'perform']",2,dtype
102,24,"['axes', 'size']",2,not useful
103,24,"['label', 'reserved']",2,complex
104,24,"['label', 'reserved', 'blank']",3,complex
105,24,"['label', 'reserved', 'blank', 'label']",4,complex
106,24,"['default', 'current']",2,not useful
107,24,"['SOME_DTYPE', 'value', 'SOME_DTYPE']",3,dtype
108,24,"['triangular', 'matrix']",2,not useful
109,24,"['current', 'context']",2,complex
110,23,"['whether', 'axis', 'axis']",3,not useful
111,23,"['default', 'current', 'context']",3,dtype
112,23,"['shape', 'must']",2,not useful
113,23,"['decay', 'momentum']",2,not useful
114,22,"['set', 'true', 'reduced', 'axes', 'left', 'result', 'dimension', 'size', 'one']",9,dtype
115,22,"['parameters', 'distributions']",2,complex
116,22,"['true', 'input']",2,dtype
117,22,"['whether', 'perform', 'reduction', 'axis', 'axis', 'instead']",6,dtype
118,22,"['value', 'values']",2,not useful
119,22,"['pooling', 'd']",2,not useful
120,21,"['type', 'SOME_DTYPE']",2,dtype
121,21,"['input', 'output']",2,not useful
122,21,"['lower', 'triangular']",2,not useful
123,21,"['shape', 'distribution']",2,dtype+ds+validvalue
124,21,"['shape', '!', 'shape', 'must', 'broadcastable', 'common', 'shape']",7,complex
125,21,"['decay', 'rate', 'momentum', 'estimates']",4,dtype+validvalue
126,20,"['output', 'data']",2,not useful
127,20,"['second', 'array']",2,ds
128,20,"['n', 'm']",2,not useful
129,20,"['defaults', 'dimension']",2,not useful
130,20,"['SOME_DTYPE', 'value', 'form', 'SOME_DTYPE']",4,dtype
131,20,"['bias', 'parameter']",2,complex
132,20,"['convolution', 'w', 'h', 'w', 'd', 'h', 'w']",7,shape
133,20,"['kernel', 'size']",2,not useful
134,20,"['batch', 'norm']",2,not useful
135,20,"['lhs', 'shape', '!', 'rhs', 'shape', 'must', 'broadcastable', 'common', 'shape']",9,not useful
136,19,"['output', 'format']",2,complex
137,19,"['type', 'output']",2,dtype
138,19,"['first', 'array']",2,ds
139,19,"['index', 'along']",2,dtype
140,19,"['decay', 'rate', 'momentum', 'estimates', 'epoch']",5,dtype+validvalue
141,19,"['e', 'g', 'shape']",3,not useful
142,19,"['optional', 'default']",2,not useful
143,19,"['x', 'y', 'x', 'y']",4,not useful
144,18,"['set', 'instead']",2,dtype
145,18,"['set', 'output']",2,not useful
146,18,"['log', 'probability']",2,not useful
147,18,"['storage', 'type']",2,complex
148,18,"['input', 'd']",2,not useful
149,18,"['true', 'row_ssparse']",2,dtype
150,18,"['values', 'mask']",2,not useful
151,18,"['context', 'output', 'format', 'cpu|gpu|cpu_pinned', 'n']",5,complex
152,18,"['used', 'imperative', 'calls']",3,not useful
153,18,"['shape', 'e', 'g']",3,not useful
154,18,"['shape', 'm', 'n']",3,not useful
155,18,"['shape', 'm', 'n', 'm', 'n']",5,not useful
156,18,"['d', 'y']",2,not useful
157,18,"['d', 'y', 'x']",3,shape
158,18,"['tensor', 'square']",2,ds
159,18,"['learning', 'rates']",2,dtype+validvalue
160,17,"['output', 'data', 'type']",3,dtype
161,17,"['output', 'samples']",2,not useful
162,17,"['input', 'tensor']",2,not useful
163,17,"['true', 'gradient']",2,dtype
164,17,"['whether', 'bias']",2,dtype
165,17,"['label', 'padding']",2,not useful
166,17,"['data', 'samples']",2,not useful
167,17,"['shape', 'array']",2,dtype+ds+validvalue
168,17,"['shape', 'e', 'g', 'm', 'n', 'm', 'n']",7,not useful
169,17,"['shape', 'e', 'g', 'output', 'shape', 'm', 'n']",7,not useful
170,17,"['maximum', 'SOME_DTYPE']",2,dtype
171,17,"['minimum', 'SOME_DTYPE']",2,dtype
172,16,"['set', 'compute', 'density', 'log', 'probability', 'instead', 'probability']",7,dtype
173,16,"['samples', 'distributions']",2,complex
174,16,"['input', 'label']",2,complex
175,16,"['first', 'label', 'reserved']",3,not useful
176,16,"['first', 'label', 'reserved', 'label']",4,not useful
177,16,"['array', 'compared']",2,ds
178,16,"['whether', 'lenghts', 'decided']",3,dtype
179,16,"['label', 'reserved', 'blank', 'label', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",11,complex
180,16,"['label', 'reserved', 'blank', 'label', 'reserved']",5,complex
181,16,"['last', 'label']",2,not useful
182,16,"['last', 'label', 'reserved', 'blank']",4,complex
183,16,"['value', 'reserved', 'blank']",3,complex
184,16,"['value', 'reserved', 'blank', 'label']",4,complex
185,16,"['value', 'label', 'label']",3,not useful
186,16,"['value', 'padding_mask']",2,not useful
187,16,"['lengths', 'samples']",2,dtype+shape+validvalue
188,16,"['required', 'true']",2,not useful
189,16,"['false', 'lengths']",2,dtype
190,16,"['derived', 'padding_mask']",2,not useful
191,16,"['default', 'value']",2,not useful
192,16,"['shape', 'sampled', 'random', 'distribution']",4,dtype+ds+validvalue
193,16,"['number', 'updated', 'weights']",3,dtype+shape+validvalue
194,16,"['turn', 'cudnn']",2,not useful
195,16,"['maximum', 'SOME_DTYPE', 'value']",3,dtype
196,16,"['minimum', 'SOME_DTYPE', 'value']",3,dtype
197,16,"['parameter', 'distribution']",2,not useful
198,16,"['present', 'used']",2,not useful
199,16,"['pooling', 'operator']",2,not useful
200,16,"['feature', 'map']",2,not useful
201,15,"['SOME_STRUCTURE', 'SOME_DTYPE', 'type']",3,ds
202,15,"['input', 'dot']",2,not useful
203,15,"['input', 'data', 'function']",3,not useful
204,15,"['whether', 'disable', 'parameter']",3,dtype
205,15,"['axis', 'input']",2,dtype+shape+validvalue
206,15,"['data', 'array']",2,ds
207,15,"['default', 'default']",2,not useful
208,15,"['SOME_DTYPE', 'input']",2,dtype
209,15,"['d', 'array']",2,shape
210,15,"['numerical', 'stability']",2,not useful
211,15,"['gradient', 'factor']",2,not useful
212,15,"['height', 'height']",2,not useful
213,15,"['main', 'diagonal', 'diagonal']",3,not useful
214,15,"['negative', 'values']",2,not useful
215,15,"['random', 'value']",2,not useful
216,15,"['source', 'input']",2,not useful
217,15,"['augmentation', 'param', 'channel']",3,not useful
218,14,"['set', 'true', 'axis']",3,dtype
219,14,"['lambda', 'rate']",2,complex
220,14,"['output', 'h', 'w']",3,not useful
221,14,"['SOME_STRUCTURE', 'SOME_DTYPE', 'SOME_DTYPE']",3,ds
222,14,"['input', 'feature', 'map']",3,not useful
223,14,"['input', 'height']",2,not useful
224,14,"['input', 'w']",2,not useful
225,14,"['input', 'input']",2,not useful
226,14,"['value', 'channel']",2,not useful
227,14,"['data', 'type', 'output']",3,dtype
228,14,"['data', 'SOME_DTYPE']",2,not useful
229,14,"['ground', 'truth']",2,not useful
230,14,"['means', 'means']",2,validvalue
231,14,"['default', 'none']",2,not useful
232,14,"['standard', 'deviation']",2,dtype
233,14,"['context', 'context']",2,complex
234,14,"['n', 'array']",2,shape
235,14,"['used', 'batch']",2,not useful
236,14,"['used', 'SOME_DTYPE']",2,not useful
237,14,"['number', 'samples']",2,dtype+ds+validvalue
238,14,"['d', 'd', 'd']",3,not useful
239,14,"['maximum', 'value', 'data']",3,not useful
240,14,"['minimum', 'value', 'data']",3,not useful
241,14,"['batch', 'norm', 'scale']",3,not useful
242,14,"['decay', 'rate', 'moment', 'estimates']",4,dtype+shape+validvalue
243,14,"['height', 'width']",2,not useful
244,14,"['epsilon', 'prevent']",2,not useful
245,14,"['scale', 'output']",2,not useful
246,14,"['scale', 'SOME_DTYPE']",2,not useful
247,14,"['use', 'instead']",2,not useful
248,14,"['main', 'diagonal', 'diagonals', 'main', 'diagonal']",5,not useful
249,14,"['negative', 'positive']",2,not useful
250,14,"['corner', 'center']",2,not useful
251,14,"['encoded', 'center']",2,not useful
252,14,"['center', 'x']",2,not useful
253,14,"['center', 'y']",2,not useful
254,14,"['y', 'x', 'y', 'x']",4,not useful
255,14,"['image', 'height']",2,not useful
256,14,"['supports', 'negative', 'indices']",3,not useful
257,14,"['current', 'default', 'context']",3,not useful
258,14,"['pooling', 'feature']",2,not useful
259,14,"['bounding', 'box']",2,not useful
260,13,"['SOME_STRUCTURE', 'SOME_DTYPE', 'type', 'SOME_DTYPE']",4,ds+dtype
261,13,"['input', 'type']",2,dtype
262,13,"['input', 'image']",2,not useful
263,13,"['true', 'length']",2,dtype
264,13,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype']",6,dtype
265,13,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype', 'row_ssparse']",7,dtype
266,13,"['transpose', 'input']",2,not useful
267,13,"['whether', 'disable', 'bias', 'parameter']",4,dtype
268,13,"['whether', 'input']",2,dtype
269,13,"['size', 'input']",2,dtype
270,13,"['default', 'd']",2,not useful
271,13,"['default', 'current', 'default', 'context']",4,complex
272,13,"['context', 'current', 'default', 'context']",4,complex
273,13,"['lower', 'upper']",2,not useful
274,13,"['shape', 'k']",2,shape
275,13,"['shape', 'input']",2,dtype+ds+validvalue
276,13,"['number', 'output']",2,dtype+shape+validvalue
277,13,"['batch', 'size']",2,not useful
278,13,"['small', 'constant', 'numerical', 'stability']",4,dtype
279,13,"['gradient', 'SOME_DTYPE', 'factor']",3,not useful
280,13,"['calibration', 'dataset']",2,not useful
281,13,"['use', 'input']",2,not useful
282,13,"['main', 'diagonal', 'negative', 'value', 'diagonal']",5,not useful
283,13,"['main', 'diagonal', 'positive', 'value', 'diagonal']",5,not useful
284,13,"['x', 'd']",2,not useful
285,13,"['augmentation', 'param', 'crop']",3,complex
286,12,"['set', 'true', 'input']",3,dtype
287,12,"['set', 'number']",2,complex
288,12,"['set', 'layout', 'input', 'output']",4,complex
289,12,"['set', 'softmax']",2,dtype
290,12,"['input', 'data', 'operator']",3,not useful
291,12,"['input', 'shape']",2,not useful
292,12,"['input', 'pooling', 'operator']",3,not useful
293,12,"['input', 'height', 'height']",3,not useful
294,12,"['input', 'w', 'w']",3,not useful
295,12,"['true', 'upper']",2,dtype
296,12,"['true', 'along', 'axis']",3,not useful
297,12,"['axis', 'elements']",2,dtype+ds+validvalue
298,12,"['values', 'means']",2,not useful
299,12,"['values', 'right', 'left']",3,not useful
300,12,"['last', 'axis']",2,complex
301,12,"['value', 'padding']",2,not useful
302,12,"['value', 'mask']",2,not useful
303,12,"['value', 'encoded', 'values']",3,not useful
304,12,"['weights', 'weight']",2,not useful
305,12,"['used', 'scale']",2,not useful
306,12,"['used', 'data', 'SOME_DTYPE']",3,not useful
307,12,"['defaults', 'padding']",2,not useful
308,12,"['SOME_DTYPE', 'value', 'possibly', 'produced']",4,dtype
309,12,"['SOME_DTYPE', 'value', 'form', 'SOME_DTYPE', 'obtained', 'calibration']",6,dtype
310,12,"['SOME_DTYPE', 'data']",2,not useful
311,12,"['SOME_DTYPE', 'shape']",2,not useful
312,12,"['lower', 'triangular', 'upper']",3,not useful
313,12,"['shape', 'h', 'w']",3,shape
314,12,"['shape', 'SOME_DTYPE']",2,not useful
315,12,"['cudnn', 'used']",2,not useful
316,12,"['cudnn', 'used', 'kernel']",3,not useful
317,12,"['cudnn', 'kernel']",2,not useful
318,12,"['convolution', 'kernel']",2,not useful
319,12,"['convolution', 'stride']",2,not useful
320,12,"['kernel', 'size', 'd']",3,shape
321,12,"['weight', 'matrix']",2,dtype
322,12,"['empty', 'default', 'layout', 'ncw', 'd', 'nchw', 'd', 'ncdhw', 'd']",9,validvalue
323,12,"['maximum', 'temporary']",2,not useful
324,12,"['maximum', 'SOME_DTYPE', 'value', 'SOME_DTYPE']",4,dtype
325,12,"['minimum', 'SOME_DTYPE', 'value', 'SOME_DTYPE']",4,dtype
326,12,"['stride', 'd']",2,not useful
327,12,"['form', 'batch_size']",2,not useful
328,12,"['tensor', 'triangular', 'matrices']",3,ds
329,12,"['top', 'k']",2,complex
330,12,"['triangular', 'matrix', 'lower', 'upper']",4,not useful
331,12,"['triangular', 'matrix', 'triangular']",3,not useful
332,12,"['offset', 'diagonal', 'versus', 'main', 'diagonal']",5,complex
333,12,"['corresponds', 'main', 'diagonal', 'negative', 'positive', 'value', 'diagonals', 'main', 'diagonal']",9,not useful
334,12,"['box', 'encoding', 'type']",3,complex
335,12,"['corner', 'means', 'boxes', 'encoded', 'xmin', 'ymin', 'xmax', 'ymax', 'center', 'means', 'boxes', 'encodes', 'x', 'y', 'width', 'height']",16,validvalue
336,12,"['multiply', 'transposed', 'input']",3,not useful
337,12,"['k', 'k']",2,not useful
338,12,"['device', 'output']",2,complex
339,12,"['pooling', 'y', 'x', 'd', 'y', 'x']",6,not useful
340,12,"['feature', 'map', 'height']",3,not useful
341,12,"['ratio', 'height']",2,complex
342,12,"['augmentation', 'param', 'random']",3,complex
343,11,"['set', 'padding']",2,not useful
344,11,"['set', 'false']",2,dtype
345,11,"['type', 'array']",2,not useful
346,11,"['first', 'axis']",2,dtype+ds+validvalue
347,11,"['whether', 'input', 'data']",3,dtype
348,11,"['axis', 'result']",2,not useful
349,11,"['axis', 'input', 'tensor']",3,not useful
350,11,"['axis', 'size']",2,not useful
351,11,"['axis', 'dimension']",2,not useful
352,11,"['n', 'dimensional', 'array']",3,shape
353,11,"['n', 'samples']",2,not useful
354,11,"['SOME_DTYPE', 'result']",2,dtype
355,11,"['SOME_DTYPE', 'output']",2,not useful
356,11,"['index', 'along', 'axis']",3,not useful
357,11,"['height', 'image']",2,not useful
358,11,"['e', 'g', 'SOME_DTYPE']",3,not useful
359,11,"['alpha', 'shape']",2,complex
360,11,"['flattened', 'array']",2,not useful
361,11,"['device', 'context', 'default', 'current', 'default', 'context']",6,complex
362,11,"['ratio', 'image']",2,not useful
363,11,"['raw', 'image']",2,not useful
364,10,"['set', 'first']",2,not useful
365,10,"['set', 'layer']",2,not useful
366,10,"['set', 'computed']",2,not useful
367,10,"['set', 'gradient']",2,not useful
368,10,"['output', 'mean']",2,not useful
369,10,"['output', 'size']",2,not useful
370,10,"['output', 'shape', 'h', 'w']",4,not useful
371,10,"['output', 'shape', 'x']",3,not useful
372,10,"['output', 'shape', 'y']",3,not useful
373,10,"['output', 'gradient']",2,not useful
374,10,"['SOME_STRUCTURE', 'axis']",2,ds
375,10,"['SOME_STRUCTURE', 'SOME_STRUCTURE']",2,ds
376,10,"['type', 'input']",2,not useful
377,10,"['type', 'default']",2,not useful
378,10,"['input', 'data', 'pooling', 'operator']",4,not useful
379,10,"['input', 'weight']",2,not useful
380,10,"['input', 'batch']",2,not useful
381,10,"['input', 'pooling', 'operator', 'd', 'feature', 'maps']",6,not useful
382,10,"['true', 'transpose', 'input', 'dot']",4,dtype
383,10,"['true', 'SOME_STRUCTURE']",2,dtype
384,10,"['true', 'false']",2,dtype
385,10,"['array', 'array']",2,not useful
386,10,"['whether', 'use', 'batch']",3,dtype
387,10,"['axis', 'one']",2,not useful
388,10,"['size', 'h', 'w']",3,shape
389,10,"['size', 'convolution']",2,not useful
390,10,"['th', 'values']",2,not useful
391,10,"['value', 'values', 'mask']",3,not useful
392,10,"['value', 'divided', 'encoded', 'values']",4,complex
393,10,"['length', 'input']",2,not useful
394,10,"['context', 'SOME_STRUCTURE']",2,not useful
395,10,"['weights', 'gradients']",2,dtype
396,10,"['n', 'dimensional', 'input', 'array']",4,shape
397,10,"['used', 'set']",2,not useful
398,10,"['dtype', 'dtype']",2,not useful
399,10,"['SOME_DTYPE', 'uint']",2,dtype
400,10,"['SOME_DTYPE', 'n']",2,not useful
401,10,"['bound', 'distribution']",2,not useful
402,10,"['shape', 'SOME_DTYPE', 'shape']",3,not useful
403,10,"['shape', 'y', 'x']",3,not useful
404,10,"['number', 'samples', 'draw']",3,dtype+shape+validvalue
405,10,"['number', 'top']",2,dtype+shape+validvalue
406,10,"['cudnn', 'cudnn']",2,complex
407,10,"['cudnn', 'operator']",2,not useful
408,10,"['weight', 'decays']",2,not useful
409,10,"['empty', 'array']",2,not useful
410,10,"['maximum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE']",5,dtype
411,10,"['maximum', 'number']",2,dtype+shape+validvalue
412,10,"['minimum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE']",5,dtype
413,10,"['parameter', 'SOME_STRUCTURE']",2,not useful
414,10,"['pad', 'd']",2,not useful
415,10,"['workspace', 'mb']",2,not useful
416,10,"['batch', 'output']",2,not useful
417,10,"['along', 'compute']",2,not useful
418,10,"['index', 'array']",2,ds
419,10,"['index', 'input']",2,not useful
420,10,"['min', 'max']",2,not useful
421,10,"['top', 'nms']",2,not useful
422,10,"['fix', 'size']",2,complex
423,10,"['scale', 'scale']",2,not useful
424,10,"['mean', 'value']",2,not useful
425,10,"['negative', 'values', 'means', 'indexing', 'right', 'left']",6,not useful
426,10,"['interpolation', 'method']",2,complex
427,10,"['keep', 'nms']",2,not useful
428,10,"['limit', 'set']",2,not useful
429,10,"['indices', 'indices']",2,not useful
430,10,"['device', 'context', 'output']",3,complex
431,10,"['feature', 'map', 'height', 'w']",4,not useful
432,10,"['bounding', 'box', 'coordinates', 'd', 'array']",5,shape
433,10,"['ratio', 'input', 'feature', 'map', 'height', 'raw', 'image', 'height']",8,complex
434,10,"['equals', 'reciprocal', 'total', 'stride', 'convolutional', 'layers']",6,complex
435,10,"['store', 'output', 'existing', 'SOME_STRUCTURE']",4,ds
436,10,"['activation', 'function']",2,not useful
437,9,"['set', 'true', 'SOME_STRUCTURE']",3,dtype
438,9,"['probability', 'random']",2,dtype+shape+validvalue
439,9,"['output', 'given']",2,not useful
440,9,"['output', 'input']",2,not useful
441,9,"['output', 'array']",2,not useful
442,9,"['output', 'height']",2,not useful
443,9,"['SOME_STRUCTURE', 'SOME_DTYPE', 'names']",3,ds+dtype
444,9,"['input', 'data', 'array']",3,ds
445,9,"['input', 'label', 'function']",3,not useful
446,9,"['whether', 'turn']",2,dtype
447,9,"['whether', 'profile']",2,dtype
448,9,"['axis', 'result', 'dimension']",3,not useful
449,9,"['axis', 'arrays']",2,dtype+validvalue
450,9,"['label', 'value']",2,not useful
451,9,"['data', 'type', 'output', 'samples']",4,dtype
452,9,"['data', 'd']",2,not useful
453,9,"['standard', 'channel']",2,not useful
454,9,"['n', 'array', 'n']",3,not useful
455,9,"['n', 'n', 'samples']",3,not useful
456,9,"['used', 'corresponding']",2,complex
457,9,"['SOME_DTYPE', 'factor', 'applied', 'result']",4,dtype
458,9,"['SOME_DTYPE', 'factor', 'multiplied']",3,dtype
459,9,"['shape', 'process']",2,shape
460,9,"['shape', 'e', 'g', 'm', 'n', 'SOME_DTYPE', 'output', 'shape', 'm', 'n']",10,complex
461,9,"['shape', 'drawn']",2,not useful
462,9,"['layer', 'layer']",2,not useful
463,9,"['currently', 'supported']",2,validvalue
464,9,"['tensor', 'square', 'matrices']",3,ds
465,9,"['tensor', 'square', 'matrix']",3,ds
466,9,"['tensor', 'lower', 'triangular', 'matrices']",4,not useful
467,9,"['cropping', 'area']",2,not useful
468,9,"['scale', 'gradient', 'SOME_DTYPE', 'factor']",4,not useful
469,9,"['mean', 'std']",2,complex
470,9,"['mean', 'distribution']",2,dtype
471,9,"['use', 'matrix']",2,not useful
472,9,"['optional', 'type', 'default']",3,not useful
473,9,"['x', 'y', 'x', 'y', 'm']",5,not useful
474,9,"['path', 'file']",2,dtype
475,9,"['augmentation', 'param', 'value']",3,complex
476,9,"['slice', 'operation', 'supports', 'negative']",4,not useful
477,9,"['overridden', 'context', 'SOME_STRUCTURE']",3,not useful
478,9,"['calib_mode', 'calibration']",2,not useful
479,9,"['calib_mode', 'thresholds']",2,not useful
480,9,"['users', 'want']",2,not useful
481,8,"['set', 'true', 'layer', 'takes', 'extra', 'input', 'parameter', 'sequence_length', 'specify', 'variable', 'length', 'SOME_STRUCTURE']",12,dtype
482,8,"['set', 'true', 'softmax', 'function', 'computed', 'along', 'axis']",7,dtype
483,8,"['set', 'label', 'reserved', 'blank', 'label', 'first', 'th', 'label', 'reserved', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",16,complex
484,8,"['set', 'number', 'heads']",3,not useful
485,8,"['set', 'layout', 'input', 'output', 'weight']",5,complex
486,8,"['set', 'divided']",2,not useful
487,8,"['compute', 'softmax']",2,not useful
488,8,"['lambda', 'rate', 'parameters', 'distributions']",4,complex
489,8,"['output', 'storage', 'type']",3,complex
490,8,"['output', 'mean', 'std']",3,not useful
491,8,"['output', 'width']",2,dtype
492,8,"['storage', 'type', 'row_ssparse']",3,not useful
493,8,"['input', 'array', 'operator']",3,ds
494,8,"['input', 'data', 'batch']",3,not useful
495,8,"['input', 'data', 'input']",3,not useful
496,8,"['input', 'data', 'pooling', 'operator', 'd', 'feature', 'maps']",7,shape
497,8,"['input', 'SOME_DTYPE']",2,dtype
498,8,"['input', 'b']",2,not useful
499,8,"['first', 'array', 'compared']",3,ds
500,8,"['second', 'array', 'compared']",3,ds
501,8,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype', 'row_ssparse', 'stype']",8,dtype
502,8,"['true', 'axis', 'left', 'result', 'dimension', 'size', 'one']",7,dtype
503,8,"['whether', 'data', 'lenghts', 'decided', 'data_lengths']",5,dtype
504,8,"['whether', 'label', 'lenghts', 'decided', 'label_lengths', 'derived', 'padding_mask']",7,dtype
505,8,"['whether', 'elements']",2,dtype
506,8,"['axis', 'array']",2,dtype+shape+validvalue
507,8,"['axis', 'swapped']",2,dtype+shape+validvalue
508,8,"['axis', 'reduction']",2,dtype+shape+validvalue
509,8,"['size', 'batch']",2,not useful
510,8,"['last', 'last', 'label', 'value', 'alphabet_size', 'reserved', 'blank', 'label', 'instead', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",16,not useful
511,8,"['value', 'padding_mask', 'first', 'ctc', 'label', 'reserved', 'blank', 'last', 'label', 'reserved', 'blank']",11,not useful
512,8,"['value', 'bias']",2,not useful
513,8,"['value', 'weight']",2,not useful
514,8,"['value', 'used']",2,not useful
515,8,"['lengths', 'data', 'samples']",3,dtype+shape+validvalue
516,8,"['lengths', 'labels', 'samples']",3,dtype+shape+validvalue
517,8,"['required', 'use_data_lengths', 'true']",3,not useful
518,8,"['required', 'use_label_lengths', 'true']",3,not useful
519,8,"['ground', 'truth', 'labels', 'loss']",4,not useful
520,8,"['false', 'lengths', 'equal', 'max', 'SOME_STRUCTURE', 'length']",6,dtype
521,8,"['false', 'lengths', 'derived', 'first', 'occurrence', 'value', 'padding_mask']",7,dtype
522,8,"['see', 'blank_label']",2,not useful
523,8,"['means', 'distributions']",2,dtype
524,8,"['means', 'range']",2,not useful
525,8,"['channel', 'color']",2,not useful
526,8,"['default', 'used']",2,not useful
527,8,"['weights', 'gradients', 'learning', 'rates', 'weight', 'decays']",6,not useful
528,8,"['weights', 'clip_weights', 'clip_weights']",3,not useful
