,freq,sequence,len
89,41,"['must', 'one', 'following', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",10
90,40,"['tensor', 'batch_size']",2
91,40,"['optional', 'operation']",2
92,40,"['SOME_DTYPE', 'tf']",2
93,39,"['tensor', 'value']",2
94,39,"['SOME_DTYPE', 'name']",2
95,38,"['optional', 'name', 'operation']",3
96,38,"['must', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",10
97,38,"['type', 'SOME_DTYPE', 'SOME_DTYPE']",3
98,38,"['size', 'dimension']",2
99,37,"['SOME_DTYPE', 'SOME_DTYPE', 'bfloat']",3
100,37,"['SOME_DTYPE', 'tensor', 'shape']",3
101,37,"['batch', 'channels']",2
102,36,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",12
103,36,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE']",7
104,36,"['shape', 'batch_size']",2
105,36,"['shape', 'm']",2
106,35,"['tensor', 'SOME_DTYPE', 'SOME_DTYPE']",3
107,35,"['tensor', 'objects']",2
108,35,"['tensor', 'shape', 'batch_size']",3
109,35,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",10
110,35,"['SOME_DTYPE', 'valid']",2
111,35,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE']",8
112,35,"['d', 'batch']",2
113,35,"['default', 'value']",2
114,35,"['see', 'tf']",2
115,34,"['d', 'type']",2
116,34,"['shape', 'channels']",2
117,34,"['tf', 'tensor']",2
118,34,"['random', 'seed']",2
119,34,"['last', 'dimension']",2
120,33,"['tensor', 'data']",2
121,33,"['tensor', 'dtype']",2
122,33,"['name', 'returned']",2
123,33,"['SOME_DTYPE', 'SOME_STRUCTURE', 'SOME_DTYPE', 'length']",4
124,33,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",12
125,33,"['defaults', 'false']",2
126,33,"['dimension', 'tensor']",2
127,33,"['output', 'tensor']",2
128,32,"['batch', 'shape']",2
129,32,"['batch', 'height', 'width']",3
130,32,"['SOME_STRUCTURE', 'tensor', 'objects']",3
131,32,"['must', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",11
132,32,"['shape', 'height', 'width']",3
133,31,"['must', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",13
134,31,"['must', 'rank']",2
135,31,"['d', 'shape', 'batch']",3
136,31,"['none', 'default']",2
137,31,"['height', 'width', 'channels']",3
138,31,"['e', 'g']",2
139,30,"['tensor', 'shape', 'shape']",3
140,30,"['tensor', 'containing']",2
141,30,"['tensor', 'dimension']",2
142,30,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",13
143,30,"['d', 'tensor', 'type']",3
144,30,"['shape', 'batch', 'shape']",3
145,29,"['tensor', 'python']",2
146,29,"['SOME_DTYPE', 'input']",2
147,29,"['batch', 'batch']",2
148,29,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",15
149,29,"['must', 'x']",2
150,29,"['see', 'details']",2
151,29,"['window', 'dimension', 'input']",3
152,28,"['tensor', 'output']",2
153,28,"['name', 'returned', 'tensor']",3
154,28,"['optional', 'SOME_DTYPE', 'SOME_DTYPE']",3
155,28,"['SOME_DTYPE', 'values']",2
156,28,"['must', 'range']",2
157,28,"['type', 'shape']",2
158,28,"['shape', 'batch', 'channels']",3
159,28,"['function', 'applied']",2
160,28,"['axis', 'tensor']",2
161,27,"['tensor', 'ssparsetensor']",2
162,27,"['SOME_DTYPE', 'single']",2
163,27,"['batch', 'tensor']",2
164,27,"['d', 'tensor', 'SOME_DTYPE']",3
165,27,"['d', 'height', 'width']",3
166,27,"['padding', 'algorithm']",2
167,26,"['tensor', 'type', 'shape']",3
168,26,"['tensor', 'd']",2
169,26,"['SOME_DTYPE', 'dtype']",2
170,26,"['SOME_DTYPE', 'batch']",2
171,26,"['SOME_DTYPE', 'tensor', 'representing']",3
172,26,"['defaults', 'tf']",2
173,26,"['batch', 'height', 'width', 'channels']",4
174,26,"['shape', 'height', 'width', 'channels']",4
175,26,"['axis', 'along']",2
176,26,"['axis', 'input']",2
177,25,"['tensor', 'type', 'SOME_DTYPE', 'SOME_DTYPE']",4
178,25,"['tensor', 'shape', 'batch']",3
179,25,"['optional', 'tf']",2
180,25,"['SOME_DTYPE', 'one']",2
181,25,"['SOME_DTYPE', 'channels_last', 'channels_first']",3
182,25,"['SOME_DTYPE', 'dimensions']",2
183,25,"['SOME_DTYPE', 'd']",2
184,25,"['SOME_DTYPE', 'convolution']",2
185,25,"['SOME_STRUCTURE', 'SOME_DTYPE', 'tensor']",3
186,25,"['SOME_STRUCTURE', 'SOME_STRUCTURE', 'SOME_DTYPE']",3
187,25,"['d', 'shape', 'height', 'width']",4
188,25,"['type', 'x']",2
189,25,"['number', 'classes']",2
190,25,"['true', 'length']",2
191,25,"['shape', 'batch', 'height', 'width']",4
192,25,"['tf', 'SOME_DTYPE', 'SOME_DTYPE']",3
193,24,"['tensor', 'input']",2
194,24,"['optional', 'SOME_STRUCTURE']",2
195,24,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat']",4
196,24,"['dimension', 'must']",2
197,24,"['input', 'output']",2
198,24,"['k', 'k']",2
199,24,"['shape', 'batch', 'batch']",3
200,24,"['shape', 'd']",2
201,24,"['width', 'height']",2
202,24,"['returns', 'tensor']",2
203,23,"['tensor', 'optional']",2
204,23,"['tensor', 'whose']",2
205,23,"['tensor', 'size']",2
206,23,"['name', 'prefix']",2
207,23,"['SOME_DTYPE', 'axis']",2
208,23,"['SOME_STRUCTURE', 'shape']",2
209,23,"['dimension', 'input', 'tensor']",3
210,23,"['must', 'type', 'x']",3
211,23,"['must', 'range', 'rank']",3
212,23,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",10
213,23,"['d', 'tensor', 'tensor']",3
214,23,"['d', 'size']",2
215,23,"['default', 'dimensions']",2
216,23,"['shape', 'batch', 'channels', 'shape', 'channels']",5
217,23,"['single', 'SOME_DTYPE']",2
218,23,"['window', 'tensor']",2
219,22,"['tensor', 'values']",2
220,22,"['tensor', 'SOME_STRUCTURE']",2
221,22,"['tensor', 'shape', 'd']",3
222,22,"['tensor', 'n']",2
223,22,"['name', 'op']",2
224,22,"['name', 'prefix', 'returned', 'tensor']",4
225,22,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat']",9
226,22,"['SOME_DTYPE', 'returned']",2
227,22,"['SOME_DTYPE', 'either']",2
228,22,"['SOME_DTYPE', 'prefix']",2
229,22,"['format', 'data']",2
230,22,"['SOME_STRUCTURE', 'values']",2
231,22,"['dimensions', 'shape']",2
232,22,"['must', 'range', 'rank', 'rank']",4
233,22,"['d', 'tensor', 'batch']",3
234,22,"['d', 'SOME_DTYPE', 'shape']",3
235,22,"['d', 'channels']",2
236,22,"['type', 'tensor']",2
237,22,"['true', 'reduced', 'length']",3
238,22,"['one', 'channels_last']",2
239,22,"['one', 'channels_first']",2
240,22,"['shape', 'batch', 'height', 'width', 'channels']",5
241,22,"['single', 'value']",2
242,22,"['tf', 'SOME_DTYPE', 'tf']",3
243,22,"['axis', 'input', 'tensor']",3
244,22,"['height', 'height']",2
245,22,"['stride', 'input']",2
246,21,"['tensor', 'tensor', 'shape']",3
247,21,"['tensor', 'shape', 'tensor']",3
248,21,"['tensor', 'width']",2
249,21,"['SOME_DTYPE', 'representing', 'boxes']",3
250,21,"['data', 'format']",2
251,21,"['dimensions', 'batch']",2
252,21,"['must', 'one', 'following', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",16
253,21,"['d', 'height', 'width', 'channels']",4
254,21,"['keras', 'variable']",2
255,21,"['shape', 'in_channels']",2
256,21,"['value', 'dtype']",2
257,21,"['value', 'value']",2
258,21,"['index', 'tensor']",2
259,21,"['function', 'tensor']",2
260,21,"['axis', 'axis']",2
261,21,"['width', 'width']",2
262,21,"['n', 'n']",2
263,20,"['tensor', 'x']",2
264,20,"['tensor', 'tf']",2
265,20,"['tensor', 'shape', 'height', 'width']",4
266,20,"['tensor', 'number']",2
267,20,"['SOME_DTYPE', 'tf', 'SOME_DTYPE']",3
268,20,"['SOME_DTYPE', 'batch_size']",2
269,20,"['SOME_DTYPE', 'indicating']",2
270,20,"['batch', 'channels', 'height', 'width']",4
271,20,"['SOME_STRUCTURE', 'feature']",2
272,20,"['dimensions', 'length']",2
273,20,"['d', 'tensor', 'shape', 'batch']",4
274,20,"['d', 'shape', 'channels']",3
275,20,"['d', 'batch', 'height', 'width']",4
276,20,"['d', 'd']",2
277,20,"['d', 'dimension']",2
278,20,"['dtype', 'SOME_DTYPE']",2
279,20,"['one', 'channels_last', 'channels_first']",3
280,20,"['shape', 'inputs']",2
281,20,"['shape', 'height', 'width', 'height', 'width']",5
282,20,"['shape', 'tensor', 'shape']",3
283,20,"['first', 'dimension']",2
284,20,"['tf', 'dtype']",2
285,20,"['sliding', 'window', 'dimension', 'input']",4
286,20,"['window', 'dimension', 'input', 'tensor']",4
287,19,"['SOME_DTYPE', 'SOME_DTYPE', 'specifying']",3
288,19,"['SOME_DTYPE', 'output']",2
289,19,"['SOME_DTYPE', 'returns']",2
290,19,"['defaults', 'SOME_DTYPE']",2
291,19,"['batch', 'dimensions']",2
292,19,"['SOME_STRUCTURE', 'SOME_DTYPE', 'specifying']",3
293,19,"['dimension', 'value']",2
294,19,"['dimensions', 'shape', 'batch']",3
295,19,"['dimensions', 'shape', 'batch', 'shape']",4
296,19,"['dimensions', 'shape', 'batch', 'shape', 'batch']",5
297,19,"['dimensions', 'shape', 'shape']",3
298,19,"['must', 'input']",2
299,19,"['d', 'tensor', 'shape', 'height', 'width']",5
300,19,"['d', 'shape', 'height', 'width', 'channels']",5
301,19,"['d', 'shape', 'batch', 'height', 'width']",5
302,19,"['rank', 'tensor']",2
303,19,"['used', 'seed']",2
304,19,"['shape', 'batch', 'height', 'width', 'height', 'width']",6
305,19,"['bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",7
306,19,"['either', 'valid']",2
307,19,"['either', 'SOME_DTYPE']",2
308,19,"['value', 'type']",2
309,19,"['index', 'input']",2
310,19,"['tf', 'tf', 'tf']",3
311,19,"['prefix', 'message']",2
312,19,"['n', 'default']",2
313,19,"['n', 'tensor']",2
314,19,"['stride', 'sliding', 'window', 'dimension', 'input']",5
315,19,"['m', 'm']",2
316,19,"['nested', 'tensor']",2
317,18,"['tensor', 'SOME_STRUCTURE', 'tensor']",3
318,18,"['tensor', 'rank']",2
319,18,"['tensor', 'sequence']",2
320,18,"['SOME_DTYPE', 'one', 'channels_last', 'channels_first']",4
321,18,"['SOME_DTYPE', 'tensor', 'number']",3
322,18,"['SOME_DTYPE', 'specifying', 'convolution']",3
323,18,"['SOME_DTYPE', 'prefix', 'default', 'message']",4
324,18,"['SOME_DTYPE', 'use']",2
325,18,"['SOME_DTYPE', 'used']",2
326,18,"['SOME_DTYPE', 'none']",2
327,18,"['SOME_STRUCTURE', 'SOME_DTYPE', 'convolution']",3
328,18,"['SOME_STRUCTURE', 'tf']",2
329,18,"['must', 'one', 'following', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",11
330,18,"['must', 'shape']",2
331,18,"['type', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",4
332,18,"['type', 'dtype']",2
333,18,"['none', 'dimensions']",2
334,18,"['one', 'default']",2
335,18,"['channels_last', 'corresponds']",2
336,18,"['channels_last', 'corresponds', 'channels_first']",3
337,18,"['inputs', 'shape']",2
338,18,"['corresponds', 'corresponds']",2
339,18,"['shape', 'channels_first']",2
340,18,"['shape', 'corresponds']",2
341,18,"['shape', 'height', 'width', 'shape', 'height', 'width']",6
342,18,"['shape', 'output']",2
343,18,"['shape', 'm', 'm']",3
344,18,"['bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",8
345,18,"['representing', 'shape']",2
346,18,"['nhwc', 'nchw']",2
347,18,"['channels', 'tensor']",2
348,18,"['bias', 'vector']",2
349,18,"['target', 'classes']",2
350,18,"['floating', 'point']",2
351,17,"['tensor', 'shape', 'tensor', 'shape']",4
352,17,"['tensor', 'length']",2
353,17,"['SOME_DTYPE', 'one', 'channels_last', 'default', 'channels_first']",5
354,17,"['SOME_DTYPE', 'tensor', 'SOME_DTYPE']",3
355,17,"['SOME_DTYPE', 'feature']",2
356,17,"['SOME_DTYPE', 'containing']",2
357,17,"['SOME_DTYPE', 'either', 'valid']",3
358,17,"['SOME_DTYPE', 'window']",2
359,17,"['SOME_DTYPE', 'n']",2
360,17,"['SOME_STRUCTURE', 'input']",2
361,17,"['must', 'one', 'following', 'SOME_DTYPE', 'bfloat', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",12
362,17,"['must', 'tensor']",2
363,17,"['d', 'tensor', 'python']",3
364,17,"['d', 'SOME_DTYPE', 'tensor', 'shape']",4
365,17,"['d', 'type', 'SOME_DTYPE']",3
366,17,"['d', 'batch', 'height', 'width', 'channels']",5
367,17,"['number', 'per']",2
368,17,"['true', 'dimensions', 'length']",3
369,17,"['x', 'x']",2
370,17,"['used', 'random']",2
371,17,"['dtype', 'tf']",2
372,17,"['inputs', 'inputs']",2
373,17,"['inputs', 'shape', 'batch']",3
374,17,"['inputs', 'shape', 'batch', 'batch']",4
375,17,"['shape', 'batch', 'height', 'width', 'channels', 'shape', 'channels']",7
376,17,"['shape', 'batch', 'height', 'width', 'channels', 'shape', 'height', 'width']",8
377,17,"['shape', 'batch', 'height', 'width', 'channels', 'height', 'width']",7
378,17,"['shape', 'batch', 'channels', 'height', 'width']",5
379,17,"['shape', 'channels_first', 'shape']",3
380,17,"['index', 'axis', 'input']",3
381,17,"['tf', 'SOME_DTYPE', 'tensor']",3
382,17,"['tf', 'nn']",2
383,17,"['size', 'tensor']",2
384,17,"['spatial', 'dimensions']",2
385,17,"['width', 'd']",2
386,17,"['n', 'd']",2
387,17,"['~', 'keras']",2
388,16,"['tensor', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",4
389,16,"['tensor', 'value', 'type']",3
390,16,"['tensor', 'shape', 'channels']",3
391,16,"['tensor', 'd', 'tensor']",3
392,16,"['tensor', 'first']",2
393,16,"['name', 'prefix', 'returned', 'tensor', 'optional']",5
394,16,"['optional', 'SOME_DTYPE', 'tensor']",3
395,16,"['optional', 'name', 'tensor']",3
396,16,"['SOME_DTYPE', 'SOME_DTYPE', 'representing']",3
397,16,"['SOME_DTYPE', 'SOME_DTYPE', 'number']",3
398,16,"['SOME_DTYPE', 'tf', 'tensor']",3
399,16,"['SOME_DTYPE', 'width']",2
400,16,"['SOME_DTYPE', 'vector']",2
401,16,"['SOME_DTYPE', 'size']",2
402,16,"['data', 'batch']",2
403,16,"['data', 'dataset']",2
404,16,"['data', 'data']",2
405,16,"['SOME_STRUCTURE', 'SOME_DTYPE', 'specifying', 'convolution']",4
406,16,"['SOME_STRUCTURE', 'tensor', 'tensor']",3
407,16,"['SOME_STRUCTURE', 'mapping']",2
408,16,"['SOME_STRUCTURE', 'single']",2
409,16,"['SOME_STRUCTURE', 'type']",2
410,16,"['dimension', 'data_format']",2
411,16,"['d', 'tensor', 'type', 'SOME_DTYPE']",4
412,16,"['d', 'tensor', 'size']",3
413,16,"['d', 'shape', 'batch', 'height', 'width', 'channels']",6
414,16,"['d', 'in_channels']",2
415,16,"['type', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",5
416,16,"['valid', 'values']",2
417,16,"['number', 'batch']",2
418,16,"['entries', 'tensor']",2
419,16,"['true', 'reduced', 'dimensions', 'length']",4
420,16,"['used', 'create']",2
421,16,"['dtype', 'tensor']",2
422,16,"['returned', 'keras', 'variable']",3
423,16,"['ordering', 'dimensions', 'inputs', 'channels_last', 'corresponds', 'inputs', 'shape', 'batch', 'channels_first', 'corresponds', 'inputs', 'shape', 'batch']",13
424,16,"['shape', 'SOME_DTYPE']",2
425,16,"['shape', 'n']",2
426,16,"['python', 'type']",2
427,16,"['value', 'type', 'dtype']",3
428,16,"['see', 'tf', 'details']",3
429,16,"['see', 'section']",2
430,16,"['height', 'd']",2
431,16,"['last', 'must']",2
432,16,"['n', 'shape']",2
433,15,"['tensor', 'SOME_DTYPE', 'tensor']",3
434,15,"['tensor', 'SOME_DTYPE', 'shape']",3
435,15,"['tensor', 'shape', 'height', 'width', 'channels']",5
436,15,"['tensor', 'shape', 'in_channels']",3
437,15,"['tensor', 'shape', 'd', 'tensor']",4
438,15,"['tensor', 'single']",2
439,15,"['tensor', 'python', 'value', 'type', 'dtype']",5
440,15,"['tensor', 'array']",2
441,15,"['optional', 'SOME_DTYPE', 'tf']",3
442,15,"['SOME_DTYPE', 'SOME_STRUCTURE', 'SOME_STRUCTURE']",3
443,15,"['SOME_DTYPE', 'SOME_DTYPE', 'tensor', 'representing']",4
444,15,"['SOME_DTYPE', 'SOME_DTYPE', 'tf']",3
445,15,"['SOME_DTYPE', 'variable']",2
446,15,"['SOME_DTYPE', 'optional']",2
447,15,"['SOME_DTYPE', 'qint']",2
448,15,"['SOME_DTYPE', 'python']",2
449,15,"['SOME_DTYPE', 'dimension']",2
450,15,"['SOME_DTYPE', 'threshold']",2
451,15,"['SOME_DTYPE', 'x']",2
452,15,"['defaults', 'tf', 'SOME_DTYPE']",3
453,15,"['data', 'type']",2
454,15,"['input', 'dimension']",2
455,15,"['d', 'tensor', 'shape', 'batch', 'height', 'width']",6
456,15,"['d', 'tensor', 'tensor', 'shape']",4
457,15,"['d', 'batch_size']",2
458,15,"['d', 'd', 'tensor']",3
459,15,"['type', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",6
460,15,"['valid', 'default']",2
461,15,"['none', 'default', 'dimensions']",3
462,15,"['values', 'default']",2
463,15,"['values', 'must']",2
464,15,"['along', 'dimension']",2
465,15,"['shape', 'must']",2
466,15,"['representing', 'number']",2
467,15,"['value', 'tensor']",2
468,15,"['tf', 'behavior']",2
469,15,"['tf', 'compat', 'v']",3
470,15,"['tf', 'data']",2
471,15,"['see', 'returns', 'section', 'tf', 'nn', 'convolution', 'details']",7
472,15,"['see', 'set_random_seed']",2
473,15,"['function', 'input']",2
474,15,"['size', 'input']",2
475,15,"['height', 'width', 'd']",3
476,15,"['n', 'values']",2
477,15,"['qint', 'quint']",2
478,15,"['qint', 'quint', 'qint']",3
