,idx,freq,sequence,sentence,api,len
48,2,544,['name'],name,tf.signal.idct.yaml,1
49,2,544,['name'],name,tf.linalg.normalize.yaml,1
50,2,544,['name'],name,tf.math.polyval.yaml,1
51,2,544,['name'],name,tf.nn.relu6.yaml,1
52,2,544,['name'],name,tf.random.stateless_normal.yaml,1
53,2,544,['name'],name,tf.nn.ctc_unique_labels.yaml,1
54,2,544,['name'],name,tf.math.scalar_mul.yaml,1
55,2,544,['name'],name,tf.image.resize.yaml,1
56,2,544,['name'],name,tf.sparse.reorder.yaml,1
57,2,544,['name'],name,tf.math.multiply_no_nan.yaml,1
58,2,544,['name'],name,tf.eig.yaml,1
59,2,544,['name'],name,tf.linalg.tridiagonal_solve.yaml,1
60,2,544,['name'],name,tf.sparse.cross_hashed.yaml,1
61,2,544,['name'],name,tf.io.serialize_tensor.yaml,1
62,2,544,['name'],name,tf.nn.conv3d.yaml,1
63,2,544,['name'],name,tf.strings.substr.yaml,1
64,2,544,['name'],name,tf.sparse.split.yaml,1
65,2,544,['name'],name,tf.cast.yaml,1
66,2,544,['name'],name,tf.ragged.boolean_mask.yaml,1
67,2,544,['name'],name,tf.nn.fractional_avg_pool.yaml,1
68,2,544,['name'],name,tf.keras.layers.SeparableConv1D.yaml,1
69,2,544,['name'],name,tf.broadcast_to.yaml,1
70,2,544,['name'],name,tf.strings.ngrams.yaml,1
71,2,544,['name'],name,tf.image.total_variation.yaml,1
72,2,544,['name'],name,tf.math.sigmoid.yaml,1
73,2,544,['name'],name,tf.math.is_nan.yaml,1
74,2,544,['name'],name,tf.ragged.row_splits_to_segment_ids.yaml,1
75,2,544,['name'],name,tf.clip_by_value.yaml,1
76,2,544,['name'],name,tf.timestamp.yaml,1
77,2,544,['name'],metric_name,tf.estimator.experimental.stop_if_no_decrease_hook.yaml,1
78,2,544,['name'],name,tf.strings.to_hash_bucket_strong.yaml,1
79,2,544,['name'],name,tf.debugging.assert_greater.yaml,1
80,2,544,['name'],name,tf.math.sign.yaml,1
81,2,544,['name'],name,tf.nn.conv_transpose.yaml,1
82,2,544,['name'],name,tf.debugging.assert_rank.yaml,1
83,2,544,['name'],name,tf.image.convert_image_dtype.yaml,1
84,2,544,['name'],name,tf.image.adjust_saturation.yaml,1
85,2,544,['name'],name,tf.math.sqrt.yaml,1
86,2,544,['name'],name,tf.nn.avg_pool.yaml,1
87,2,544,['name'],name,tf.ragged.stack.yaml,1
88,2,544,['name'],name,tf.nn.ctc_loss.yaml,1
89,2,544,['name'],name,tf.math.add_n.yaml,1
90,2,544,['name'],name,tf.debugging.assert_scalar.yaml,1
91,2,544,['name'],name,tf.strings.to_hash_bucket.yaml,1
92,2,544,['name'],name,tf.dtypes.complex.yaml,1
93,2,544,['name'],name,tf.unstack.yaml,1
94,2,544,['name'],name,tf.nn.log_poisson_loss.yaml,1
95,2,544,['name'],name,tf.image.rgb_to_hsv.yaml,1
96,2,544,['name'],name,tf.random.categorical.yaml,1
97,2,544,['name'],name,tf.io.serialize_many_sparse.yaml,1
98,2,544,['name'],name,tf.signal.fft3d.yaml,1
99,2,544,['name'],name,tf.linalg.trace.yaml,1
100,2,544,['name'],name,tf.keras.backend.constant.yaml,1
101,2,544,['name'],name,tf.math.accumulate_n.yaml,1
102,2,544,['name'],name,tf.random.stateless_uniform.yaml,1
103,2,544,['name'],name,tf.nn.collapse_repeated.yaml,1
104,2,544,['name'],name,tf.sparse.maximum.yaml,1
105,2,544,['name'],name,tf.math.log1p.yaml,1
106,2,544,['name'],name,tf.math.erfinv.yaml,1
107,2,544,['name'],name,tf.math.floordiv.yaml,1
108,2,544,['name'],name,tf.linalg.tensor_diag_part.yaml,1
109,2,544,['name'],name,tf.math.reduce_min.yaml,1
110,2,544,['name'],name,tf.math.igamma.yaml,1
111,2,544,['name'],name,tf.io.encode_base64.yaml,1
112,2,544,['name'],name,tf.math.greater_equal.yaml,1
113,2,544,['name'],name,tf.debugging.assert_type.yaml,1
114,2,544,['name'],name,tf.tensor_scatter_nd_update.yaml,1
115,2,544,['name'],name,tf.image.draw_bounding_boxes.yaml,1
116,2,544,['name'],name,tf.debugging.assert_less.yaml,1
117,2,544,['name'],name,tf.train.load_variable.yaml,1
118,2,544,['name'],name,tf.signal.linear_to_mel_weight_matrix.yaml,1
119,2,544,['name'],name,tf.image.extract_glimpse.yaml,1
120,2,544,['name'],name,tf.nn.max_pool2d.yaml,1
121,2,544,['name'],name,tf.keras.backend.ones.yaml,1
122,2,544,['name'],name,tf.math.sin.yaml,1
123,2,544,['name'],name,tf.io.encode_jpeg.yaml,1
124,2,544,['name'],name,tf.math.softplus.yaml,1
125,2,544,['name'],name,tf.quantization.quantize_and_dequantize.yaml,1
126,2,544,['name'],name,tf.unique.yaml,1
127,2,544,['name'],name,tf.math.unsorted_segment_min.yaml,1
128,2,544,['name'],name,tf.math.subtract.yaml,1
129,2,544,['name'],name,tf.nn.elu.yaml,1
130,2,544,['name'],name,tf.linalg.expm.yaml,1
131,2,544,['name'],name,tf.math.l2_normalize.yaml,1
132,2,544,['name'],name,tf.dynamic_partition.yaml,1
133,2,544,['name'],name,tf.keras.backend.placeholder.yaml,1
134,2,544,['name'],name,tf.math.tan.yaml,1
135,2,544,['name'],name,tf.math.not_equal.yaml,1
136,2,544,['name'],name,tf.nn.sparse_softmax_cross_entropy_with_logits.yaml,1
137,2,544,['name'],name,tf.io.write_file.yaml,1
138,2,544,['name'],name,tf.zeros_like.yaml,1
139,2,544,['name'],name,tf.math.asinh.yaml,1
140,2,544,['name'],name,tf.audio.decode_wav.yaml,1
141,2,544,['name'],name,tf.io.decode_image.yaml,1
142,2,544,['name'],name,tf.nn.avg_pool3d.yaml,1
143,2,544,['name'],name,tf.quantization.quantized_concat.yaml,1
144,2,544,['name'],name,tf.sparse.softmax.yaml,1
145,2,544,['name'],name,tf.io.read_file.yaml,1
146,2,544,['name'],name,tf.signal.ifft.yaml,1
147,2,544,['name'],name,tf.io.decode_json_example.yaml,1
148,2,544,['name'],name,tf.math.truediv.yaml,1
149,2,544,['name'],name,tf.io.decode_bmp.yaml,1
150,2,544,['name'],name,tf.debugging.assert_all_finite.yaml,1
151,2,544,['name'],name,tf.summary.write.yaml,1
152,2,544,['name'],name,tf.debugging.check_numerics.yaml,1
153,2,544,['name'],name,tf.strings.as_string.yaml,1
154,2,544,['name'],name,tf.image.adjust_hue.yaml,1
155,2,544,['name'],name,tf.nn.crelu.yaml,1
156,2,544,['name'],name,tf.math.segment_mean.yaml,1
157,2,544,['name'],name,tf.math.squared_difference.yaml,1
158,2,544,['name'],name,tf.nn.conv2d.yaml,1
159,2,544,['name'],name,tf.linalg.triangular_solve.yaml,1
160,2,544,['name'],name,tf.ones_like.yaml,1
161,2,544,['name'],name,tf.math.log_sigmoid.yaml,1
162,2,544,['name'],name,tf.sparse.segment_sqrt_n.yaml,1
163,2,544,['name'],name,tf.unravel_index.yaml,1
164,2,544,['name'],name,tf.io.parse_tensor.yaml,1
165,2,544,['name'],name,tf.linalg.tensor_diag.yaml,1
166,2,544,['name'],name,tf.strings.upper.yaml,1
167,2,544,['name'],name,tf.math.ndtri.yaml,1
168,2,544,['name'],name,tf.debugging.Assert.yaml,1
169,2,544,['name'],name,tf.math.less.yaml,1
170,2,544,['name'],name,tf.realdiv.yaml,1
171,2,544,['name'],name,tf.signal.hann_window.yaml,1
172,2,544,['name'],name,tf.image.non_max_suppression_with_scores.yaml,1
173,2,544,['name'],name,tf.sparse.reduce_sum.yaml,1
174,2,544,['name'],name,tf.print.yaml,1
175,2,544,['name'],name,tf.sparse.minimum.yaml,1
176,2,544,['name'],name,tf.debugging.assert_shapes.yaml,1
177,2,544,['name'],name,tf.math.bessel_i0.yaml,1
178,2,544,['name'],name,tf.strings.regex_full_match.yaml,1
179,2,544,['name'],name,tf.image.crop_and_resize.yaml,1
180,2,544,['name'],name,tf.nn.compute_accidental_hits.yaml,1
181,2,544,['name'],name,tf.io.extract_jpeg_shape.yaml,1
182,2,544,['name'],name,tf.nn.avg_pool1d.yaml,1
183,2,544,['name'],name,tf.eye.yaml,1
184,2,544,['name'],name,tf.sparse.from_dense.yaml,1
185,2,544,['name'],name,tf.math.is_finite.yaml,1
186,2,544,['name'],name,tf.debugging.assert_positive.yaml,1
187,2,544,['name'],name,tf.math.bessel_i1e.yaml,1
188,2,544,['name'],name,tf.truncatediv.yaml,1
189,2,544,['name'],name,tf.nn.softmax.yaml,1
190,2,544,['name'],device_name,tf.device.yaml,1
191,2,544,['name'],name,tf.math.imag.yaml,1
192,2,544,['name'],name,tf.quantization.fake_quant_with_min_max_vars_per_channel.yaml,1
193,2,544,['name'],name,tf.math.atan.yaml,1
194,2,544,['name'],name,tf.linalg.lu_solve.yaml,1
195,2,544,['name'],name,tf.math.angle.yaml,1
196,2,544,['name'],name,tf.math.nextafter.yaml,1
197,2,544,['name'],name,tf.where.yaml,1
198,2,544,['name'],name,tf.math.log.yaml,1
199,2,544,['name'],name,tf.ragged.range.yaml,1
200,2,544,['name'],name,tf.math.bessel_i1.yaml,1
201,2,544,['name'],name,tf.signal.inverse_stft_window_fn.yaml,1
202,2,544,['name'],name,tf.gather.yaml,1
203,2,544,['name'],name,tf.dynamic_stitch.yaml,1
204,2,544,['name'],name,tf.linalg.svd.yaml,1
205,2,544,['name'],name,tf.math.asin.yaml,1
206,2,544,['name'],name,tf.reshape.yaml,1
207,2,544,['name'],name,tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient.yaml,1
208,2,544,['name'],name,tf.math.cosh.yaml,1
209,2,544,['name'],name,tf.math.abs.yaml,1
210,2,544,['name'],name,tf.strings.regex_replace.yaml,1
211,2,544,['name'],name,tf.keras.layers.BatchNormalization.yaml,1
212,2,544,['name'],name,tf.bitwise.right_shift.yaml,1
213,2,544,['name'],name,tf.clip_by_global_norm.yaml,1
214,2,544,['name'],name,tf.image.sample_distorted_bounding_box.yaml,1
215,2,544,['name'],shared_embedding_collection_name,tf.feature_column.shared_embeddings.yaml,1
216,2,544,['name'],tensor_name_in_ckpt,tf.feature_column.shared_embeddings.yaml,1
217,2,544,['name'],name,tf.linalg.lstsq.yaml,1
218,2,544,['name'],name,tf.debugging.assert_rank_in.yaml,1
219,2,544,['name'],name,tf.sparse.to_indicator.yaml,1
220,2,544,['name'],name,tf.searchsorted.yaml,1
221,2,544,['name'],name,tf.linalg.matvec.yaml,1
222,2,544,['name'],name,tf.linalg.diag.yaml,1
223,2,544,['name'],name,tf.math.rint.yaml,1
224,2,544,['name'],name,tf.math.divide_no_nan.yaml,1
225,2,544,['name'],name,tf.linalg.global_norm.yaml,1
226,2,544,['name'],name,tf.math.round.yaml,1
227,2,544,['name'],name,tf.eigvals.yaml,1
228,2,544,['name'],name,tf.math.greater.yaml,1
229,2,544,['name'],name,tf.nn.conv3d_transpose.yaml,1
230,2,544,['name'],name,tf.clip_by_norm.yaml,1
231,2,544,['name'],name,tf.debugging.assert_negative.yaml,1
232,2,544,['name'],name,tf.math.segment_prod.yaml,1
233,2,544,['name'],name,tf.nn.depth_to_space.yaml,1
234,2,544,['name'],name,tf.nn.embedding_lookup.yaml,1
235,2,544,['name'],name,tf.nn.max_pool3d.yaml,1
236,2,544,['name'],name,tf.histogram_fixed_width.yaml,1
237,2,544,['name'],name,tf.linalg.logm.yaml,1
238,2,544,['name'],name,tf.math.confusion_matrix.yaml,1
239,2,544,['name'],name,tf.nn.batch_normalization.yaml,1
240,2,544,['name'],name,tf.signal.ifftshift.yaml,1
241,2,544,['name'],name,tf.nn.max_pool1d.yaml,1
242,2,544,['name'],name,tf.nn.convolution.yaml,1
243,2,544,['name'],name,tf.identity_n.yaml,1
244,2,544,['name'],name,tf.fingerprint.yaml,1
245,2,544,['name'],name,tf.io.decode_gif.yaml,1
246,2,544,['name'],name,tf.image.transpose.yaml,1
247,2,544,['name'],name,tf.nn.leaky_relu.yaml,1
248,2,544,['name'],name,tf.linalg.inv.yaml,1
249,2,544,['name'],name,tf.gradients.yaml,1
250,2,544,['name'],name,tf.debugging.assert_equal.yaml,1
251,2,544,['name'],name,tf.math.negative.yaml,1
252,2,544,['name'],name,tf.linalg.pinv.yaml,1
253,2,544,['name'],example_name,tf.io.parse_single_sequence_example.yaml,1
254,2,544,['name'],name,tf.io.parse_single_sequence_example.yaml,1
255,2,544,['name'],name,tf.signal.fft2d.yaml,1
256,2,544,['name'],name,tf.signal.hamming_window.yaml,1
257,2,544,['name'],name,tf.nn.erosion2d.yaml,1
258,2,544,['name'],name,tf.random.uniform.yaml,1
259,2,544,['name'],name,tf.math.segment_sum.yaml,1
260,2,544,['name'],metric_name,tf.estimator.experimental.stop_if_lower_hook.yaml,1
261,2,544,['name'],name,tf.tensordot.yaml,1
262,2,544,['name'],name,tf.convert_to_tensor.yaml,1
263,2,544,['name'],name,tf.range.yaml,1
264,2,544,['name'],name,tf.nn.atrous_conv2d_transpose.yaml,1
265,2,544,['name'],name,tf.repeat.yaml,1
266,2,544,['name'],name,tf.bitwise.bitwise_or.yaml,1
267,2,544,['name'],name,tf.sparse.to_dense.yaml,1
268,2,544,['name'],name,tf.nn.sigmoid_cross_entropy_with_logits.yaml,1
269,2,544,['name'],name,tf.math.add.yaml,1
270,2,544,['name'],name,tf.random.stateless_categorical.yaml,1
271,2,544,['name'],name,tf.random.truncated_normal.yaml,1
272,2,544,['name'],name,tf.linalg.lu_reconstruct.yaml,1
273,2,544,['name'],name,tf.nn.moments.yaml,1
274,2,544,['name'],name,tf.sort.yaml,1
275,2,544,['name'],name,tf.math.floor.yaml,1
276,2,544,['name'],name,tf.squeeze.yaml,1
277,2,544,['name'],name,tf.strings.unicode_split_with_offsets.yaml,1
278,2,544,['name'],name,tf.math.cumprod.yaml,1
279,2,544,['name'],name,tf.io.parse_sequence_example.yaml,1
280,2,544,['name'],name,tf.math.reduce_any.yaml,1
281,2,544,['name'],name,tf.math.floormod.yaml,1
282,2,544,['name'],name,tf.nn.selu.yaml,1
283,2,544,['name'],name,tf.math.atan2.yaml,1
284,2,544,['name'],name,tf.signal.inverse_stft.yaml,1
285,2,544,['name'],name,tf.math.erf.yaml,1
286,2,544,['name'],name,tf.sparse.sparse_dense_matmul.yaml,1
287,2,544,['name'],name,tf.image.hsv_to_rgb.yaml,1
288,2,544,['name'],name,tf.strings.unicode_decode_with_offsets.yaml,1
289,2,544,['name'],name,tf.random.normal.yaml,1
290,2,544,['name'],name,tf.keras.experimental.SequenceFeatures.yaml,1
291,2,544,['name'],name,tf.nn.softmax_cross_entropy_with_logits.yaml,1
292,2,544,['name'],name,tf.strings.lower.yaml,1
293,2,544,['name'],name,tf.math.conj.yaml,1
294,2,544,['name'],name,tf.ragged.segment_ids_to_row_splits.yaml,1
295,2,544,['name'],name,tf.case.yaml,1
296,2,544,['name'],name,tf.random.all_candidate_sampler.yaml,1
297,2,544,['name'],name,tf.linalg.tridiagonal_matmul.yaml,1
298,2,544,['name'],name,tf.io.parse_example.yaml,1
299,2,544,['name'],name,tf.sparse.segment_mean.yaml,1
300,2,544,['name'],name,tf.math.logical_not.yaml,1
301,2,544,['name'],name,tf.nn.separable_conv2d.yaml,1
302,2,544,['name'],name,tf.unique_with_counts.yaml,1
303,2,544,['name'],name,tf.nn.normalize_moments.yaml,1
304,2,544,['name'],name,tf.math.segment_max.yaml,1
305,2,544,['name'],name,tf.nn.l2_loss.yaml,1
306,2,544,['name'],name,tf.io.write_graph.yaml,1
307,2,544,['name'],name,tf.math.reduce_logsumexp.yaml,1
308,2,544,['name'],name,tf.io.decode_jpeg.yaml,1
309,2,544,['name'],name,tf.summary.scalar.yaml,1
310,2,544,['name'],name,tf.math.unsorted_segment_mean.yaml,1
311,2,544,['name'],name,tf.nn.dilation2d.yaml,1
312,2,544,['name'],name,tf.summary.image.yaml,1
313,2,544,['name'],name,tf.fill.yaml,1
314,2,544,['name'],name,tf.debugging.assert_none_equal.yaml,1
315,2,544,['name'],name,tf.nn.bias_add.yaml,1
316,2,544,['name'],name,tf.bitwise.left_shift.yaml,1
317,2,544,['name'],name,tf.foldr.yaml,1
318,2,544,['name'],name,tf.strings.unicode_transcode.yaml,1
319,2,544,['name'],name,tf.random.uniform_candidate_sampler.yaml,1
320,2,544,['name'],name,tf.summary.experimental.write_raw_pb.yaml,1
321,2,544,['name'],name,tf.debugging.assert_integer.yaml,1
322,2,544,['name'],tensor_name_in_ckpt,tf.feature_column.embedding_column.yaml,1
323,2,544,['name'],name,tf.scatter_nd.yaml,1
324,2,544,['name'],name,tf.math.igammac.yaml,1
325,2,544,['name'],name,tf.io.decode_png.yaml,1
326,2,544,['name'],name,tf.ones.yaml,1
327,2,544,['name'],name,tf.debugging.assert_non_negative.yaml,1
328,2,544,['name'],name,tf.linalg.eigh.yaml,1
329,2,544,['name'],name,tf.math.argmin.yaml,1
330,2,544,['name'],name,tf.image.grayscale_to_rgb.yaml,1
331,2,544,['name'],name,tf.ensure_shape.yaml,1
332,2,544,['name'],name,tf.math.xdivy.yaml,1
333,2,544,['name'],name,tf.strided_slice.yaml,1
334,2,544,['name'],name,tf.nn.embedding_lookup_sparse.yaml,1
335,2,544,['name'],name,tf.quantization.fake_quant_with_min_max_args_gradient.yaml,1
336,2,544,['name'],name,tf.linalg.sqrtm.yaml,1
337,2,544,['name'],name,tf.debugging.assert_greater_equal.yaml,1
338,2,544,['name'],name,tf.linalg.matmul.yaml,1
339,2,544,['name'],name,tf.slice.yaml,1
340,2,544,['name'],name,tf.signal.dct.yaml,1
341,2,544,['name'],name,tf.summary.create_file_writer.yaml,1
342,2,544,['name'],name,tf.math.acos.yaml,1
343,2,544,['name'],name,tf.nn.conv1d_transpose.yaml,1
344,2,544,['name'],name,tf.math.argmax.yaml,1
345,2,544,['name'],name,tf.signal.fftshift.yaml,1
346,2,544,['name'],name,tf.cond.yaml,1
347,2,544,['name'],name,tf.quantization.fake_quant_with_min_max_vars.yaml,1
348,2,544,['name'],name,tf.math.is_strictly_increasing.yaml,1
349,2,544,['name'],name,tf.py_function.yaml,1
350,2,544,['name'],name,tf.summary.text.yaml,1
351,2,544,['name'],name,tf.strings.bytes_split.yaml,1
352,2,544,['name'],name,tf.signal.mfccs_from_log_mel_spectrograms.yaml,1
353,2,544,['name'],name,tf.bitwise.invert.yaml,1
354,2,544,['name'],name,tf.math.square.yaml,1
355,2,544,['name'],name,tf.math.segment_min.yaml,1
356,2,544,['name'],name,tf.keras.backend.function.yaml,1
357,2,544,['name'],name,tf.scan.yaml,1
358,2,544,['name'],name,tf.keras.backend.random_normal_variable.yaml,1
359,2,544,['name'],name,tf.linspace.yaml,1
360,2,544,['name'],name,tf.linalg.det.yaml,1
361,2,544,['name'],name,tf.extract_volume_patches.yaml,1
362,2,544,['name'],name,tf.expand_dims.yaml,1
363,2,544,['name'],name,tf.keras.backend.foldl.yaml,1
364,2,544,['name'],name,tf.signal.stft.yaml,1
365,2,544,['name'],name,tf.strings.to_number.yaml,1
366,2,544,['name'],name,tf.strings.unicode_script.yaml,1
367,2,544,['name'],name,tf.strings.unicode_encode.yaml,1
368,2,544,['name'],name,tf.nn.depthwise_conv2d_backprop_filter.yaml,1
369,2,544,['name'],name,tf.debugging.assert_non_positive.yaml,1
370,2,544,['name'],name,tf.math.pow.yaml,1
371,2,544,['name'],name,tf.math.exp.yaml,1
372,2,544,['name'],name,tf.math.invert_permutation.yaml,1
373,2,544,['name'],name,tf.math.erfc.yaml,1
374,2,544,['name'],name,tf.io.decode_raw.yaml,1
375,2,544,['name'],name,tf.nn.sampled_softmax_loss.yaml,1
376,2,544,['name'],name,tf.math.unsorted_segment_prod.yaml,1
377,2,544,['name'],name,tf.linalg.matrix_rank.yaml,1
378,2,544,['name'],name,tf.sparse.slice.yaml,1
379,2,544,['name'],name,tf.math.polygamma.yaml,1
380,2,544,['name'],name,tf.nn.safe_embedding_lookup_sparse.yaml,1
381,2,544,['name'],name,tf.math.minimum.yaml,1
382,2,544,['name'],name,tf.transpose.yaml,1
383,2,544,['name'],name,tf.math.atanh.yaml,1
384,2,544,['name'],name,tf.linalg.qr.yaml,1
385,2,544,['name'],name,tf.zeros.yaml,1
386,2,544,['name'],name,tf.edit_distance.yaml,1
387,2,544,['name'],name,tf.while_loop.yaml,1
388,2,544,['name'],name,tf.rank.yaml,1
389,2,544,['name'],name,tf.sparse.reduce_max.yaml,1
390,2,544,['name'],name,tf.nn.depthwise_conv2d_backprop_input.yaml,1
391,2,544,['name'],name,tf.norm.yaml,1
392,2,544,['name'],name,tf.nn.relu.yaml,1
393,2,544,['name'],name,tf.keras.backend.map_fn.yaml,1
394,2,544,['name'],name,tf.pad.yaml,1
395,2,544,['name'],name,tf.dtypes.saturate_cast.yaml,1
396,2,544,['name'],name,tf.math.multiply.yaml,1
397,2,544,['name'],name,tf.space_to_batch_nd.yaml,1
398,2,544,['name'],name,tf.io.matching_files.yaml,1
399,2,544,['name'],name,tf.summary.audio.yaml,1
400,2,544,['name'],name,tf.random.poisson.yaml,1
401,2,544,['name'],name,tf.image.rgb_to_grayscale.yaml,1
402,2,544,['name'],name,tf.signal.ifft2d.yaml,1
403,2,544,['name'],name,tf.tile.yaml,1
404,2,544,['name'],name,tf.linalg.slogdet.yaml,1
405,2,544,['name'],name,tf.math.equal.yaml,1
406,2,544,['name'],name,tf.io.is_jpeg.yaml,1
407,2,544,['name'],name,tf.ragged.constant.yaml,1
408,2,544,['name'],name,tf.shape.yaml,1
409,2,544,['name'],name,tf.io.decode_compressed.yaml,1
410,2,544,['name'],name,tf.math.logical_and.yaml,1
411,2,544,['name'],name,tf.linalg.cholesky.yaml,1
412,2,544,['name'],name,tf.math.betainc.yaml,1
413,2,544,['name'],name,tf.math.acosh.yaml,1
414,2,544,['name'],name,tf.nn.atrous_conv2d.yaml,1
415,2,544,['name'],name,tf.nn.fractional_max_pool.yaml,1
416,2,544,['name'],name,tf.io.decode_and_crop_jpeg.yaml,1
417,2,544,['name'],name,tf.keras.backend.variable.yaml,1
418,2,544,['name'],name,tf.math.reduce_euclidean_norm.yaml,1
419,2,544,['name'],default_name,tf.summary.experimental.summary_scope.yaml,1
420,2,544,['name'],name,tf.summary.experimental.summary_scope.yaml,1
421,2,544,['name'],name,tf.image.combined_non_max_suppression.yaml,1
422,2,544,['name'],name,tf.random.gamma.yaml,1
423,2,544,['name'],name,tf.sparse.transpose.yaml,1
424,2,544,['name'],name,tf.sparse.fill_empty_rows.yaml,1
425,2,544,['name'],name,tf.strings.join.yaml,1
426,2,544,['name'],job_name,tf.config.experimental_connect_to_cluster.yaml,1
427,2,544,['name'],name,tf.stack.yaml,1
428,2,544,['name'],name,tf.math.logical_or.yaml,1
429,2,544,['name'],name,tf.image.non_max_suppression.yaml,1
430,2,544,['name'],name,tf.no_op.yaml,1
431,2,544,['name'],name,tf.io.serialize_sparse.yaml,1
432,2,544,['name'],name,tf.quantization.quantize.yaml,1
433,2,544,['name'],name,tf.strings.unsorted_segment_join.yaml,1
434,2,544,['name'],name,tf.math.count_nonzero.yaml,1
435,2,544,['name'],name,tf.switch_case.yaml,1
436,2,544,['name'],name,tf.gather_nd.yaml,1
437,2,544,['name'],name,tf.image.psnr.yaml,1
438,2,544,['name'],name,tf.io.encode_proto.yaml,1
439,2,544,['name'],name,tf.math.rsqrt.yaml,1
440,2,544,['name'],name,tf.histogram_fixed_width_bins.yaml,1
441,2,544,['name'],name,tf.math.unsorted_segment_sqrt_n.yaml,1
442,2,544,['name'],name,tf.debugging.assert_less_equal.yaml,1
443,2,544,['name'],name,tf.math.less_equal.yaml,1
444,2,544,['name'],name,tf.linalg.logdet.yaml,1
445,2,544,['name'],name,tf.tensor_scatter_nd_sub.yaml,1
446,2,544,['name'],name,tf.summary.histogram.yaml,1
447,2,544,['name'],name,tf.guarantee_const.yaml,1
448,2,544,['name'],name,tf.nn.softsign.yaml,1
449,2,544,['name'],name,tf.math.lgamma.yaml,1
450,2,544,['name'],name,tf.math.reduce_mean.yaml,1
451,2,544,['name'],name,tf.nn.pool.yaml,1
452,2,544,['name'],name,tf.reduce_all.yaml,1
453,2,544,['name'],name,tf.numpy_function.yaml,1
454,2,544,['name'],name,tf.truncatemod.yaml,1
455,2,544,['name'],name,tf.random.log_uniform_candidate_sampler.yaml,1
456,2,544,['name'],name,tf.math.is_non_decreasing.yaml,1
457,2,544,['name'],name,tf.batch_to_space.yaml,1
458,2,544,['name'],name,tf.keras.backend.foldr.yaml,1
459,2,544,['name'],name,tf.constant.yaml,1
460,2,544,['name'],name,tf.math.is_inf.yaml,1
461,2,544,['name'],name,tf.keras.Input.yaml,1
462,2,544,['name'],name,tf.strings.to_hash_bucket_fast.yaml,1
463,2,544,['name'],name,tf.boolean_mask.yaml,1
464,2,544,['name'],name,tf.identity.yaml,1
