,freq,sequence,len
179,16,"['label', 'reserved', 'blank', 'label', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",11
180,16,"['label', 'reserved', 'blank', 'label', 'reserved']",5
181,16,"['last', 'label']",2
182,16,"['last', 'label', 'reserved', 'blank']",4
183,16,"['value', 'reserved', 'blank']",3
184,16,"['value', 'reserved', 'blank', 'label']",4
185,16,"['value', 'label', 'label']",3
186,16,"['value', 'padding_mask']",2
187,16,"['lengths', 'samples']",2
188,16,"['required', 'true']",2
189,16,"['false', 'lengths']",2
190,16,"['derived', 'padding_mask']",2
191,16,"['default', 'value']",2
192,16,"['shape', 'sampled', 'random', 'distribution']",4
193,16,"['number', 'updated', 'weights']",3
194,16,"['turn', 'cudnn']",2
195,16,"['maximum', 'SOME_DTYPE', 'value']",3
196,16,"['minimum', 'SOME_DTYPE', 'value']",3
197,16,"['parameter', 'distribution']",2
198,16,"['present', 'used']",2
199,16,"['pooling', 'operator']",2
200,16,"['feature', 'map']",2
201,15,"['SOME_STRUCTURE', 'SOME_DTYPE', 'type']",3
202,15,"['input', 'dot']",2
203,15,"['input', 'data', 'function']",3
204,15,"['whether', 'disable', 'parameter']",3
205,15,"['axis', 'input']",2
206,15,"['data', 'array']",2
207,15,"['default', 'default']",2
208,15,"['SOME_DTYPE', 'input']",2
209,15,"['d', 'array']",2
210,15,"['numerical', 'stability']",2
211,15,"['gradient', 'factor']",2
212,15,"['height', 'height']",2
213,15,"['main', 'diagonal', 'diagonal']",3
214,15,"['negative', 'values']",2
215,15,"['random', 'value']",2
216,15,"['source', 'input']",2
217,15,"['augmentation', 'param', 'channel']",3
218,14,"['set', 'true', 'axis']",3
219,14,"['lambda', 'rate']",2
220,14,"['output', 'h', 'w']",3
221,14,"['SOME_STRUCTURE', 'SOME_DTYPE', 'SOME_DTYPE']",3
222,14,"['input', 'feature', 'map']",3
223,14,"['input', 'height']",2
224,14,"['input', 'w']",2
225,14,"['input', 'input']",2
226,14,"['value', 'channel']",2
227,14,"['data', 'type', 'output']",3
228,14,"['data', 'SOME_DTYPE']",2
229,14,"['ground', 'truth']",2
230,14,"['means', 'means']",2
231,14,"['default', 'none']",2
232,14,"['standard', 'deviation']",2
233,14,"['context', 'context']",2
234,14,"['n', 'array']",2
235,14,"['used', 'batch']",2
236,14,"['used', 'SOME_DTYPE']",2
237,14,"['number', 'samples']",2
238,14,"['d', 'd', 'd']",3
239,14,"['maximum', 'value', 'data']",3
240,14,"['minimum', 'value', 'data']",3
241,14,"['batch', 'norm', 'scale']",3
242,14,"['decay', 'rate', 'moment', 'estimates']",4
243,14,"['height', 'width']",2
244,14,"['epsilon', 'prevent']",2
245,14,"['scale', 'output']",2
246,14,"['scale', 'SOME_DTYPE']",2
247,14,"['use', 'instead']",2
248,14,"['main', 'diagonal', 'diagonals', 'main', 'diagonal']",5
249,14,"['negative', 'positive']",2
250,14,"['corner', 'center']",2
251,14,"['encoded', 'center']",2
252,14,"['center', 'x']",2
253,14,"['center', 'y']",2
254,14,"['y', 'x', 'y', 'x']",4
255,14,"['image', 'height']",2
256,14,"['supports', 'negative', 'indices']",3
257,14,"['current', 'default', 'context']",3
258,14,"['pooling', 'feature']",2
259,14,"['bounding', 'box']",2
260,13,"['SOME_STRUCTURE', 'SOME_DTYPE', 'type', 'SOME_DTYPE']",4
261,13,"['input', 'type']",2
262,13,"['input', 'image']",2
263,13,"['true', 'length']",2
264,13,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype']",6
265,13,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype', 'row_ssparse']",7
266,13,"['transpose', 'input']",2
267,13,"['whether', 'disable', 'bias', 'parameter']",4
268,13,"['whether', 'input']",2
269,13,"['size', 'input']",2
270,13,"['default', 'd']",2
271,13,"['default', 'current', 'default', 'context']",4
272,13,"['context', 'current', 'default', 'context']",4
273,13,"['lower', 'upper']",2
274,13,"['shape', 'k']",2
275,13,"['shape', 'input']",2
276,13,"['number', 'output']",2
277,13,"['batch', 'size']",2
278,13,"['small', 'constant', 'numerical', 'stability']",4
279,13,"['gradient', 'SOME_DTYPE', 'factor']",3
280,13,"['calibration', 'dataset']",2
281,13,"['use', 'input']",2
282,13,"['main', 'diagonal', 'negative', 'value', 'diagonal']",5
283,13,"['main', 'diagonal', 'positive', 'value', 'diagonal']",5
284,13,"['x', 'd']",2
285,13,"['augmentation', 'param', 'crop']",3
286,12,"['set', 'true', 'input']",3
287,12,"['set', 'number']",2
288,12,"['set', 'layout', 'input', 'output']",4
289,12,"['set', 'softmax']",2
290,12,"['input', 'data', 'operator']",3
291,12,"['input', 'shape']",2
292,12,"['input', 'pooling', 'operator']",3
293,12,"['input', 'height', 'height']",3
294,12,"['input', 'w', 'w']",3
295,12,"['true', 'upper']",2
296,12,"['true', 'along', 'axis']",3
297,12,"['axis', 'elements']",2
298,12,"['values', 'means']",2
299,12,"['values', 'right', 'left']",3
300,12,"['last', 'axis']",2
301,12,"['value', 'padding']",2
302,12,"['value', 'mask']",2
303,12,"['value', 'encoded', 'values']",3
304,12,"['weights', 'weight']",2
305,12,"['used', 'scale']",2
306,12,"['used', 'data', 'SOME_DTYPE']",3
307,12,"['defaults', 'padding']",2
308,12,"['SOME_DTYPE', 'value', 'possibly', 'produced']",4
309,12,"['SOME_DTYPE', 'value', 'form', 'SOME_DTYPE', 'obtained', 'calibration']",6
310,12,"['SOME_DTYPE', 'data']",2
311,12,"['SOME_DTYPE', 'shape']",2
312,12,"['lower', 'triangular', 'upper']",3
313,12,"['shape', 'h', 'w']",3
314,12,"['shape', 'SOME_DTYPE']",2
315,12,"['cudnn', 'used']",2
316,12,"['cudnn', 'used', 'kernel']",3
317,12,"['cudnn', 'kernel']",2
318,12,"['convolution', 'kernel']",2
319,12,"['convolution', 'stride']",2
320,12,"['kernel', 'size', 'd']",3
321,12,"['weight', 'matrix']",2
322,12,"['empty', 'default', 'layout', 'ncw', 'd', 'nchw', 'd', 'ncdhw', 'd']",9
323,12,"['maximum', 'temporary']",2
324,12,"['maximum', 'SOME_DTYPE', 'value', 'SOME_DTYPE']",4
325,12,"['minimum', 'SOME_DTYPE', 'value', 'SOME_DTYPE']",4
326,12,"['stride', 'd']",2
327,12,"['form', 'batch_size']",2
328,12,"['tensor', 'triangular', 'matrices']",3
329,12,"['top', 'k']",2
330,12,"['triangular', 'matrix', 'lower', 'upper']",4
331,12,"['triangular', 'matrix', 'triangular']",3
332,12,"['offset', 'diagonal', 'versus', 'main', 'diagonal']",5
333,12,"['corresponds', 'main', 'diagonal', 'negative', 'positive', 'value', 'diagonals', 'main', 'diagonal']",9
334,12,"['box', 'encoding', 'type']",3
335,12,"['corner', 'means', 'boxes', 'encoded', 'xmin', 'ymin', 'xmax', 'ymax', 'center', 'means', 'boxes', 'encodes', 'x', 'y', 'width', 'height']",16
336,12,"['multiply', 'transposed', 'input']",3
337,12,"['k', 'k']",2
338,12,"['device', 'output']",2
339,12,"['pooling', 'y', 'x', 'd', 'y', 'x']",6
340,12,"['feature', 'map', 'height']",3
341,12,"['ratio', 'height']",2
342,12,"['augmentation', 'param', 'random']",3
343,11,"['set', 'padding']",2
344,11,"['set', 'false']",2
345,11,"['type', 'array']",2
346,11,"['first', 'axis']",2
347,11,"['whether', 'input', 'data']",3
348,11,"['axis', 'result']",2
349,11,"['axis', 'input', 'tensor']",3
350,11,"['axis', 'size']",2
351,11,"['axis', 'dimension']",2
352,11,"['n', 'dimensional', 'array']",3
353,11,"['n', 'samples']",2
354,11,"['SOME_DTYPE', 'result']",2
355,11,"['SOME_DTYPE', 'output']",2
356,11,"['index', 'along', 'axis']",3
357,11,"['height', 'image']",2
358,11,"['e', 'g', 'SOME_DTYPE']",3
359,11,"['alpha', 'shape']",2
360,11,"['flattened', 'array']",2
361,11,"['device', 'context', 'default', 'current', 'default', 'context']",6
362,11,"['ratio', 'image']",2
363,11,"['raw', 'image']",2
364,10,"['set', 'first']",2
365,10,"['set', 'layer']",2
366,10,"['set', 'computed']",2
367,10,"['set', 'gradient']",2
368,10,"['output', 'mean']",2
369,10,"['output', 'size']",2
370,10,"['output', 'shape', 'h', 'w']",4
371,10,"['output', 'shape', 'x']",3
372,10,"['output', 'shape', 'y']",3
373,10,"['output', 'gradient']",2
374,10,"['SOME_STRUCTURE', 'axis']",2
375,10,"['SOME_STRUCTURE', 'SOME_STRUCTURE']",2
376,10,"['type', 'input']",2
377,10,"['type', 'default']",2
378,10,"['input', 'data', 'pooling', 'operator']",4
379,10,"['input', 'weight']",2
380,10,"['input', 'batch']",2
381,10,"['input', 'pooling', 'operator', 'd', 'feature', 'maps']",6
382,10,"['true', 'transpose', 'input', 'dot']",4
383,10,"['true', 'SOME_STRUCTURE']",2
384,10,"['true', 'false']",2
385,10,"['array', 'array']",2
386,10,"['whether', 'use', 'batch']",3
387,10,"['axis', 'one']",2
388,10,"['size', 'h', 'w']",3
389,10,"['size', 'convolution']",2
390,10,"['th', 'values']",2
391,10,"['value', 'values', 'mask']",3
392,10,"['value', 'divided', 'encoded', 'values']",4
393,10,"['length', 'input']",2
394,10,"['context', 'SOME_STRUCTURE']",2
395,10,"['weights', 'gradients']",2
396,10,"['n', 'dimensional', 'input', 'array']",4
397,10,"['used', 'set']",2
398,10,"['dtype', 'dtype']",2
399,10,"['SOME_DTYPE', 'uint']",2
400,10,"['SOME_DTYPE', 'n']",2
401,10,"['bound', 'distribution']",2
402,10,"['shape', 'SOME_DTYPE', 'shape']",3
403,10,"['shape', 'y', 'x']",3
404,10,"['number', 'samples', 'draw']",3
405,10,"['number', 'top']",2
406,10,"['cudnn', 'cudnn']",2
407,10,"['cudnn', 'operator']",2
408,10,"['weight', 'decays']",2
409,10,"['empty', 'array']",2
410,10,"['maximum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE']",5
411,10,"['maximum', 'number']",2
412,10,"['minimum', 'SOME_DTYPE', 'value', 'form', 'SOME_DTYPE']",5
413,10,"['parameter', 'SOME_STRUCTURE']",2
414,10,"['pad', 'd']",2
415,10,"['workspace', 'mb']",2
416,10,"['batch', 'output']",2
417,10,"['along', 'compute']",2
418,10,"['index', 'array']",2
419,10,"['index', 'input']",2
420,10,"['min', 'max']",2
421,10,"['top', 'nms']",2
422,10,"['fix', 'size']",2
423,10,"['scale', 'scale']",2
424,10,"['mean', 'value']",2
425,10,"['negative', 'values', 'means', 'indexing', 'right', 'left']",6
426,10,"['interpolation', 'method']",2
427,10,"['keep', 'nms']",2
428,10,"['limit', 'set']",2
429,10,"['indices', 'indices']",2
430,10,"['device', 'context', 'output']",3
431,10,"['feature', 'map', 'height', 'w']",4
432,10,"['bounding', 'box', 'coordinates', 'd', 'array']",5
433,10,"['ratio', 'input', 'feature', 'map', 'height', 'raw', 'image', 'height']",8
434,10,"['equals', 'reciprocal', 'total', 'stride', 'convolutional', 'layers']",6
435,10,"['store', 'output', 'existing', 'SOME_STRUCTURE']",4
436,10,"['activation', 'function']",2
437,9,"['set', 'true', 'SOME_STRUCTURE']",3
438,9,"['probability', 'random']",2
439,9,"['output', 'given']",2
440,9,"['output', 'input']",2
441,9,"['output', 'array']",2
442,9,"['output', 'height']",2
443,9,"['SOME_STRUCTURE', 'SOME_DTYPE', 'names']",3
444,9,"['input', 'data', 'array']",3
445,9,"['input', 'label', 'function']",3
446,9,"['whether', 'turn']",2
447,9,"['whether', 'profile']",2
448,9,"['axis', 'result', 'dimension']",3
449,9,"['axis', 'arrays']",2
450,9,"['label', 'value']",2
451,9,"['data', 'type', 'output', 'samples']",4
452,9,"['data', 'd']",2
453,9,"['standard', 'channel']",2
454,9,"['n', 'array', 'n']",3
455,9,"['n', 'n', 'samples']",3
456,9,"['used', 'corresponding']",2
457,9,"['SOME_DTYPE', 'factor', 'applied', 'result']",4
458,9,"['SOME_DTYPE', 'factor', 'multiplied']",3
459,9,"['shape', 'process']",2
460,9,"['shape', 'e', 'g', 'm', 'n', 'SOME_DTYPE', 'output', 'shape', 'm', 'n']",10
461,9,"['shape', 'drawn']",2
462,9,"['layer', 'layer']",2
463,9,"['currently', 'supported']",2
464,9,"['tensor', 'square', 'matrices']",3
465,9,"['tensor', 'square', 'matrix']",3
466,9,"['tensor', 'lower', 'triangular', 'matrices']",4
467,9,"['cropping', 'area']",2
468,9,"['scale', 'gradient', 'SOME_DTYPE', 'factor']",4
469,9,"['mean', 'std']",2
470,9,"['mean', 'distribution']",2
471,9,"['use', 'matrix']",2
472,9,"['optional', 'type', 'default']",3
473,9,"['x', 'y', 'x', 'y', 'm']",5
474,9,"['path', 'file']",2
475,9,"['augmentation', 'param', 'value']",3
476,9,"['slice', 'operation', 'supports', 'negative']",4
477,9,"['overridden', 'context', 'SOME_STRUCTURE']",3
478,9,"['calib_mode', 'calibration']",2
479,9,"['calib_mode', 'thresholds']",2
480,9,"['users', 'want']",2
481,8,"['set', 'true', 'layer', 'takes', 'extra', 'input', 'parameter', 'sequence_length', 'specify', 'variable', 'length', 'SOME_STRUCTURE']",12
482,8,"['set', 'true', 'softmax', 'function', 'computed', 'along', 'axis']",7
483,8,"['set', 'label', 'reserved', 'blank', 'label', 'first', 'th', 'label', 'reserved', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",16
484,8,"['set', 'number', 'heads']",3
485,8,"['set', 'layout', 'input', 'output', 'weight']",5
486,8,"['set', 'divided']",2
487,8,"['compute', 'softmax']",2
488,8,"['lambda', 'rate', 'parameters', 'distributions']",4
489,8,"['output', 'storage', 'type']",3
490,8,"['output', 'mean', 'std']",3
491,8,"['output', 'width']",2
492,8,"['storage', 'type', 'row_ssparse']",3
493,8,"['input', 'array', 'operator']",3
494,8,"['input', 'data', 'batch']",3
495,8,"['input', 'data', 'input']",3
496,8,"['input', 'data', 'pooling', 'operator', 'd', 'feature', 'maps']",7
497,8,"['input', 'SOME_DTYPE']",2
498,8,"['input', 'b']",2
499,8,"['first', 'array', 'compared']",3
500,8,"['second', 'array', 'compared']",3
501,8,"['true', 'lazy', 'updates', 'applied', 'gradient', 'stype', 'row_ssparse', 'stype']",8
502,8,"['true', 'axis', 'left', 'result', 'dimension', 'size', 'one']",7
503,8,"['whether', 'data', 'lenghts', 'decided', 'data_lengths']",5
504,8,"['whether', 'label', 'lenghts', 'decided', 'label_lengths', 'derived', 'padding_mask']",7
505,8,"['whether', 'elements']",2
506,8,"['axis', 'array']",2
507,8,"['axis', 'swapped']",2
508,8,"['axis', 'reduction']",2
509,8,"['size', 'batch']",2
510,8,"['last', 'last', 'label', 'value', 'alphabet_size', 'reserved', 'blank', 'label', 'instead', 'label', 'values', 'tokens', 'vocabulary', 'alphabet_size', 'padding', 'mask']",16
511,8,"['value', 'padding_mask', 'first', 'ctc', 'label', 'reserved', 'blank', 'last', 'label', 'reserved', 'blank']",11
512,8,"['value', 'bias']",2
513,8,"['value', 'weight']",2
514,8,"['value', 'used']",2
515,8,"['lengths', 'data', 'samples']",3
516,8,"['lengths', 'labels', 'samples']",3
517,8,"['required', 'use_data_lengths', 'true']",3
518,8,"['required', 'use_label_lengths', 'true']",3
519,8,"['ground', 'truth', 'labels', 'loss']",4
520,8,"['false', 'lengths', 'equal', 'max', 'SOME_STRUCTURE', 'length']",6
521,8,"['false', 'lengths', 'derived', 'first', 'occurrence', 'value', 'padding_mask']",7
522,8,"['see', 'blank_label']",2
523,8,"['means', 'distributions']",2
524,8,"['means', 'range']",2
525,8,"['channel', 'color']",2
526,8,"['default', 'used']",2
527,8,"['weights', 'gradients', 'learning', 'rates', 'weight', 'decays']",6
528,8,"['weights', 'clip_weights', 'clip_weights']",3
529,8,"['model', 'name']",2
530,8,"['n', 'dimensional', 'input', 'array', 'form']",5
531,8,"['n', 'dimensional', 'input', 'array', 'n']",5
532,8,"['n', 'form']",2
533,8,"['n', 'k']",2
534,8,"['used', 'convolution']",2
535,8,"['used', 'generate', 'anchor', 'windows', 'enumerating']",5
536,8,"['defaults', 'dtype', 'dtype']",3
537,8,"['SOME_DTYPE', 'value', 'possibly', 'produced', 'input']",5
538,8,"['SOME_DTYPE', 'value', 'data']",3
539,8,"['SOME_DTYPE', 'data', 'SOME_DTYPE']",3
540,8,"['upper', 'limit']",2
541,8,"['lower', 'limit']",2
542,8,"['shape', 'axis']",2
543,8,"['shape', 'one']",2
544,8,"['shape', 'e', 'g', 'x', 'y', 'output', 'shape', 'x', 'y', 'm', 'n', 'm', 'n', 'samples', 'drawn']",15
545,8,"['shape', 'scale']",2
546,8,"['name', 'SOME_STRUCTURE']",2
547,8,"['number', 'group', 'partitions']",3
548,8,"['number', 'input']",2
549,8,"['number', 'top', 'scoring', 'boxes', 'keep', 'applying', 'nms', 'rpn', 'proposals']",9
550,8,"['keys', 'values']",2
551,8,"['running', 'input']",2
552,8,"['kernel', 'size', 'h', 'w', 'd', 'h', 'w']",7
553,8,"['kernel', 'used']",2
554,8,"['maximum', 'workspace', 'allowed', 'mb']",4
555,8,"['maximum', 'used']",2
556,8,"['maximum', 'calibration']",2
557,8,"['zero', 'convolution', 'h', 'w', 'd', 'h', 'w']",7
558,8,"['stride', 'h', 'w', 'd', 'h', 'w']",6
559,8,"['constant', 'label']",2
560,8,"['vector', 'SOME_STRUCTURE', 'lengths']",3
561,8,"['index', 'along', 'dimensions']",3
562,8,"['momentum', 'average']",2
563,8,"['area', 'image']",2
564,8,"['epsilon', 'prevent', 'div']",3
565,8,"['beta', 'array']",2
566,8,"['gamma', 'array']",2
567,8,"['gamma', 'distribution']",2
568,8,"['present', 'used', 'quantized', 'batch', 'norm', 'op', 'calculate', 'primitive', 'scale', 'note', 'calib_range', 'calib', 'bn', 'output']",14
569,8,"['present', 'used', 'data', 'SOME_DTYPE']",4
570,8,"['scale', 'shape']",2
571,8,"['mean', 'value', 'channel']",3
572,8,"['mean', 'subtracted']",2
573,8,"['negative', 'binomial', 'distribution']",3
574,8,"['optional', 'class']",2
575,8,"['optional', 'nms']",2
576,8,"['optional', 'default', 'default']",3
577,8,"['ignored', 'true']",2
578,8,"['nms', 'boxes']",2
579,8,"['apply', 'boxes']",2
580,8,"['boxes', 'scores']",2
581,8,"['threshold', 'used']",2
582,8,"['alpha', 'dispersion']",2
583,8,"['alpha', 'parameters', 'distributions']",3
584,8,"['image', 'data']",2
585,8,"['limit', 'norm', 'weight']",3
586,8,"['quantize', 'data']",2
587,8,"['auto', 'automatically', 'output', 'type', 'according']",5
588,8,"['element', 'axis']",2
589,8,"['corresponding', 'input']",2
590,8,"['pooling', 'pooling']",2
591,8,"['pooling', 'applied']",2
592,8,"['ratio', 'input', 'feature', 'map', 'height', 'w', 'raw', 'image', 'height', 'w']",10
593,8,"['b', 'n']",2
594,8,"['elements', 'input']",2
595,8,"['augmentation', 'param', 'maximum']",3
596,8,"['augmentation', 'param', 'standard', 'deviation', 'channel']",5
597,8,"['error', 'raised']",2
598,8,"['positional', 'input']",2
599,8,"['unsuccessful', 'experiments']",2
600,8,"['failure', 'experiment']",2
601,8,"['jittering', 'range', 'percent']",3
602,8,"['bounds', 'distributions']",2
603,8,"['ignore_label', 'backward']",2
604,8,"['cropped', 'area']",2
605,8,"['cropped', 'image']",2
606,7,"['compute', 'gradient']",2
607,7,"['probability', 'apply']",2
608,7,"['output', 'output']",2
609,7,"['SOME_STRUCTURE', 'SOME_DTYPE', 'names', 'users', 'want', 'excluding']",6
610,7,"['SOME_STRUCTURE', 'arrays']",2
611,7,"['forward', 'output']",2
612,7,"['input', 'output', 'type']",3
613,7,"['true', 'first', 'input']",3
614,7,"['true', 'otherwise']",2
615,7,"['whether', 'first', 'input']",3
616,7,"['whether', 'training']",2
617,7,"['data', 'size']",2
618,7,"['data', 'weight']",2
619,7,"['default', 'd', 'gpu']",3
620,7,"['standard', 'deviations']",2
621,7,"['SOME_DTYPE', 'SOME_STRUCTURE']",2
622,7,"['upper', 'bound']",2
623,7,"['lower', 'bound']",2
624,7,"['shape', 'empty']",2
625,7,"['shape', 'n', 'k']",3
626,7,"['w', 'r']",2
627,7,"['weight', 'momentum']",2
628,7,"['gradient', 'weight']",2
629,7,"['gradient', 'momentum']",2
