,idx,freq,sequence,sentence,api,len
35,2,200,"['input', 'tensor']",the input tensor.,torch.std_mean.yaml,2
36,2,200,"['input', 'tensor']",input tensor of shape N  times M .,torch.nn.functional.pdist.yaml,2
37,2,200,"['input', 'tensor']",input tensor,torch.nn.functional.glu.yaml,2
38,2,200,"['input', 'tensor']",the input tensor.,torch.erf.yaml,2
39,2,200,"['input', 'tensor']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.det.yaml,2
40,2,200,"['input', 'tensor']",the input tensor.,torch.neg.yaml,2
41,2,200,"['input', 'tensor']",input tensor of any shape,torch.nn.functional.normalize.yaml,2
42,2,200,"['input', 'tensor']",the first input tensor,torch.add.yaml,2
43,2,200,"['input', 'tensor']",the second input tensor,torch.add.yaml,2
44,2,200,"['input', 'tensor']",the input tensor.,torch.diag.yaml,2
45,2,200,"['input', 'tensor']",the input tensor.,torch.sigmoid.yaml,2
46,2,200,"['input', 'tensor']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.jvp.yaml,2
47,2,200,"['input', 'tensor']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.irfft.yaml,2
48,2,200,"['input', 'tensor']",the size of `input` will determine size of the output tensor.,torch.empty_like.yaml,2
49,2,200,"['input', 'tensor']",the input tensor.,torch.erfinv.yaml,2
50,2,200,"['input', 'tensor']",input tensor of shape B  times P  times M .,torch.cdist.yaml,2
51,2,200,"['input', 'tensor']",input tensor of shape B  times R  times M .,torch.cdist.yaml,2
52,2,200,"['input', 'tensor']",the input tensor.,torch.cummin.yaml,2
53,2,200,"['input', 'tensor']",This argument is optional when `func`'s input contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vhp.yaml,2
54,2,200,"['input', 'tensor']",the first input tensor,torch.bitwise_and.yaml,2
55,2,200,"['input', 'tensor']",the second input tensor,torch.bitwise_and.yaml,2
56,2,200,"['input', 'tensor']","The input tensor of size (*, m, n)  where *  is zero or more batch dimensions",torch.pinverse.yaml,2
57,2,200,"['input', 'tensor']",Input tensor.,torch.distributed.gather.yaml,2
58,2,200,"['input', 'tensor']",the input tensor.,torch.topk.yaml,2
59,2,200,"['input', 'tensor']","input tensor of shape (minibatch , in _channels , iT , iH , iW) ",torch.nn.functional.conv_transpose3d.yaml,2
60,2,200,"['input', 'tensor']",the input tensor.,torch.reciprocal.yaml,2
61,2,200,"['input', 'tensor']",the size of `input` will determine size of the output tensor.,torch.zeros_like.yaml,2
62,2,200,"['input', 'tensor']",the input tensor.,torch.cos.yaml,2
63,2,200,"['input', 'tensor']",the input tensor.,torch.masked_select.yaml,2
64,2,200,"['input', 'tensor']",the input tensor.,torch.matrix_power.yaml,2
65,2,200,"['input', 'tensor']",the input tensor.,torch.min2.yaml,2
66,2,200,"['input', 'tensor']",the input tensor.,torch.angle.yaml,2
67,2,200,"['input', 'tensor']",the input tensor.,torch.erfc.yaml,2
68,2,200,"['input', 'tensor']",the input tensor.,torch.round.yaml,2
69,2,200,"['input', 'tensor']",the input tensor.,torch.polygamma.yaml,2
70,2,200,"['input', 'tensor']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.fft.yaml,2
71,2,200,"['input', 'tensor']","input tensor of shape (minibatch , in _channels , iW) ",torch.nn.functional.conv_transpose1d.yaml,2
72,2,200,"['input', 'tensor']",the input tensor.,torch.cross.yaml,2
73,2,200,"['input', 'tensor']",the second input tensor,torch.cross.yaml,2
74,2,200,"['input', 'tensor']",the input tensor.,torch.argmin2.yaml,2
75,2,200,"['input', 'tensor']",the input tensor.,torch.acos.yaml,2
76,2,200,"['input', 'tensor']","input tensor (minibatch , in _channels , iH , iW) ",torch.nn.functional.avg_pool2d.yaml,2
77,2,200,"['input', 'tensor']",the input tensor.,torch.numel.yaml,2
78,2,200,"['input', 'tensor']",the size of `input` will determine size of the output tensor.,torch.randn_like.yaml,2
79,2,200,"['input', 'tensor']","the input tensor of size (*, m, m) ",torch.lobpcg.yaml,2
80,2,200,"['input', 'tensor']","the input tensor of size (*, m, m) .",torch.lobpcg.yaml,2
81,2,200,"['input', 'tensor']","the input tensor of size (*, m, n)  where k <= n <= m.",torch.lobpcg.yaml,2
82,2,200,"['input', 'tensor']","the input tensor of size (*, m, m) .",torch.lobpcg.yaml,2
83,2,200,"['input', 'tensor']",Default is feps ** 0.5 where feps is smallest non-zero floating-point number of the given input tensor A data type.,torch.lobpcg.yaml,2
84,2,200,"['input', 'tensor']",a manual rescaling weight if provided it's repeated to match input tensor shape,torch.nn.functional.binary_cross_entropy.yaml,2
85,2,200,"['input', 'tensor']","input tensor of shape (minibatch , in _channels , iW) ",torch.nn.functional.conv1d.yaml,2
86,2,200,"['input', 'tensor']","If specified, the input tensor is casted to `dtype` before the operation is performed.",torch.nn.functional.log_softmax.yaml,2
87,2,200,"['input', 'tensor']",the input tensor.,torch.bitwise_not.yaml,2
88,2,200,"['input', 'tensor']",the input tensor of at least `signal_ndim` `+ 1` dimensions,torch.ifft.yaml,2
89,2,200,"['input', 'tensor']",the input tensor.,torch.var_mean2.yaml,2
90,2,200,"['input', 'tensor']",the input tensor.,torch.trunc.yaml,2
91,2,200,"['input', 'tensor']","input tensor of shape (minibatch , in _channels , iT , iH , iW) ",torch.nn.functional.conv3d.yaml,2
92,2,200,"['input', 'tensor']",the input tensor.,torch.conj.yaml,2
93,2,200,"['input', 'tensor']",the input tensor.,torch.repeat_interleave.yaml,2
94,2,200,"['input', 'tensor']",the input tensor.,torch.median2.yaml,2
95,2,200,"['input', 'tensor']",the input tensor.,torch.histc.yaml,2
96,2,200,"['input', 'tensor']","the input tensor of size (*, n, n)  where * is zero or more batch dimensions consisting of symmetric matrices.",torch.symeig.yaml,2
97,2,200,"['input', 'tensor']",the input tensor.,torch.clamp.yaml,2
98,2,200,"['input', 'tensor']",the input tensor.,torch.flatten.yaml,2
99,2,200,"['input', 'tensor']",the input tensor.,torch.argsort.yaml,2
100,2,200,"['input', 'tensor']",the input tensor.,torch.logical_or.yaml,2
101,2,200,"['input', 'tensor']","the input tensor of size (*, n, n)  where * is zero or more batch dimensions",torch.inverse.yaml,2
102,2,200,"['input', 'tensor']",the input tensor.,torch.logsumexp.yaml,2
103,2,200,"['input', 'tensor']",the input tensor.,torch.mean.yaml,2
104,2,200,"['input', 'tensor']",the input tensor.,torch.sort.yaml,2
105,2,200,"['input', 'tensor']",the input tensor.,torch.logical_and.yaml,2
106,2,200,"['input', 'tensor']",the input tensor.,torch.sin.yaml,2
107,2,200,"['input', 'tensor']",the input tensor.,torch.tan.yaml,2
108,2,200,"['input', 'tensor']",the input tensor.,torch.argmin.yaml,2
109,2,200,"['input', 'tensor']",the input tensor.,torch.max2.yaml,2
110,2,200,"['input', 'tensor']","If specified, the input tensor is casted to `dtype` before the operation is performed.",torch.cumprod.yaml,2
111,2,200,"['input', 'tensor']",the input tensor.,torch.cumprod.yaml,2
112,2,200,"['input', 'tensor']",the input tensor.,torch.diag_embed.yaml,2
113,2,200,"['input', 'tensor']",the input tensor.,torch.imag.yaml,2
114,2,200,"['input', 'tensor']",the input tensor.,torch.atan.yaml,2
115,2,200,"['input', 'tensor']",the input tensor.,torch.cosh.yaml,2
116,2,200,"['input', 'tensor']",the input tensor.,torch.asin.yaml,2
117,2,200,"['input', 'tensor']",the input tensor.,torch.argmax2.yaml,2
118,2,200,"['input', 'tensor']",the input tensor,torch.stft.yaml,2
119,2,200,"['input', 'tensor']",the input tensor.,torch.square.yaml,2
120,2,200,"['input', 'tensor']",the input tensor.,torch.median.yaml,2
121,2,200,"['input', 'tensor']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.slogdet.yaml,2
122,2,200,"['input', 'tensor']","quantized input tensor of shape (minibatch , in _channels , iH , iW) ",torch.nn.quantized.functional.conv2d.yaml,2
123,2,200,"['input', 'tensor']",the input tensor.,torch.log2.yaml,2
124,2,200,"['input', 'tensor']",the input tensor.,torch.logical_xor.yaml,2
125,2,200,"['input', 'tensor']","the desired data type of returned tensor.If specified, the input tensor is casted to `dtype` before the operationis performed.",torch.prod.yaml,2
126,2,200,"['input', 'tensor']",the input tensor.,torch.prod.yaml,2
127,2,200,"['input', 'tensor']",the input tensor.,torch.argmax.yaml,2
128,2,200,"['input', 'tensor']",the input tensor.,torch.floor.yaml,2
129,2,200,"['input', 'tensor']","If the value is None, matrix norm will be calculated when the input tensor only has two dimensions, vector norm will be calculated when the input tensor only has one dimension.",torch.norm.yaml,2
130,2,200,"['input', 'tensor']","If the input tensor has more than two dimensions, the vector norm will be applied to last dimension.",torch.norm.yaml,2
131,2,200,"['input', 'tensor']","If specified, the input tensor is casted to :attr:'dtype' while performing the operation.",torch.norm.yaml,2
132,2,200,"['input', 'tensor']",the input tensor,torch.norm.yaml,2
133,2,200,"['input', 'tensor']",the input tensor,torch.unique.yaml,2
134,2,200,"['input', 'tensor']",the input tensor.,torch.index_select.yaml,2
135,2,200,"['input', 'tensor']",the input tensor.,torch.kthvalue.yaml,2
136,2,200,"['input', 'tensor']",the first input tensor,torch.atan2.yaml,2
137,2,200,"['input', 'tensor']",the second input tensor,torch.atan2.yaml,2
138,2,200,"['input', 'tensor']",the input tensor.,torch.flip.yaml,2
139,2,200,"['input', 'tensor']","the input tensor of size (*, m, n)  where * is zero or more batch dimensions consisting of matrices of dimension m  times n .",torch.qr.yaml,2
140,2,200,"['input', 'tensor']",the input tensor.,torch.var2.yaml,2
141,2,200,"['input', 'tensor']",the input tensor.,torch.logical_not.yaml,2
142,2,200,"['input', 'tensor']",the input tensor containing probabilities,torch.multinomial.yaml,2
143,2,200,"['input', 'tensor']","the input 2-D tensor u , a upper or lower triangular Cholesky factor",torch.cholesky_inverse.yaml,2
144,2,200,"['input', 'tensor']",the input tensor.,torch.min.yaml,2
145,2,200,"['input', 'tensor']",the input tensor.,torch.expm1.yaml,2
146,2,200,"['input', 'tensor']",the input tensor.,torch.mode.yaml,2
147,2,200,"['input', 'tensor']",the input tensor.,torch.log.yaml,2
148,2,200,"['input', 'tensor']",the input tensor.,torch.abs.yaml,2
149,2,200,"['input', 'tensor']",the input tensor.,torch.tril.yaml,2
150,2,200,"['input', 'tensor']","optional, weight for each value in the input tensor.",torch.bincount.yaml,2
151,2,200,"['input', 'tensor']",Should be of same size as input tensor.,torch.bincount.yaml,2
152,2,200,"['input', 'tensor']",the input tensor.,torch.triu.yaml,2
153,2,200,"['input', 'tensor']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.quantized.functional.interpolate.yaml,2
154,2,200,"['input', 'tensor']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.quantized.functional.interpolate.yaml,2
155,2,200,"['input', 'tensor']",the input tensor,torch.nn.quantized.functional.interpolate.yaml,2
156,2,200,"['input', 'tensor']","If specified, the input tensor is casted to `dtype` before the operation is performed.",torch.nn.functional.softmin.yaml,2
157,2,200,"['input', 'tensor']",the input tensor.,torch.unsqueeze.yaml,2
158,2,200,"['input', 'tensor']","If set to -1, the number of classes will be inferred as one greater than the largest class value in the input tensor.",torch.nn.functional.one_hot.yaml,2
159,2,200,"['input', 'tensor']",an input tensor or number,torch.result_type.yaml,2
160,2,200,"['input', 'tensor']",an input tensor or number,torch.result_type.yaml,2
161,2,200,"['input', 'tensor']",the input tensor.,torch.log10.yaml,2
162,2,200,"['input', 'tensor']",the first input tensor,torch.bitwise_or.yaml,2
163,2,200,"['input', 'tensor']",the second input tensor,torch.bitwise_or.yaml,2
164,2,200,"['input', 'tensor']",the input tensor.,torch.std_mean2.yaml,2
165,2,200,"['input', 'tensor']",the input tensor.,torch.sqrt.yaml,2
166,2,200,"['input', 'tensor']",the input tensor.,torch.lgamma.yaml,2
167,2,200,"['input', 'tensor']",the input tensor.,torch.sign.yaml,2
168,2,200,"['input', 'tensor']",the input tensor,torch.unique_consecutive.yaml,2
169,2,200,"['input', 'tensor']",the input tensor.,torch.rot90.yaml,2
170,2,200,"['input', 'tensor']",the input tensor.,torch.dist.yaml,2
171,2,200,"['input', 'tensor']",the Right-hand-side input tensor,torch.dist.yaml,2
172,2,200,"['input', 'tensor']",the input tensor.,torch.squeeze.yaml,2
173,2,200,"['input', 'tensor']","If specified, the input tensor is casted to `dtype` before the operation is performed.",torch.cumsum.yaml,2
174,2,200,"['input', 'tensor']",the input tensor.,torch.cumsum.yaml,2
175,2,200,"['input', 'tensor']",Input and output GPU tensors of the collective.,torch.distributed.reduce_multigpu.yaml,2
176,2,200,"['input', 'tensor']","If specified, the input tensor is casted to `dtype` before the operation is performed.",torch.nn.functional.softmax.yaml,2
177,2,200,"['input', 'tensor']",the input tensor.,torch.tanh.yaml,2
178,2,200,"['input', 'tensor']",the input tensor.,torch.t.yaml,2
179,2,200,"['input', 'tensor']",a manual rescaling weight if provided it's repeated to match input tensor shape,torch.nn.functional.binary_cross_entropy_with_logits.yaml,2
180,2,200,"['input', 'tensor']","the input tensor of size (*, m, n)  where * is zero or more batch dimensions consisting of m  times n  matrices.",torch.svd.yaml,2
181,2,200,"['input', 'tensor']",the input tensor.,torch.transpose.yaml,2
182,2,200,"['input', 'tensor']","the input tensor of size `(*, n, n)` where `*` is zero or more batch dimensions.",torch.logdet.yaml,2
183,2,200,"['input', 'tensor']",the input 2-D tensor,torch.matrix_rank.yaml,2
184,2,200,"['input', 'tensor']","If `True`, gradient w.r.t. `input` will be a sparse tensor.",torch.gather.yaml,2
185,2,200,"['input', 'tensor']",the size of `input` will determine size of the output tensor.,torch.rand_like.yaml,2
186,2,200,"['input', 'tensor']",the input tensor.,torch.roll.yaml,2
187,2,200,"['input', 'tensor']","If set to `True`, the input and output tensors are aligned by the center points of their corner pixels, preserving the values at the corner pixels.",torch.nn.functional.interpolate.yaml,2
188,2,200,"['input', 'tensor']","If set to `False`, the input and output tensors are aligned by the corner points of their corner pixels, and the interpolation uses edge value padding for out-of-boundary values, making this operation independent of input size when `scale_factor` is kept the same.",torch.nn.functional.interpolate.yaml,2
189,2,200,"['input', 'tensor']",the input tensor,torch.nn.functional.interpolate.yaml,2
190,2,200,"['input', 'tensor']",the input tensor.,torch.std.yaml,2
191,2,200,"['input', 'tensor']",the input tensor.,torch.diagonal.yaml,2
192,2,200,"['input', 'tensor']",the input tensor.,torch.diagflat.yaml,2
193,2,200,"['input', 'tensor']",the input tensor.,torch.renorm.yaml,2
194,2,200,"['input', 'tensor']",the input tensor.,torch.rsqrt.yaml,2
195,2,200,"['input', 'tensor']",the input tensor of at least `signal_ndim` dimensions,torch.rfft.yaml,2
196,2,200,"['input', 'tensor']",the input tensor.,torch.max.yaml,2
197,2,200,"['input', 'tensor']","quantized input tensor of shape (minibatch , in _channels , iD , iH , iW) ",torch.nn.quantized.functional.conv3d.yaml,2
198,2,200,"['input', 'tensor']","the input tensor of size (*, m, n) ",torch.pca_lowrank.yaml,2
199,2,200,"['input', 'tensor']","if True, center the input tensor, otherwise, assume that the input is centered.",torch.pca_lowrank.yaml,2
200,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.std2.yaml,2
201,3,163,"['output', 'tensor']",the output tensor.,torch.std2.yaml,2
202,3,163,"['output', 'tensor']",the output tensor.,torch.bitwise_xor.yaml,2
203,3,163,"['output', 'tensor']",the output tensor.,torch.real.yaml,2
204,3,163,"['output', 'tensor']",the output tensor.,torch.addcdiv.yaml,2
205,3,163,"['output', 'tensor']",the output tensor.,torch.log1p.yaml,2
206,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.prod2.yaml,2
207,3,163,"['output', 'tensor']",the output tensor.,torch.bernoulli.yaml,2
208,3,163,"['output', 'tensor']",the shape of the output tensor,torch.empty_strided.yaml,2
209,3,163,"['output', 'tensor']",the strides of the output tensor,torch.empty_strided.yaml,2
210,3,163,"['output', 'tensor']",the output tensor.,torch.pow.yaml,2
211,3,163,"['output', 'tensor']",the output tensor.,torch.exp.yaml,2
212,3,163,"['output', 'tensor']","the result tuple of two output tensors (values, indices)",torch.cummax.yaml,2
213,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.mean2.yaml,2
214,3,163,"['output', 'tensor']",the output tensor.,torch.mean2.yaml,2
215,3,163,"['output', 'tensor']",the output tensor.,torch.arange.yaml,2
216,3,163,"['output', 'tensor']",the output tensor.,torch.ceil.yaml,2
217,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.sum2.yaml,2
218,3,163,"['output', 'tensor']",the output tensor.,torch.min22.yaml,2
219,3,163,"['output', 'tensor']",the output tensor.,torch.lerp.yaml,2
220,3,163,"['output', 'tensor']",the shape of the output tensor,torch.as_strided.yaml,2
221,3,163,"['output', 'tensor']",the offset in the underlying storage of the output tensor,torch.as_strided.yaml,2
222,3,163,"['output', 'tensor']",the stride of the output tensor,torch.as_strided.yaml,2
223,3,163,"['output', 'tensor']",the output tensor.,torch.max22.yaml,2
224,3,163,"['output', 'tensor']",the size of `input` will determine size of the output tensor.,torch.ones_like.yaml,2
225,3,163,"['output', 'tensor']",the output tensor containing indices,torch.nonzero.yaml,2
226,3,163,"['output', 'tensor']",the output tensor.,torch.sinh.yaml,2
227,3,163,"['output', 'tensor']",the output tensors,torch.eig.yaml,2
228,3,163,"['output', 'tensor']",This argument is optional when `func`'s output contains a single element and (if it is not provided) will be set as a Tensor containing a single `1`.,torch.autograd.functional.vjp.yaml,2
229,3,163,"['output', 'tensor']",the output tensor.,torch.erf.yaml,2
230,3,163,"['output', 'tensor']",the output tensor.,torch.neg.yaml,2
231,3,163,"['output', 'tensor']",the output tensor.,torch.baddbmm.yaml,2
232,3,163,"['output', 'tensor']",the output tensor that must be a BoolTensor,torch.le.yaml,2
233,3,163,"['output', 'tensor']",the output tensor.,torch.nn.functional.normalize.yaml,2
234,3,163,"['output', 'tensor']",the output tensor.,torch.diag.yaml,2
235,3,163,"['output', 'tensor']",the output tensor.,torch.mv.yaml,2
236,3,163,"['output', 'tensor']",the output tensor.,torch.addr.yaml,2
237,3,163,"['output', 'tensor']",the output tensor.,torch.sigmoid.yaml,2
238,3,163,"['output', 'tensor']",the output tensor.,torch.fmod.yaml,2
239,3,163,"['output', 'tensor']",the output tensor.,torch.pow2.yaml,2
240,3,163,"['output', 'tensor']",the size of `input` will determine size of the output tensor.,torch.empty_like.yaml,2
241,3,163,"['output', 'tensor']",the output tensor that must be a BoolTensor,torch.gt.yaml,2
242,3,163,"['output', 'tensor']",the output tensor that must be a BoolTensor,torch.ne.yaml,2
243,3,163,"['output', 'tensor']",the output tensor.,torch.erfinv.yaml,2
244,3,163,"['output', 'tensor']",the output tensor.,torch.addbmm.yaml,2
245,3,163,"['output', 'tensor']","the result tuple of two output tensors (values, indices)",torch.cummin.yaml,2
246,3,163,"['output', 'tensor']",the output tensor.,torch.bitwise_and.yaml,2
247,3,163,"['output', 'tensor']","the output tuple of (Tensor, LongTensor) that can be optionally given to be used as output buffers",torch.topk.yaml,2
248,3,163,"['output', 'tensor']",the output tensor.,torch.reciprocal.yaml,2
249,3,163,"['output', 'tensor']",the size of `input` will determine size of the output tensor.,torch.zeros_like.yaml,2
250,3,163,"['output', 'tensor']",the output tensor.,torch.cos.yaml,2
251,3,163,"['output', 'tensor']",the output tensor.,torch.masked_select.yaml,2
252,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.min2.yaml,2
253,3,163,"['output', 'tensor']","the tuple of two output tensors (min, min_indices)",torch.min2.yaml,2
254,3,163,"['output', 'tensor']",the output tensor.,torch.angle.yaml,2
255,3,163,"['output', 'tensor']",the output tensor.,torch.erfc.yaml,2
256,3,163,"['output', 'tensor']",a sequence of integers defining the shape of the output tensor.,torch.rand.yaml,2
257,3,163,"['output', 'tensor']",the output tensor.,torch.rand.yaml,2
258,3,163,"['output', 'tensor']",the output tensor.,torch.round.yaml,2
259,3,163,"['output', 'tensor']",the output tensor.,torch.polygamma.yaml,2
260,3,163,"['output', 'tensor']",the output tensor.,torch.cross.yaml,2
261,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.argmin2.yaml,2
262,3,163,"['output', 'tensor']",the output tensor.,torch.acos.yaml,2
263,3,163,"['output', 'tensor']",the output tensor.,torch.eye.yaml,2
264,3,163,"['output', 'tensor']",the output tensor.,torch.addmm.yaml,2
265,3,163,"['output', 'tensor']",the size of `input` will determine size of the output tensor.,torch.randn_like.yaml,2
266,3,163,"['output', 'tensor']",the output tensor.,torch.addcmul.yaml,2
267,3,163,"['output', 'tensor']",the output tensor.,torch.bitwise_not.yaml,2
268,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.var_mean2.yaml,2
269,3,163,"['output', 'tensor']",the output tensor.,torch.trunc.yaml,2
270,3,163,"['output', 'tensor']",the output tensor.,torch.conj.yaml,2
271,3,163,"['output', 'tensor']",the output tensor.,torch.mul.yaml,2
272,3,163,"['output', 'tensor']",the output tensor.,torch.remainder.yaml,2
273,3,163,"['output', 'tensor']",the output tensor for c,torch.cholesky_solve.yaml,2
274,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.median2.yaml,2
275,3,163,"['output', 'tensor']","the result tuple of two output tensors (max, max_indices)",torch.median2.yaml,2
276,3,163,"['output', 'tensor']",the output tensor.,torch.histc.yaml,2
277,3,163,"['output', 'tensor']","the output tuple of (Tensor, Tensor)",torch.symeig.yaml,2
278,3,163,"['output', 'tensor']",the output tensor.,torch.clamp.yaml,2
279,3,163,"['output', 'tensor']",the output tensor.,torch.eq.yaml,2
280,3,163,"['output', 'tensor']",the output tensor.,torch.logical_or.yaml,2
281,3,163,"['output', 'tensor']",the output tensor.,torch.normal.yaml,2
282,3,163,"['output', 'tensor']",the output tensor.,torch.inverse.yaml,2
283,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.logsumexp.yaml,2
284,3,163,"['output', 'tensor']",the output tensor.,torch.logsumexp.yaml,2
285,3,163,"['output', 'tensor']","the output tuple of (Tensor, LongTensor) that can be optionally given to be used as output buffers",torch.sort.yaml,2
286,3,163,"['output', 'tensor']",the output tensor.,torch.logical_and.yaml,2
287,3,163,"['output', 'tensor']",a sequence of integers defining the shape of the output tensor.,torch.ones.yaml,2
288,3,163,"['output', 'tensor']",the output tensor.,torch.ones.yaml,2
289,3,163,"['output', 'tensor']",the output tensor.,torch.randperm.yaml,2
290,3,163,"['output', 'tensor']",the output tensor.,torch.sin.yaml,2
291,3,163,"['output', 'tensor']",the output tensor.,torch.tan.yaml,2
292,3,163,"['output', 'tensor']",the output tensor.,torch.stack.yaml,2
293,3,163,"['output', 'tensor']",the output tensor.,torch.normal222.yaml,2
294,3,163,"['output', 'tensor']",a sequence of integers defining the shape of the output tensor.,torch.normal222.yaml,2
295,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.max2.yaml,2
296,3,163,"['output', 'tensor']","the result tuple of two output tensors (max, max_indices)",torch.max2.yaml,2
297,3,163,"['output', 'tensor']",the output tensor.,torch.cumprod.yaml,2
298,3,163,"['output', 'tensor']",the output tensor.,torch.imag.yaml,2
299,3,163,"['output', 'tensor']",the output tensor.,torch.matmul.yaml,2
300,3,163,"['output', 'tensor']",the output tensor.,torch.atan.yaml,2
301,3,163,"['output', 'tensor']",the output tensor.,torch.cosh.yaml,2
302,3,163,"['output', 'tensor']",the output tensor.,torch.asin.yaml,2
303,3,163,"['output', 'tensor']",whether the output tensor has `dim` retained or not.,torch.argmax2.yaml,2
304,3,163,"['output', 'tensor']",the output tensor,torch.normal22.yaml,2
305,3,163,"['output', 'tensor']",the output tensor.,torch.square.yaml,2
306,3,163,"['output', 'tensor']",the output tensor.,torch.linspace.yaml,2
307,3,163,"['output', 'tensor']",the output tensor.,torch.bmm.yaml,2
308,3,163,"['output', 'tensor']",the output tensor.,torch.normal2.yaml,2
309,3,163,"['output', 'tensor']",the output tensor that must be a BoolTensor,torch.ge.yaml,2
310,3,163,"['output', 'tensor']",the output tensor.,torch.log2.yaml,2
311,3,163,"['output', 'tensor']",the output tensor.,torch.logical_xor.yaml,2
312,3,163,"['output', 'tensor']",the output tensor.,torch.floor.yaml,2
313,3,163,"['output', 'tensor']",the output tensor.,torch.addmv.yaml,2
