,freq,sequence,len
254,8,"['output', 'single']",2
255,8,"['output', 'values']",2
256,8,"['output', '|']",2
257,8,"['output', 'summed']",2
258,8,"['default', 'e']",2
259,8,"['default', 'specified']",2
260,8,"['SOME_STRUCTURE', 'SOME_STRUCTURE', 'SOME_DTYPE']",3
261,8,"['dimension', 'dimensions', 'reduce']",3
262,8,"['input', 'tensor', 'size', 'm']",4
263,8,"['input', 'tensor', 'operation']",3
264,8,"['input', 'independent']",2
265,8,"['input', 'times']",2
266,8,"['input', 'size', 'm', 'zero', 'batch', 'dimensions']",6
267,8,"['whether', 'use', 'unbiased', 'estimation']",4
268,8,"['target', 'output', 'size']",3
269,8,"['size', 'single']",2
270,8,"['size', 'SOME_DTYPE']",2
271,8,"['size', 'SOME_STRUCTURE']",2
272,8,"['size', 'size']",2
273,8,"['size', 'tensor']",2
274,8,"['single', 'number', 'SOME_STRUCTURE', 'dw']",4
275,8,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_DTYPE']",3
276,8,"['false', 'tensor', 'value']",3
277,8,"['second', 'input', 'tensor']",3
278,8,"['none', 'output']",2
279,8,"['returned', 'window']",2
280,8,"['number', 'output']",2
281,8,"['shape', 'output', 'tensor']",3
282,8,"['two', 'tensor']",2
283,8,"['python', 'function', 'takes', 'tensor', 'inputs', 'returns', 'tensor']",7
284,8,"['function', 'SOME_DTYPE']",2
285,8,"['vector', 'product']",2
286,8,"['optional', 'tensor']",2
287,8,"['zero', 'input']",2
288,8,"['stride', 'convolving', 'kernel']",3
289,8,"['e', 'g']",2
290,8,"['bias', 'shape', '_channels']",3
291,8,"['spacing', 'kernel', 'elements']",3
292,8,"['filters', 'shape', '_channels', '_channels', 'groups', 'kw']",6
293,7,"['output', 'tensor', 'values']",3
294,7,"['output', 'shape']",2
295,7,"['true', 'outputs']",2
296,7,"['true', 'compute']",2
297,7,"['value', 'input']",2
298,7,"['elements', 'output']",2
299,7,"['default', 'dtype']",2
300,7,"['default', 'mean']",2
301,7,"['SOME_STRUCTURE', 'tensor', 'tensor']",3
302,7,"['SOME_STRUCTURE', 'SOME_DTYPE', 'SOME_DTYPE']",3
303,7,"['SOME_STRUCTURE', 'SOME_DTYPE', 'tensor']",3
304,7,"['dimension', 'tensor']",2
305,7,"['input', 'points']",2
306,7,"['input', 'SOME_DTYPE']",2
307,7,"['input', 'input']",2
308,7,"['tensor', 'element']",2
309,7,"['tensor', 'SOME_STRUCTURE']",2
310,7,"['tensor', 'must', 'SOME_DTYPE']",3
311,7,"['target', 'output', 'size', 'single', 'SOME_DTYPE']",5
312,7,"['size', 'input', 'size']",3
313,7,"['single', 'tensor']",2
314,7,"['SOME_DTYPE', 'containing', 'tensor', 'prune']",4
315,7,"['SOME_DTYPE', 'place']",2
316,7,"['false', 'losses']",2
317,7,"['false', 'loss']",2
318,7,"['first', 'input']",2
319,7,"['first', 'multiplied']",2
320,7,"['second', 'multiplied']",2
321,7,"['none', 'reduction', 'applied', 'mean']",4
322,7,"['none', 'reduction', 'applied', 'mean', 'output']",5
323,7,"['none', 'reduction', 'applied', 'mean', 'output', 'divided', 'output']",7
324,7,"['none', 'reduction', 'applied', 'output', 'divided', 'sum', 'output']",7
325,7,"['none', 'reduction', 'applied', 'output', 'divided', 'sum', 'output', 'summed']",8
326,7,"['none', 'reduction', 'applied', 'output', 'sum', 'output']",6
327,7,"['none', 'reduction', 'applied', 'output', 'sum', 'output', 'summed']",7
328,7,"['dtype', 'input']",2
329,7,"['number', 'd']",2
330,7,"['set', 'input']",2
331,7,"['set', 'false', 'instead']",3
332,7,"['d', 'tensor']",2
333,7,"['zero', 'padding']",2
334,7,"['zero', 'sides', 'input']",3
335,7,"['n', 'n', 'batch']",3
336,7,"['n', 'c']",2
337,7,"['n', 'c', 'n']",3
338,7,"['n', 'k']",2
339,7,"['batch', 'element']",2
340,7,"['matrix', 'dimensions']",2
341,7,"['upper', 'triangular']",2
342,7,"['lower', 'triangular']",2
343,7,"['quantized', '_channels']",2
344,7,"['corner', 'pixels']",2
345,7,"['like', 'SOME_DTYPE']",2
346,7,"['specifies', 'reduction', 'apply', 'output', 'none', '|', 'mean']",7
347,7,"['specifies', 'reduction', 'apply', 'output', 'none', '|', '|']",7
348,7,"['specifies', 'reduction', 'apply', 'output', 'none', '|', '|', 'sum']",8
349,7,"['destination', 'rank']",2
350,7,"['reduction', 'output', 'mean', 'sum']",4
351,7,"['losses', 'batch']",2
352,7,"['source', 'rank']",2
353,7,"['parameter', 'name', 'within', 'SOME_DTYPE', 'pruning', 'act']",6
354,7,"['controls', 'whether', 'return', 'results']",4
355,7,"['k', 'k']",2
356,7,"['multiple', 'per']",2
357,6,"['output', 'SOME_DTYPE', 'SOME_DTYPE']",3
358,6,"['output', 'SOME_STRUCTURE', 'tensor']",3
359,6,"['true', 'computed', 'differentiable']",3
360,6,"['true', 'way']",2
361,6,"['true', 'error', 'raised', 'detect', 'exists', 'input', 'outputs', 'independent']",8
362,6,"['true', 'tensor']",2
363,6,"['value', 'set', 'points']",3
364,6,"['default', 'dtype', 'input']",3
365,6,"['default', 'losses', 'averaged', 'summed', 'observations', 'minibatch', 'depending', 'size_average']",8
366,6,"['default', 'losses', 'averaged', 'loss', 'element', 'batch']",6
367,6,"['default', 'value']",2
368,6,"['SOME_STRUCTURE', 'two', 'output', 'tensor']",4
369,6,"['SOME_STRUCTURE', 'SOME_DTYPE', 'defining', 'shape', 'output', 'tensor']",6
370,6,"['reduce', 'false', 'returns', 'loss', 'per', 'batch', 'element', 'instead', 'ignores', 'size_average']",10
371,6,"['input', 'tensor', 'times']",3
372,6,"['input', 'tensor', 'size', 'n', 'n', 'zero', 'batch', 'dimensions']",8
373,6,"['input', 'tensor', 'size', 'm', 'm']",5
374,6,"['input', 'tensor', 'shape', 'minibatch', '_channels', 'ih', 'iw']",7
375,6,"['input', 'output', 'points']",3
376,6,"['input', 'matrix']",2
377,6,"['input', 'returned']",2
378,6,"['tensor', 'specified']",2
379,6,"['tensor', 'indices']",2
380,6,"['tensor', 'value', 'compare']",3
381,6,"['tensor', 'size', 'm', 'n']",4
382,6,"['tensor', 'points']",2
383,6,"['tensor', 'dimension']",2
384,6,"['tensor', 'SOME_STRUCTURE', 'tensor']",3
385,6,"['whether', 'triangular']",2
386,6,"['whether', 'default']",2
387,6,"['size', 'single', 'SOME_STRUCTURE']",3
388,6,"['size', 'input', 'tensor']",3
389,6,"['size', 'pooling', 'region']",3
390,6,"['size', 'dimension']",2
391,6,"['size', 'output', 'tensor']",3
392,6,"['size', 'window']",2
393,6,"['single', 'number', 'SOME_STRUCTURE', 'dh', 'dw']",5
394,6,"['SOME_DTYPE', 'SOME_DTYPE', 'SOME_STRUCTURE']",3
395,6,"['SOME_DTYPE', 'file']",2
396,6,"['false', 'return', 'tensor', 'zeros', 'said', 'inputs', 'expected', 'mathematical', 'value']",9
397,6,"['none', 'reduction', 'applied', 'mean', 'output', 'divided', 'sum', 'output', 'summed']",9
398,6,"['none', 'reduction', 'applied', 'mean', 'output', 'divided', 'number', 'elements', 'output']",9
399,6,"['none', 'reduction', 'applied', 'mean', 'output', 'sum', 'output', 'summed']",8
400,6,"['none', 'reduction', 'applied', 'mean', 'sum', 'output', 'summed']",7
401,6,"['none', 'reduction', 'applied', 'sum', 'output', 'divided', 'sum', 'output']",8
402,6,"['none', 'reduction', 'applied', 'sum', 'output', 'divided', 'sum', 'output', 'summed']",9
403,6,"['none', 'reduction', 'applied', 'sum', 'output', 'divided', 'output', 'output']",8
404,6,"['none', 'reduction', 'applied', 'sum', 'output', 'divided', 'number', 'elements', 'output']",9
405,6,"['none', 'reduction', 'applied', 'sum', 'output', 'sum', 'output']",7
406,6,"['none', 'reduction', 'applied', 'sum', 'output', 'sum', 'output', 'summed']",8
407,6,"['added', 'dimension']",2
408,6,"['multiplier', 'alpha']",2
409,6,"['multiplier', 'beta']",2
410,6,"['type', 'SOME_DTYPE']",2
411,6,"['specified', 'input', 'tensor', 'casted', 'dtype', 'operation']",6
412,6,"['number', 'columns']",2
413,6,"['set', 'points', 'corner', 'pixels']",4
414,6,"['set', 'input', 'corner', 'pixels']",4
415,6,"['note', 'strict', 'false', 'result', 'require', 'gradients', 'disconnected', 'inputs']",8
416,6,"['note', 'losses', 'multiple', 'elements', 'per', 'sample']",6
417,6,"['inputs', 'function', 'func']",3
418,6,"['inputs', 'SOME_STRUCTURE']",2
419,6,"['python', 'SOME_STRUCTURE', 'tensor']",3
420,6,"['function', 'takes', 'SOME_STRUCTURE']",3
421,6,"['returns', 'tensor', 'tensor']",3
422,6,"['returns', 'statistic', 'current', 'SOME_DTYPE', 'given', 'current_device', 'SOME_DTYPE', 'none', 'default']",9
423,6,"['returns', 'SOME_STRUCTURE']",2
424,6,"['element', 'tensor']",2
425,6,"['vector', 'vector', 'product']",3
426,6,"['argument', 'optional']",2
427,6,"['optional', 'bias', 'shape', '_channels']",4
428,6,"['optional', 'SOME_STRUCTURE']",2
429,6,"['provided', 'tensor']",2
430,6,"['n', 'n', 'd']",3
431,6,"['n', 'd', 'n']",3
432,6,"['n', 'times']",2
433,6,"['batch', 'matrices', 'multiplied']",3
434,6,"['matrix', 'size']",2
435,6,"['matrix', 'zero']",2
436,6,"['quantized', 'shape', '_channels']",3
437,6,"['field', 'size_average', 'set', 'false', 'losses', 'instead', 'summed', 'minibatch']",8
438,6,"['filters', 'shape', '_channels', '_channels', 'groups', 'kh', 'kw']",7
439,6,"['specifies', 'reduction', 'apply', 'output', 'none', '|', 'mean', '|', 'sum']",9
440,6,"['match', 'input']",2
441,6,"['rng', 'state']",2
442,6,"['diagonal', 'consider']",2
443,6,"['non', 'tensor']",2
444,6,"['represents', 'parameters']",2
445,6,"['ignored', 'reduce', 'false']",3
446,5,"['output', 'tensor', 'must', 'SOME_DTYPE']",4
447,5,"['true', 'otherwise']",2
448,5,"['true', 'output', 'computed']",3
449,5,"['true', 'use']",2
450,5,"['true', 'include']",2
451,5,"['true', 'returns']",2
452,5,"['elements', 'SOME_STRUCTURE']",2
453,5,"['default', 'none', 'defaults', 'dtype', 'input']",5
454,5,"['default', 'SOME_DTYPE', 'SOME_DTYPE']",3
455,5,"['default', 'torch', 'preserve_format']",3
456,5,"['default', 'torch', 'SOME_DTYPE']",3
457,5,"['SOME_STRUCTURE', 'given']",2
458,5,"['SOME_STRUCTURE', 'torch']",2
459,5,"['dimension', 'default']",2
460,5,"['dimension', 'input']",2
461,5,"['dimension', 'take']",2
462,5,"['input', 'tensor', 'values']",3
463,5,"['input', 'tensor', 'size', 'm', 'n']",5
464,5,"['input', 'batch', 'matrices']",3
465,5,"['input', 'b']",2
466,5,"['input', 'matrix', 'size', 'm', 'zero', 'batch', 'dimensions']",7
467,5,"['tensor', 'input', 'tensor']",3
468,5,"['tensor', 'used']",2
469,5,"['tensor', 'data']",2
470,5,"['tensor', 'compute']",2
471,5,"['whether', 'return', 'indices']",3
472,5,"['whether', 'upper', 'triangular']",3
473,5,"['whether', 'lower', 'triangular']",3
474,5,"['whether', 'input']",2
475,5,"['whether', 'elements']",2
476,5,"['whether', 'unique']",2
477,5,"['use', 'instead']",2
478,5,"['target', 'output', 'size', 'single', 'SOME_DTYPE', 'SOME_DTYPE', 'SOME_STRUCTURE']",7
479,5,"['size', 'input', 'determine', 'size', 'output', 'tensor']",6
480,5,"['SOME_DTYPE', 'SOME_STRUCTURE', 'SOME_DTYPE']",3
481,5,"['SOME_DTYPE', 'used']",2
482,5,"['SOME_DTYPE', 'function']",2
483,5,"['SOME_DTYPE', 'run']",2
484,5,"['SOME_DTYPE', 'place', 'SOME_DTYPE']",3
485,5,"['SOME_DTYPE', 'represent', 'fraction', 'parameters', 'prune']",5
486,5,"['SOME_DTYPE', 'represents', 'absolute', 'number', 'parameters', 'prune']",6
487,5,"['SOME_DTYPE', 'supported']",2
488,5,"['false', 'input']",2
489,5,"['first', 'input', 'tensor']",3
490,5,"['none', 'reduction', 'applied', 'mean', 'sum', 'output', 'divided', 'number', 'elements', 'output', 'sum', 'output', 'summed']",13
491,5,"['none', 'value']",2
492,5,"['none', 'specified']",2
493,5,"['multiplier', 'input', 'beta']",3
494,5,"['desired', 'memory', 'format', 'returned', 'tensor']",5
495,5,"['desired', 'seed']",2
496,5,"['data', 'type', 'input']",3
497,5,"['data', 'specified']",2
498,5,"['type', 'specified']",2
499,5,"['specified', 'input', 'tensor', 'casted', 'dtype', 'operation', 'performed']",7
500,5,"['specified', 'used']",2
501,5,"['number', 'element']",2
502,5,"['number', 'classes']",2
503,5,"['values', 'indices']",2
504,5,"['torch', 'quint']",2
505,5,"['set', 'input', 'tensor']",3
506,5,"['set', 'corner', 'corner', 'pixels']",4
507,5,"['set', 'value']",2
508,5,"['set', 'operation']",2
509,5,"['shape', 'n']",2
510,5,"['shape', 'times']",2
511,5,"['result', 'SOME_STRUCTURE', 'two', 'output', 'tensor']",5
512,5,"['note', 'size_average', 'reduce', 'process', 'deprecated', 'meantime', 'specifying', 'either', 'two', 'args', 'override', 'reduction']",12
513,5,"['python', 'function', 'takes', 'tensor', 'inputs', 'returns', 'tensor', 'tensor']",8
514,5,"['python', 'function', 'takes', 'tensor', 'inputs', 'returns', 'SOME_STRUCTURE', 'tensor']",8
515,5,"['python', 'function', 'takes', 'tensor', 'SOME_STRUCTURE', 'tensor']",6
516,5,"['function', 'function']",2
517,5,"['func', 'tensor']",2
518,5,"['must', 'size']",2
519,5,"['containing', 'SOME_DTYPE']",2
520,5,"['zero', 'dimension']",2
521,5,"['padding', 'input']",2
522,5,"['used', 'used']",2
523,5,"['n', 'n', 'k']",3
524,5,"['n', 'c', 'c']",3
525,5,"['n', 'times', 'n']",3
526,5,"['n', 'm']",2
527,5,"['n', 'k', 'k']",3
528,5,"['upper', 'lower', 'triangular']",3
529,5,"['quantized', 'input']",2
530,5,"['quantized', 'tensor', '_channels']",3
531,5,"['pixels', 'input']",2
532,5,"['also', 'SOME_STRUCTURE']",2
533,5,"['one', 'dimension']",2
534,5,"['one', 'torch']",2
535,5,"['side', 'output']",2
536,5,"['file', 'like', 'object', 'implement', 'SOME_DTYPE', 'containing', 'file', 'name']",8
537,5,"['file', 'SOME_DTYPE', 'containing', 'file', 'name']",5
538,5,"['main', 'diagonal']",2
539,5,"['window', 'function']",2
540,5,"['match', 'size']",2
541,5,"['nn', 'SOME_DTYPE']",2
542,5,"['hand', 'side']",2
543,5,"['right', 'hand']",2
544,5,"['m', 'k']",2
545,5,"['p', 'norm']",2
546,5,"['original', 'SOME_DTYPE']",2
547,5,"['maps', 'SOME_DTYPE']",2
548,5,"['quantity', 'parameters']",2
549,5,"['quantity', 'parameters', 'prune']",3
550,5,"['parameters', 'SOME_DTYPE']",2
551,5,"['controls', 'whether', 'return', 'normalized', 'results']",5
552,5,"['w', 'r']",2
553,5,"['flattened', 'input']",2
