API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
torch.hamming_window,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",the desired device of returned D_STRUCTURE,,,,,,,
torch.hamming_window,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",Default if QSTR uses the current device for the default D_STRUCTURE type see torch set_default_tensor_type,,,,,,,
torch.hamming_window,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",QSTR will be the CPU for CPU D_STRUCTURE types and the current CUDA device for CUDA D_STRUCTURE types,,,,,,,
torch.hamming_window,device,"DD: `torch.device`, optional",torch device optional,,,,,,,
torch.hamming_window,device,DF: None,DEFAULT None,,,,,,,
torch.autograd.grad,inputs,Inputs w.r.t. which the gradient will be returned (and not accumulated into `.grad`).,Inputs w r t,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.grad,inputs,Inputs w.r.t. which the gradient will be returned (and not accumulated into `.grad`).,which the gradient will be returned and not accumulated into grad,,D_STRUCTURE,D_STRUCTURE,,,,
torch.autograd.grad,inputs,DD: sequence of Tensor,D_STRUCTURE of D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
torch.quantization.quantize_qat,run_args,positional arguments for run_fn,positional arguments for PARAM,,,,,,,
torch.nn.init.zeros_,tensor,an n-dimensional torch.Tensor,an n dimensional D_STRUCTURE,,D_STRUCTURE,,,CONSTANT_VAL,,
torch.nn.UpsamplingBilinear2d,size,output spatial sizes,output spatial sizes,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.nn.UpsamplingBilinear2d,size,"DD: int or Tuple[int, int], optional",D_TYPE or D_STRUCTURE BSTR optional,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.nn.UpsamplingBilinear2d,size,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.jit.load,_extra_files,The extra filenames given in the map would be loaded and their content would be stored in the provided map.,The extra filenames given in the map would be loaded and their content would be stored in the provided map,D_TYPE,,D_STRUCTURE,,,,
torch.jit.load,_extra_files,DD: dictionary of filename to content,D_STRUCTURE of filename to content,D_TYPE,,D_STRUCTURE,,,,
torch.jit.load,_extra_files,DF: ExtraFilesMap{},DEFAULT DF_STR,D_TYPE,,D_STRUCTURE,,,,
torch.nn.RNNCell,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",If CONSTANT_BOOL then the layer does not use bias weights b_ih and b_hh,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.RNNCell,bias,"If `False`, then the layer does not use bias weights b_ih and b_hh. Default: `True`",Default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.RNNCell,bias,DF: True,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.addmv,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.addmv,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.addmv,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.bernoulli,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bernoulli,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.bernoulli,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.cuda.comm.gather,destination,"output device (-1 means CPU, default: current device)",output device CONSTANT_NUM means CPU default current device,D_TYPE,,,,,,
torch.cuda.comm.gather,destination,"DD: int, optional",D_TYPE optional,D_TYPE,,,,,,
torch.cuda.comm.gather,destination,DF: None,DEFAULT None,D_TYPE,,,,,,
torch.add,input,the first input tensor,the first input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.add,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.atan2,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.atan2,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.atan2,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.normal,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.normal,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.normal,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.distributed.get_rank,group,The process group to work on,The process group to work on,,,,,,,
torch.distributed.get_rank,group,"DD: ProcessGroup, optional",ProcessGroup optional,,,,,,,
torch.distributed.get_rank,group,DF: <objectobject>,DEFAULT REXPR,,,,,,,
torch.var,dim,the dimension or dimensions to reduce.,the dimension or dimensions to reduce,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.var,dim,DD: int or tuple of python:ints,D_TYPE or D_STRUCTURE of python D_TYPE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.utils.prune.random_unstructured,module,module containing the tensor to prune,module containing the D_STRUCTURE to prune,,,,,,,
torch.nn.utils.prune.random_unstructured,module,DD: nn.Module,nn Module,,,,,,,
torch.hann_window,periodic,"If True, returns a window to be used as periodic function. If False, return a symmetric window.",If CONSTANT_BOOL returns a window to be used as periodic function,D_TYPE,,,,CONSTANT_VAL,,
torch.hann_window,periodic,"If True, returns a window to be used as periodic function. If False, return a symmetric window.",If CONSTANT_BOOL return a symmetric window,D_TYPE,,,,CONSTANT_VAL,,
torch.hann_window,periodic,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
torch.hann_window,periodic,DF: True,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.lu,out,"optional output tuple. If `get_infos` is `True`, then the elements in the tuple are Tensor, IntTensor, and IntTensor. If `get_infos` is `False`, then the elements in the tuple are Tensor, IntTensor. Default: `None`",optional output D_STRUCTURE,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.lu,out,"optional output tuple. If `get_infos` is `True`, then the elements in the tuple are Tensor, IntTensor, and IntTensor. If `get_infos` is `False`, then the elements in the tuple are Tensor, IntTensor. Default: `None`",If PARAM is CONSTANT_BOOL then the elements in the D_STRUCTURE are D_STRUCTURE IntTensor and IntTensor,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.lu,out,"optional output tuple. If `get_infos` is `True`, then the elements in the tuple are Tensor, IntTensor, and IntTensor. If `get_infos` is `False`, then the elements in the tuple are Tensor, IntTensor. Default: `None`",If PARAM is CONSTANT_BOOL then the elements in the D_STRUCTURE are D_STRUCTURE IntTensor,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.lu,out,"optional output tuple. If `get_infos` is `True`, then the elements in the tuple are Tensor, IntTensor, and IntTensor. If `get_infos` is `False`, then the elements in the tuple are Tensor, IntTensor. Default: `None`",Default QSTR,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.lu,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.lu,out,DF: None,DEFAULT None,,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.TransformerEncoderLayer,dropout,the dropout value (default=0.1).,the dropout value default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.TransformerEncoderLayer,dropout,DF: 0.1,DEFAULT CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.functional.binary_cross_entropy_with_logits,target,Tensor of the same shape as input,D_STRUCTURE of the same shape as PARAM,,D_STRUCTURE,,BSTR,,,
torch.quantization.quantize_qat,run_fn,"a function for evaluating the prepared model, can be a function that simply runs the prepared model or a training loop",a function for evaluating the prepared PARAM can be a function that simply runs the prepared PARAM or a training loop,,,,,,,
torch.nn.TransformerDecoderLayer,nhead,the number of heads in the multiheadattention models (required).,the number of heads in the multiheadattention models BSTR,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.min,out,"the tuple of two output tensors (min, min_indices)",the D_STRUCTURE of two output D_STRUCTURE BSTR,,,D_STRUCTURE,,,,
torch.min,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
torch.min,out,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Deprecated BSTR,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",By default the losses are averaged over each loss element in the batch,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Note that for some losses there are multiple elements per sample,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",If the field QSTR is set to CONSTANT_BOOL the losses are instead summed for each minibatch,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Ignored when PARAM is CONSTANT_BOOL,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"Deprecated (see `reduction`). By default, the losses are averaged over each loss element in the batch. Note that for some losses, there are multiple elements per sample. If the field `size_average` is set to `False`, the losses are instead summed for each minibatch. Ignored when reduce is `False`. Default: `True`",Default CONSTANT_BOOL,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,"DD: bool, optional",D_TYPE optional,,,,,,,
torch.nn.MultiLabelMarginLoss,size_average,DF: None,DEFAULT None,,,,,,,
torch.nn.utils.prune.custom_from_mask,mask,binary mask to be applied to the parameter.,binary mask to be applied to the parameter,,D_STRUCTURE,,,,,
torch.nn.utils.prune.custom_from_mask,mask,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bitwise_not,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bitwise_not,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.eye,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.eye,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.eye,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.svd,out,the output tuple of tensors,the output D_STRUCTURE of D_STRUCTURE,,,D_STRUCTURE,,,,
torch.svd,out,"DD: tuple, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
torch.svd,out,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
torch.lu_unpack,LU_pivots,the packed LU factorization pivots,the packed LU factorization pivots,,D_STRUCTURE,,,,,
torch.lu_unpack,LU_pivots,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.sparse.mm,mat1,the first sparse matrix to be multiplied,the first sparse matrix to be multiplied,D_TYPE,D_STRUCTURE,,,,,
torch.sparse.mm,mat1,DD: SparseTensor,ONE_WORD D_STRUCTURE,D_TYPE,D_STRUCTURE,,,,,
torch.where,y,values selected at indices where `condition` is `False`,values selected at indices where PARAM is CONSTANT_BOOL,,D_STRUCTURE,,,,,
torch.where,y,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.tensordot,dims,number of dimensions to contract or explicit lists of dimensions for `a` and `b` respectively,number of dimensions to contract or explicit D_STRUCTURE of dimensions for QSTR respectively,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.tensordot,dims,DD: int or tuple of two lists of python:integers,D_TYPE or D_STRUCTURE of two D_STRUCTURE of python D_TYPE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.tensordot,dims,DF: 2,DEFAULT CONSTANT_NUM,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
torch.cuda.set_rng_state,device,"The device to set the RNG state. Default: `'cuda'` (i.e., `torch.device('cuda')`, the current CUDA device).",The device to set the RNG state,D_TYPE,,,,,,
torch.cuda.set_rng_state,device,"The device to set the RNG state. Default: `'cuda'` (i.e., `torch.device('cuda')`, the current CUDA device).",Default QSTR i e torch device QSTR the current CUDA device,D_TYPE,,,,,,
torch.cuda.set_rng_state,device,"DD: torch.device or int, optional",torch device or D_TYPE optional,D_TYPE,,,,,,
torch.cuda.set_rng_state,device,DF: cuda,DEFAULT DF_STR,D_TYPE,,,,,,
torch.digamma,input,the tensor to compute the digamma function on,the D_STRUCTURE to compute the digamma function on,,D_STRUCTURE,,,,,
torch.digamma,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.nn.Fold,dilation,a parameter that controls the stride of elements within the neighborhood. Default: 1,a parameter that controls the PARAM of elements within the neighborhood,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.Fold,dilation,a parameter that controls the stride of elements within the neighborhood. Default: 1,Default CONSTANT_NUM,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.Fold,dilation,"DD: int or tuple, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.Fold,dilation,DF: 1,DEFAULT CONSTANT_NUM,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
torch.nn.functional.pad,value,fill value for `'constant'` padding. Default: `0`,fill value for QSTR padding,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.functional.pad,value,fill value for `'constant'` padding. Default: `0`,Default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.functional.pad,value,DF: 0,DEFAULT CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
torch.kthvalue,dim,the dimension to find the kth value along,the dimension to find the kth value along,D_TYPE,,,,CONSTANT_VAL,,
torch.kthvalue,dim,"DD: int, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
torch.kthvalue,dim,DF: None,DEFAULT None,D_TYPE,,,,CONSTANT_VAL,,
torch.ge,input,the tensor to compare,the D_STRUCTURE to compare,,D_STRUCTURE,,,,,
torch.ge,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.bincount,weights,"optional, weight for each value in the input tensor. Should be of same size as input tensor.",optional weight for each value in the PARAM D_STRUCTURE,D_TYPE,D_STRUCTURE,,BSTR,,,
torch.bincount,weights,"optional, weight for each value in the input tensor. Should be of same size as input tensor.",Should be of same size as PARAM D_STRUCTURE,D_TYPE,D_STRUCTURE,,BSTR,,,
torch.bincount,weights,DD: Tensor,ONE_WORD D_STRUCTURE,D_TYPE,D_STRUCTURE,,BSTR,,,
torch.bincount,weights,DF: None,DEFAULT None,D_TYPE,D_STRUCTURE,,BSTR,,,
torch.nn.TransformerDecoder,num_layers,the number of sub-decoder-layers in the decoder (required).,the number of sub decoder layers in the decoder BSTR,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.nn.PoissonNLLLoss,eps,Small value to avoid evaluation of  log(0)  when `log_input = False`. Default: 1e-8,Small value to avoid evaluation of log BSTR when PARAM CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.PoissonNLLLoss,eps,Small value to avoid evaluation of  log(0)  when `log_input = False`. Default: 1e-8,Default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.PoissonNLLLoss,eps,"DD: float, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.PoissonNLLLoss,eps,DF: 1e-08,DEFAULT CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.TransformerEncoderLayer,d_model,the number of expected features in the input (required).,the number of expected features in the input BSTR,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.nn.MaxUnpool2d,stride,Stride of the max pooling window. It is set to `kernel_size` by default.,Stride of the max pooling window,D_TYPE,,D_STRUCTURE,,,,
torch.nn.MaxUnpool2d,stride,Stride of the max pooling window. It is set to `kernel_size` by default.,It is set to PARAM by default,D_TYPE,,D_STRUCTURE,,,,
torch.nn.MaxUnpool2d,stride,DD: int or tuple,D_TYPE or D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
torch.nn.MaxUnpool2d,stride,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,,,
torch.nn.AdaptiveLogSoftmaxWithLoss,in_features,Number of features in the input tensor,Number of features in the input D_STRUCTURE,D_TYPE,D_STRUCTURE,,,CONSTANT_VAL,"[0,inf)",
torch.nn.AdaptiveLogSoftmaxWithLoss,in_features,DD: int,ONE_WORD D_TYPE,D_TYPE,D_STRUCTURE,,,CONSTANT_VAL,"[0,inf)",
torch.logspace,steps,number of points to sample between `start` and `end`. Default: `100`.,number of points to sample between PARAM and PARAM,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.logspace,steps,number of points to sample between `start` and `end`. Default: `100`.,Default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.logspace,steps,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.logspace,steps,DF: 100,DEFAULT CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.nn.functional.avg_pool2d,count_include_pad,"when True, will include the zero-padding in the averaging calculation. Default: `True`",when CONSTANT_BOOL will include the zero PARAM in the averaging calculation,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.functional.avg_pool2d,count_include_pad,"when True, will include the zero-padding in the averaging calculation. Default: `True`",Default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.functional.avg_pool2d,count_include_pad,DF: True,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.mm,out,the output tensor.,the output D_STRUCTURE,,D_STRUCTURE,,,,,
torch.mm,out,"DD: Tensor, optional",D_STRUCTURE optional,,D_STRUCTURE,,,,,
torch.mm,out,DF: None,DEFAULT None,,D_STRUCTURE,,,,,
torch.nn.ReLU,inplace,can optionally do the operation in-place. Default: `False`,can optionally do the operation in place,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.ReLU,inplace,can optionally do the operation in-place. Default: `False`,Default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.ReLU,inplace,DF: False,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.reshape,input,the tensor to be reshaped,the D_STRUCTURE to be reshaped,,D_STRUCTURE,,,,,
torch.reshape,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.nn.ConvTranspose1d,out_channels,Number of channels produced by the convolution,Number of channels produced by the convolution,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.nn.ConvTranspose1d,out_channels,DD: int,ONE_WORD D_TYPE,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
torch.distributed.send,tag,Tag to match send with remote recv,Tag to match send with remote recv,D_TYPE,,,,CONSTANT_VAL,,
torch.distributed.send,tag,"DD: int, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
torch.distributed.send,tag,DF: 0,DEFAULT CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
torch.nn.init.constant_,val,the value to fill the tensor with,the value to fill the D_STRUCTURE with,,,,,,,
torch.nn.functional.avg_pool1d,stride,"the stride of the window. Can be a single number or a tuple (sW,). Default: `kernel_size`",the stride of the window,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,,
torch.nn.functional.avg_pool1d,stride,"the stride of the window. Can be a single number or a tuple (sW,). Default: `kernel_size`",Can be a single number or a D_STRUCTURE BSTR,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,,
torch.nn.functional.avg_pool1d,stride,"the stride of the window. Can be a single number or a tuple (sW,). Default: `kernel_size`",Default PARAM,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,,
torch.nn.functional.avg_pool1d,stride,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,,
torch.sparse_coo_tensor,device,"the desired device of returned tensor. Default: if None, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",the desired device of returned D_STRUCTURE,,,,,,,
torch.sparse_coo_tensor,device,"the desired device of returned tensor. Default: if None, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",Default if None uses the current device for the default D_STRUCTURE type see torch set_default_tensor_type,,,,,,,
torch.sparse_coo_tensor,device,"the desired device of returned tensor. Default: if None, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",QSTR will be the CPU for CPU D_STRUCTURE types and the current CUDA device for CUDA D_STRUCTURE types,,,,,,,
torch.sparse_coo_tensor,device,"DD: `torch.device`, optional",torch device optional,,,,,,,
torch.sparse_coo_tensor,device,DF: None,DEFAULT None,,,,,,,
torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",if CONSTANT_BOOL then two QSTR will be compared as equal,D_TYPE,,,,CONSTANT_VAL,,
torch.allclose,equal_nan,"if `True`, then two `NaN` s will be compared as equal. Default: `False`",Default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.allclose,equal_nan,"DD: bool, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
torch.allclose,equal_nan,DF: False,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
torch.std_mean,input,the input tensor.,the input D_STRUCTURE,,D_STRUCTURE,,,,,
torch.std_mean,input,DD: Tensor,ONE_WORD D_STRUCTURE,,D_STRUCTURE,,,,,
torch.lt,other,the tensor or value to compare,the D_STRUCTURE or value to compare,D_TYPE,D_STRUCTURE,,,,,
torch.lt,other,DD: Tensor or float,D_STRUCTURE or D_TYPE,D_TYPE,D_STRUCTURE,,,,,
torch.randperm,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",the desired device of returned D_STRUCTURE,,,,,,,
torch.randperm,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",Default if QSTR uses the current device for the default D_STRUCTURE type see torch set_default_tensor_type,,,,,,,
torch.randperm,device,"the desired device of returned tensor. Default: if `None`, uses the current device for the default tensor type (see `torch.set_default_tensor_type()`). `device` will be the CPU for CPU tensor types and the current CUDA device for CUDA tensor types.",QSTR will be the CPU for CPU D_STRUCTURE types and the current CUDA device for CUDA D_STRUCTURE types,,,,,,,
torch.randperm,device,"DD: `torch.device`, optional",torch device optional,,,,,,,
torch.randperm,device,DF: None,DEFAULT None,,,,,,,
torch.clamp,max,upper-bound of the range to be clamped to,upper bound of the range to be clamped to,D_TYPE,,,,,,
torch.clamp,max,DD: Number,ONE_WORD Number,D_TYPE,,,,,,
torch.zeros,*size,a sequence of integers defining the shape of the output tensor. Can be a variable number of arguments or a collection like a list or tuple.,a D_STRUCTURE of D_TYPE defining the shape of the output D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
torch.zeros,*size,a sequence of integers defining the shape of the output tensor. Can be a variable number of arguments or a collection like a list or tuple.,Can be a variable number of arguments or a collection like a D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
