API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
mxnet.contrib.ndarray.ROIAlign,pooled_size,"DD: Shape(tuple), required",Shape BSTR required,D_TYPE,,D_STRUCTURE,BSTR,,"[0,inf)",
mxnet.ndarray.broadcast_greater,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.linalg_trsm,rightside,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.SoftmaxOutput,ignore_label,"DD: float, optional, default=-1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.contrib.onnx.export_model,onnx_file_path,DD: str,D_TYPE,D_TYPE,,,,,,
mxnet.io.MNISTIter,image,"DD: string, optional, default='./train-images-idx3-ubyte'",D_TYPE optional default train images idx3 ubyte,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.sparse.MAERegressionOutput,label,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.multi_mp_sgd_mom_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.box_nms,topk,"DD: int, optional, default='-1'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.max_axis,keepdims,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.contrib.hawkesll,beta,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.mp_lamb_update_phase1,grad,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.gluon.model_zoo.vision.alexnet,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.io.ImageDetRecordIter,resize_mode,"DD: {'fit', 'force', 'shrink'},optional, default='force'",QSTR optional default QSTR,,,,,,,QSTR
mxnet.ndarray.ones_like,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.arccos,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.SyncBatchNorm,use_global_stats,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.Dropout,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.gluon.contrib.rnn.Conv1DGRUCell,h2h_dilate,"DD: int or tuple of int, default (1,",D_TYPE or D_STRUCTURE of D_TYPE default CONSTANT_NUM,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.contrib.autograd.grad,argnum,DD: an int or a list of int,an D_TYPE or a D_STRUCTURE of D_TYPE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.contrib.ndarray.quantized_batch_norm,use_global_stats,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.contrib.ndarray.bipartite_matching,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.onnx.import_to_gluon,ctx,DD: Context or list of Context,Context or D_STRUCTURE of Context,,,D_STRUCTURE,,,,
mxnet.test_utils.np_reduce,numpy_reduce_func,DD: function,function,,,,,,,
mxnet.ndarray.op.max,keepdims,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.linalg_gemm2,A,DD: NDArray,D_STRUCTURE,,D_STRUCTURE,D_STRUCTURE,,,,
mxnet.ndarray.op.nansum,exclude,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.diag,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.mp_sgd_mom_update,weight,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.linalg_trsm,rightside,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.multi_sgd_update,clip_gradient,"DD: float, optional, default=-1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.sparse.add,lhs,DD: scalar or mxnet.ndarray.sparse.array,scalar or mxnet D_STRUCTURE sparse D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.random.generalized_negative_binomial,ctx,"DD: Context, optional",Context optional,,,,,,,
mxnet.ndarray.sample_multinomial,get_prob,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,"[0,1]",
mxnet.ndarray.sparse.arcsinh,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.subtract,lhs,DD: scalar or mxnet.ndarray.array,scalar or mxnet D_STRUCTURE D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.sparse.adam_update,rescale_grad,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.multi_lars,rescale_grad,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.Pooling,pooling_convention,"DD: {'full', 'same', 'valid'},optional, default='valid'",QSTR optional default QSTR,,,,,,,QSTR
mxnet.ndarray.sparse.cosh,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.SoftmaxOutput,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.row_sparse_array,ctx,"DD: Context, optional",Context optional,,,,,,,
mxnet.ndarray.space_to_depth,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random.randn,ctx,DD: Context,Context,,,,,,,
mxnet.ndarray.op.random_pdf_uniform,sample,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.ROIAlign,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.ftml_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.pick,index,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.to_dlpack_for_write,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.gluon.model_zoo.vision.vgg19,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.sum,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.quantization.quantize_graph,arg_params,DD: dict,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.rmsprop_update,weight,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.multi_sgd_mom_update,lrs,"DD: tuple of <float>, required",D_STRUCTURE of REXPR required,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,1]",
mxnet.io.MNISTIter,batch_size,"DD: int, optional, default='128'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.rcbrt,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.diag,axis2,"DD: int, optional, default='1'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.test_utils.check_symbolic_backward,grad_req,"DD: str or list of str or dict of str to str, optional",D_TYPE or D_STRUCTURE of D_TYPE or D_STRUCTURE of D_TYPE to D_TYPE optional,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.BatchNorm,max_calib_range,"DD: float or None, optional, default=None",D_TYPE or None optional default None,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.sparse.floor,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.gluon.model_zoo.vision.vgg16_bn,ctx,"DD: Context, default CPU",Context default CPU,,,,,,,
mxnet.ndarray.contrib.quantized_conv,max_weight,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.io.ImageRecordIter,saturation,"DD: float, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.contrib.ndarray.BilinearResize2D,like,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.LayerNorm,beta,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.box_nms,id_index,"DD: int, optional, default='-1'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.diag,axis2,"DD: int, optional, default='1'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.repeat,repeats,"DD: int, required",D_TYPE required,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.gluon.model_zoo.vision.get_model,pretrained,DD: bool,D_TYPE,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.random_pdf_gamma,is_log,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.random_pdf_gamma,alpha,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.CTCLoss,label_lengths,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.gluon.contrib.rnn.Conv1DRNNCell,i2h_dilate,"DD: int or tuple of int, default (1,",D_TYPE or D_STRUCTURE of D_TYPE default CONSTANT_NUM,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.callback.log_train_metric,period,DD: int,D_TYPE,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.linalg_gemm,transpose_a,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.contrib.round_ste,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.box_encode,matches,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,BSTR,CONSTANT_VAL,"[0,m)",
mxnet.ndarray.sparse.mean,exclude,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.rmspropalex_update,g,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.broadcast_plus,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.BatchNorm,moving_mean,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.mp_nag_mom_update,weight32,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.dequantize,out_type,"DD: {'float32'},optional, default='float32'",QSTR optional default QSTR,D_TYPE,,,,,,QSTR
mxnet.ndarray.signsgd_update,rescale_grad,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.contrib.PSROIPooling,group_size,"DD: int, optional, default='0'",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.contrib.calibrate_entropy,hist_edges,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.random_pdf_dirichlet,sample,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.arctan,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.CTCLoss,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.gluon.nn.Conv3DTranspose,padding,"DD: int or a tuple/list of 3 int,",D_TYPE or a D_STRUCTURE of CONSTANT_NUM D_TYPE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,heads,"DD: int, required",D_TYPE required,D_TYPE,,,,,,
mxnet.ndarray.ftrl_update,beta,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,"[0,1]",
mxnet.ndarray.Pooling,kernel,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,,
mxnet.ndarray.broadcast_mul,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.transpose,axes,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.mp_lamb_update_phase1,weight32,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.sample_generalized_negative_binomial,mu,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.contrib.rnn.Conv1DLSTMCell,prefix,"DD: str, default `'conv_lstm_`’",D_TYPE default QSTR,D_TYPE,,,,,,
mxnet.ndarray.ftml_update,rescale_grad,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.argmin,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool3D,layout,"DD: str, default 'NCDHW'",D_TYPE default QSTR,D_TYPE,,,,,,
mxnet.ndarray.sparse.elemwise_add,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.gluon.contrib.rnn.VariationalDropoutCell,base_cell,DD: RecurrentCell,RecurrentCell,,,,,,,
mxnet.ndarray.random_uniform,dtype,"DD: {'None', 'float16', 'float32', 'float64'},optional, default='None'",QSTR optional default QSTR,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.take,mode,"DD: {'clip', 'raise', 'wrap'},optional, default='clip'",QSTR optional default QSTR,,,,,,,QSTR
mxnet.contrib.ndarray.MultiBoxPrior,ratios,"DD: tuple of <float>, optional, default=[1]",D_STRUCTURE of REXPR optional default BSTR,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.min_axis,keepdims,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.random.uniform,low,"DD: float or NDArray, optional",D_TYPE or D_STRUCTURE optional,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.contrib.quantized_conv,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.gluon.utils.split_data,even_split,"DD: bool, default True",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.contrib.group_adagrad_update,grad,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.amp_cast,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.image.imresize,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.gluon.rnn.RNN,layout,"DD: str, default 'TNC'",D_TYPE default QSTR,D_TYPE,,,,,,
mxnet.ndarray.zeros,dtype,"DD: str or numpy.dtype, optional",D_TYPE optional,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.signum_update,grad,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sample_exponential,shape,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.Deconvolution,cudnn_tune,"DD: {None, 'fastest', 'limited_workspace', 'off'},optional, default='None'",None QSTR optional default QSTR,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.contrib.arange_like,ctx,"DD: string, optional, default=''",D_TYPE optional default,D_TYPE,,,,,,
mxnet.contrib.ndarray.RROIAlign,pooled_size,"DD: Shape(tuple), required",Shape BSTR required,D_TYPE,,D_STRUCTURE,BSTR,,,
mxnet.gluon.model_zoo.vision.densenet161,ctx,"DD: Context, default CPU",Context default CPU,,,,,,,
mxnet.ndarray.ROIPooling,rois,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.op.random_generalized_negative_binomial,alpha,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.image.imresize,interp,"DD: int, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.ftrl_update,grad,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.backward_gradientmultiplier,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.gluon.rnn.GRUCell,prefix,"DD: str, default `'gru_'`",D_TYPE default QSTR,D_TYPE,,,,,,
mxnet.ndarray.rmspropalex_update,epsilon,"DD: float, optional, default=9.99999994e-09",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.reshape,shape,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.image.copyMakeBorder,right,"DD: int, required",D_TYPE required,D_TYPE,,,,,,
mxnet.ndarray.op.sum_axis,exclude,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.swapaxes,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.model.save_checkpoint,arg_params,DD: dict of str to NDArray,D_STRUCTURE of D_TYPE to D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.quantized_batch_norm,eps,"DD: double, optional, default=0.0010000000474974513",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
mxnet.gluon.nn.BatchNorm,scale,"DD: bool, default True",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.stack,*data,DD: NDArray[],D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.FullyConnected,bias,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.random.gamma,shape,"DD: int or tuple of ints, optional",D_TYPE or D_STRUCTURE of D_TYPE optional,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.fix,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.hawkesll,state,DD: NDArray,D_STRUCTURE,D_TYPE,,D_STRUCTURE,BSTR,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.concat,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.profiler.set_config,continuous_dump,"DD: boolean,",D_TYPE,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.LeakyReLU,slope,"DD: float, optional, default=0.25",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
mxnet.gluon.model_zoo.vision.densenet121,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.gluon.nn.Dense,activation,DD: str,D_TYPE,D_TYPE,,,,,,
mxnet.ndarray.image.random_lighting,data,DD: NDArray,D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.io.ImageRecordIter,seed_aug,"DD: int or None, optional, default='None'",D_TYPE or None optional default QSTR,D_TYPE,,,,,,
mxnet.test_utils.verify_generator,nsamples,DD: int,D_TYPE,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
