API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
mxnet.ndarray.adam_update,var,Moving variance,Moving variance,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.adam_update,var,DD: NDArray,ONE_WORD D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.adam_update,var,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.broadcast_axis,size,Target sizes of the broadcasting axes.,Target sizes of the broadcasting axes,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.broadcast_axis,size,"DD: Shape(tuple), optional, default=[]",Shape BSTR optional default,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.broadcast_axis,size,DF: _Null,DEFAULT Null,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.lamb_update_phase2,r1,r1,ONE_WORD r1,,,D_STRUCTURE,,,,
mxnet.ndarray.op.lamb_update_phase2,r1,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.lamb_update_phase2,r1,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",Factor by which to downscale,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",E g,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",CONSTANT_NUM will halve the input size,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",If None it will default to PARAM,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"DD: int, list/tuple of 2 ints, or None.",D_TYPE D_STRUCTURE of CONSTANT_NUM D_TYPE or None,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.Embedding,data,The input array to the embedding operator.,The input D_STRUCTURE to the embedding operator,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.Embedding,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.Embedding,data,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.image.imdecode,buf,Binary image data as string or numpy ndarray.,Binary image data as D_TYPE or numpy D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.image.imdecode,buf,DD: str/bytes/bytearray or numpy.ndarray,D_TYPE bytes bytearray or numpy D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.RROIAlign,rois,"Bounding box coordinates, a 2D array",Bounding box coordinates a CONSTANT_NUM D D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.contrib.RROIAlign,rois,DD: NDArray,ONE_WORD D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.contrib.RROIAlign,rois,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.op.nag_mom_update,wd,Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.,PARAM decay augments the objective function with a regularization term that penalizes large weights,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.nag_mom_update,wd,Weight decay augments the objective function with a regularization term that penalizes large weights. The penalty scales with the square of the magnitude of each weight.,The penalty scales with the square of the magnitude of each PARAM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.nag_mom_update,wd,"DD: float, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.nag_mom_update,wd,DF: _Null,DEFAULT Null,D_TYPE,,,,CONSTANT_VAL,,
mxnet.contrib.ndarray.quantized_fully_connected,out,The output NDArray to hold the result.,The output D_STRUCTURE to hold the result,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.quantized_fully_connected,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.quantized_fully_connected,out,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sort,data,The input array,The input D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sort,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sort,data,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sample_normal,mu,Means of the distributions.,Means of the distributions,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.sample_normal,mu,DD: NDArray,ONE_WORD D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.sample_normal,mu,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.multi_lars,out,The output NDArray to hold the result.,The output D_STRUCTURE to hold the result,,,D_STRUCTURE,,,,
mxnet.ndarray.multi_lars,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.multi_lars,out,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.broadcast_hypot,rhs,Second input to the function,Second input to the function,,,D_STRUCTURE,,,,
mxnet.ndarray.broadcast_hypot,rhs,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.broadcast_hypot,rhs,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.op.CTCLoss,use_label_lengths,"Whether the label lenghts are decided by label_lengths, or derived from padding_mask. If false, the lengths are derived from the first occurrence of the value of padding_mask. The value of padding_mask is `0` when first CTC label is reserved for blank, and `-1` when last label is reserved for blank. See blank_label.",Whether the PARAM lenghts are decided by PARAM or derived from padding_mask,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.CTCLoss,use_label_lengths,"Whether the label lenghts are decided by label_lengths, or derived from padding_mask. If false, the lengths are derived from the first occurrence of the value of padding_mask. The value of padding_mask is `0` when first CTC label is reserved for blank, and `-1` when last label is reserved for blank. See blank_label.",If CONSTANT_BOOL the lengths are derived from the first occurrence of the value of padding_mask,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.CTCLoss,use_label_lengths,"Whether the label lenghts are decided by label_lengths, or derived from padding_mask. If false, the lengths are derived from the first occurrence of the value of padding_mask. The value of padding_mask is `0` when first CTC label is reserved for blank, and `-1` when last label is reserved for blank. See blank_label.",The value of padding_mask is CONSTANT_NUM when first CTC PARAM is reserved for blank and CONSTANT_NUM when last PARAM is reserved for blank,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.CTCLoss,use_label_lengths,"Whether the label lenghts are decided by label_lengths, or derived from padding_mask. If false, the lengths are derived from the first occurrence of the value of padding_mask. The value of padding_mask is `0` when first CTC label is reserved for blank, and `-1` when last label is reserved for blank. See blank_label.",See PARAM,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.CTCLoss,use_label_lengths,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.CTCLoss,use_label_lengths,DF: _Null,DEFAULT Null,D_TYPE,,,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.multi_sgd_update,rescale_grad,Rescale gradient to grad = rescale_grad*grad.,Rescale gradient to grad rescale_grad grad,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.multi_sgd_update,rescale_grad,"DD: float, optional, default=1",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.multi_sgd_update,rescale_grad,DF: None,DEFAULT None,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.sparse.dot,forward_stype,"The desired storage type of the forward output given by user, if thecombination of input storage types and this hint does not matchany implemented ones, the dot operator will perform fallback operationand still produce an output of the desired storage type.",The desired storage type of the forward output given by user if thecombination of input storage types and this hint does not matchany implemented ones the dot operator will perform fallback operationand still produce an output of the desired storage type,,,,,,,QSTR
mxnet.ndarray.sparse.dot,forward_stype,"DD: {None, 'csr', 'default', 'row_sparse'},optional, default='None'",None QSTR optional default QSTR,,,,,,,QSTR
mxnet.ndarray.sparse.dot,forward_stype,DF: _Null,DEFAULT Null,,,,,,,QSTR
mxnet.image.CreateAugmenter,mean,"Mean pixel values for [r, g, b]",Mean pixel values for BSTR,D_TYPE,,D_STRUCTURE,,,,
mxnet.image.CreateAugmenter,mean,DD: np.ndarray or None,np D_STRUCTURE or None,D_TYPE,,D_STRUCTURE,,,,
mxnet.image.CreateAugmenter,mean,DF: None,DEFAULT None,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.identity,data,The input array.,The input D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.identity,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.identity,data,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.ROIAlign,data,"Input data to the pooling operator, a 4D Feature maps",Input data to the pooling operator a CONSTANT_NUM D Feature maps,,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.contrib.ROIAlign,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.contrib.ROIAlign,data,DF: None,DEFAULT None,,,D_STRUCTURE,,CONSTANT_VAL,,
mxnet.ndarray.op.max,data,The input,The input,,,D_STRUCTURE,,,,
mxnet.ndarray.op.max,data,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.op.max,data,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.FullyConnected,bias,Bias parameter.,Bias parameter,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.FullyConnected,bias,DD: NDArray,ONE_WORD D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.FullyConnected,bias,DF: None,DEFAULT None,,,D_STRUCTURE,,,,
mxnet.ndarray.op.softmin,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,DType of the output in case this can t be inferred,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.op.softmin,dtype,DType of the output in case this can't be inferred. Defaults to the same as input's dtype if not defined (dtype=None).,Defaults to the same as input dtype if not defined dtype None,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.op.softmin,dtype,"DD: {None, 'float16', 'float32', 'float64'},optional, default='None'",None QSTR optional default QSTR,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.ndarray.op.softmin,dtype,DF: _Null,DEFAULT Null,D_TYPE,,,,CONSTANT_VAL,,QSTR
mxnet.util.np_shape,active,Indicates whether to activate NumPy-shape semantics.,Indicates whether to activate NumPy shape semantics,D_TYPE,,,,CONSTANT_VAL,,
mxnet.util.np_shape,active,DD: bool,ONE_WORD D_TYPE,D_TYPE,,,,CONSTANT_VAL,,
mxnet.util.np_shape,active,DF: True,DEFAULT CONSTANT_BOOL,D_TYPE,,,,CONSTANT_VAL,,
mxnet.gluon.model_zoo.vision.vgg19_bn,root,Location for keeping the model parameters.,Location for keeping the model parameters,D_TYPE,,,,,,
mxnet.gluon.model_zoo.vision.vgg19_bn,root,"DD: str, default '$MXNET_HOME/models'",D_TYPE default MXNET_HOME models,D_TYPE,,,,,,
mxnet.gluon.model_zoo.vision.vgg19_bn,root,DF: None,DEFAULT None,D_TYPE,,,,,,
mxnet.gluon.contrib.rnn.Conv3DLSTMCell,h2h_bias_initializer,Initializer for the recurrent convolution bias vectors.,Initializer for the recurrent convolution bias vectors,D_TYPE,,,,,,
mxnet.gluon.contrib.rnn.Conv3DLSTMCell,h2h_bias_initializer,"DD: str or Initializer, default zeros",D_TYPE or Initializer default zeros,D_TYPE,,,,,,
mxnet.gluon.contrib.rnn.Conv3DLSTMCell,h2h_bias_initializer,DF: zeros,DEFAULT DF_STR,D_TYPE,,,,,,
mxnet.ndarray.pick,axis,"int or None. The axis to picking the elements. Negative values means indexing from right to left. If is None, the elements in the index w.r.t the flattened input will be picked.",D_TYPE or None,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.pick,axis,"int or None. The axis to picking the elements. Negative values means indexing from right to left. If is None, the elements in the index w.r.t the flattened input will be picked.",The axis to picking the elements,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.pick,axis,"int or None. The axis to picking the elements. Negative values means indexing from right to left. If is None, the elements in the index w.r.t the flattened input will be picked.",Negative values means indexing from right to left,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.pick,axis,"int or None. The axis to picking the elements. Negative values means indexing from right to left. If is None, the elements in the index w.r.t the flattened input will be picked.",If is None the elements in the PARAM w r t the flattened input will be picked,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.pick,axis,"DD: int or None, optional, default='-1'",D_TYPE or None optional default CONSTANT_NUM,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.pick,axis,DF: _Null,DEFAULT Null,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",The axis or axes along which to perform the reduction,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",The default axis BSTR,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is D_TYPE a reduction is performed on a particular axis,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If axis is a D_STRUCTURE of D_TYPE a reduction is performed on all the axes specified in the D_STRUCTURE,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",If PARAM is CONSTANT_BOOL reduction will be performed on the axes that are NOT in axis instead,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"The axis or axes along which to perform the reduction.  The default, axis=(), will compute over all elements into a scalar array with shape (1,). If axis is int, a reduction is performed on a particular axis. If axis is a tuple of ints, a reduction is performed on all the axes specified in the tuple. If exclude is true, reduction will be performed on the axes that are NOT in axis instead. Negative values means indexing from right to left.  ",Negative values means indexing from right to left,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,"DD: Shape or None, optional, default=None",Shape or None optional default None,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.nansum,axis,DF: _Null,DEFAULT Null,D_TYPE,,D_STRUCTURE,,CONSTANT_VAL,"[0,inf)",
mxnet.ndarray.op.lamb_update_phase1,epsilon,A small constant for numerical stability.,A small constant for numerical stability,D_TYPE,,,,CONSTANT_VAL,,
mxnet.ndarray.op.lamb_update_phase1,epsilon,"DD: float, optional, default=9.99999997e-07",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,CONSTANT_VAL,,
