API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
mxnet.image.CreateAugmenter,inter_method,"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). ",CONSTANT_NUM Area based BSTR,int,,,,0,,QSTR
mxnet.image.CreateAugmenter,inter_method,"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). ",CONSTANT_NUM Bicubic interpolation over 4x4 pixel neighborhood,int,,,,0,,QSTR
mxnet.image.CreateAugmenter,inter_method,"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). ",CONSTANT_NUM Bilinear interpolation,int,,,,0,,QSTR
mxnet.gluon.contrib.rnn.Conv2DRNNCell,h2h_dilate,"DF: (1,1)",CONSTANT_NUM CONSTANT_NUM,int,,,,1,,
mxnet.gluon.contrib.rnn.Conv2DGRUCell,h2h_dilate,"DF: (1,1)",CONSTANT_NUM CONSTANT_NUM,int,,,,1,,
mxnet.gluon.contrib.rnn.Conv3DGRUCell,i2h_pad,"DF: (0,0,0)",CONSTANT_NUM CONSTANT_NUM CONSTANT_NUM,int,,,,1,,
mxnet.gluon.nn.AvgPool3D,pool_size,"DF: (2,2,2)",CONSTANT_NUM CONSTANT_NUM CONSTANT_NUM,int,,,,1,,
mxnet.ndarray.linalg_extracttrian,offset,"Offset of the diagonal versus the main diagonal. 0 corresponds to the main diagonal, a negative/positive value to diagonals below/above the main diagonal.",CONSTANT_NUM corresponds to the main diagonal a negative positive value to diagonals below above the main diagonal,int,,,,0,,
mxnet.image.CreateAugmenter,inter_method,"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). ",CONSTANT_NUM Cubic for enlarge area for shrink bilinear for others CONSTANT_NUM Random select from interpolation method metioned above,int,,,,0,,QSTR
mxnet.image.CreateAugmenter,inter_method,"Interpolation method for all resizing operations Possible values: 0: Nearest Neighbors Interpolation. 1: Bilinear interpolation. 2: Bicubic interpolation over 4x4 pixel neighborhood. 3: Area-based (resampling using pixel area relation). It may be a preferred method for image decimation, as it gives moire-free results. But when the image is zoomed, it is similar to the Nearest Neighbors method. (used by default). 4: Lanczos interpolation over 8x8 pixel neighborhood. 9: Cubic for enlarge, area for shrink, bilinear for others 10: Random select from interpolation method metioned above. Note: When shrinking an image, it will generally look best with AREA-based interpolation, whereas, when enlarging an image, it will generally look best with Bicubic (slow) or Bilinear (faster but still looks OK). ",CONSTANT_NUM Lanczos interpolation over 8x8 pixel neighborhood,int,,,,0,,QSTR
mxnet.gluon.nn.MaxPool2D,strides,"Factor by which to downscale. E.g. 2 will halve the input size. If None, it will default to pool_size.",CONSTANT_NUM will halve the input size,int,,,,,,
mxnet.gluon.rnn.LSTMCell,params,Container for weight sharing between cells. Created if None.,Container for weight sharing between cells,,,,,,,
mxnet.gluon.contrib.rnn.Conv2DGRUCell,params,Container for weight sharing between cells. Created if None.,Container for weight sharing between cells,,,,,,,
mxnet.gluon.rnn.RNNCell,params,Container for weight sharing between cells. Created if None.,Container for weight sharing between cells,,,,,,,
mxnet.gluon.rnn.GRUCell,params,Container for weight sharing between cells. Created if None.,Container for weight sharing between cells,,,,,,,
mxnet.gluon.model_zoo.vision.vgg19,ctx,"DD: Context, default CPU",Context default CPU,,,,,,,
mxnet.ndarray.random_uniform,ctx,"Context of output, in format [cpu|gpu|cpu_pinned](n). Only used for imperative calls.",Context of output in format cpu gpu cpu_pinned BSTR,,,,,,,
mxnet.ndarray.linspace,ctx,"DD: Context, optional",Context optional,,,,,,,
mxnet.ndarray.ones,ctx,"DD: Context, optional",Context optional,,,,,,,
mxnet.ndarray.empty,ctx,"DD: Context, optional",Context optional,,,,,,,
mxnet.gluon.nn.Conv2DTranspose,groups,"Controls the connections between inputs and outputs. At groups=1, all inputs are convolved to all outputs. At groups=2, the operation becomes equivalent to having two conv layers side by side, each seeing half the input channels, and producing half the output channels, and both subsequently concatenated.",Controls the connections between inputs and outputs,,,,,,,
mxnet.ndarray.contrib.quantized_conv,dilate,"Convolution dilate: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension.",Convolution dilate BSTR,,,,BSTR,,,
mxnet.ndarray.op.Convolution,dilate,"Convolution dilate: (w,), (h, w) or (d, h, w). Defaults to 1 for each dimension.",Convolution dilate BSTR,,,,BSTR,,,
mxnet.contrib.quantization.quantize_model,ctx,DF: cpu(0),cpu CONSTANT_NUM,,,,,,,
mxnet.contrib.quantization.quantize_net,ctx,DF: cpu(0),cpu CONSTANT_NUM,,,,,,,
mxnet.gluon.rnn.LSTMCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,,
mxnet.gluon.contrib.rnn.Conv2DGRUCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,,
mxnet.gluon.rnn.RNNCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,,
mxnet.gluon.rnn.GRUCell,params,Container for weight sharing between cells. Created if None.,Created if None,,,,,,,
mxnet.contrib.quantization.quantize_model,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Currently only supports single context,,,,,,,
mxnet.contrib.quantization.quantize_net,ctx,"Defines the device that users want to run forward propagation on the calibration dataset for collecting layer output statistics. Currently, only supports single context.",Currently only supports single context,,,,,,,
mxnet.ndarray.slice_like,axes,List of axes on which input data will be sliced according to the corresponding size of the second input. By default will slice on all axes. Negative axes are supported.,D_STRUCTURE of axes on which input PARAM will be sliced according to the corresponding size of the second input,int,,D_STRUCTURE,,,,
mxnet.autograd.grad,variables,DD: NDArray or list of NDArray,D_STRUCTURE of D_STRUCTURE,,,D_STRUCTURE,,,,
mxnet.contrib.quantization.quantize_model,excluded_sym_names,DD: list of strings,D_STRUCTURE of D_TYPE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.linalg_makediag,A,Tensor of diagonal entries,D_STRUCTURE of diagonal entries,,D_STRUCTURE,,,,,
mxnet.ndarray.linalg.gemm2,A,Tensor of input matrices,D_STRUCTURE of input matrices,numeric,D_STRUCTURE,,,,,
mxnet.test_utils.check_symbolic_backward,expected,DD: list of np.ndarray or dict of str to np.ndarray,D_STRUCTURE of np D_STRUCTURE of D_TYPE to np D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.ndarray.op.linalg_trsm,A,Tensor of lower triangular matrices,D_STRUCTURE of PARAM triangular matrices,numeric,D_STRUCTURE,,,,,
mxnet.io.ImageDetRecordIter,min_crop_overlaps,"DD: tuple of <float>, optional, default=[0]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,D_STRUCTURE,,1,,
mxnet.io.ImageDetRecordIter,min_crop_object_coverages,"DD: tuple of <float>, optional, default=[0]",D_STRUCTURE of REXPR optional default BSTR,REXPR,,D_STRUCTURE,,1,,
mxnet.contrib.ndarray.MultiBoxPrior,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.reshape_like,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.trunc,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.quantized_fully_connected,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.rint,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.index_array,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.AdaptiveAvgPooling2D,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.elemwise_sub,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sigmoid,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.image.random_flip_left_right,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.min_axis,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.shape_array,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.cos,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.box_non_maximum_suppression,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.GroupNorm,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.SoftmaxOutput,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.smooth_l1,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.expm1,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random_uniform,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.backward_index_copy,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.FullyConnected,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.random_randint,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random.shuffle,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.transpose,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.contrib.quantized_concat,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.sign,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random_normal,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.preloaded_multi_mp_sgd_mom_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.multi_sgd_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.contrib.ndarray.round_ste,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sample_multinomial,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random_gamma,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.flatten,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.arcsinh,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.topk,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.broadcast_div,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.adam_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.broadcast_minus,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.sparse.log1p,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.LRN,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.linalg.slogdet,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.broadcast_lesser,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.lamb_update_phase1,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.nag_mom_update,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.op.identity,out,"DD: NDArray, optional",D_STRUCTURE optional,,,D_STRUCTURE,,,,
mxnet.ndarray.random.shuffle,out,Array to store the result.,D_STRUCTURE to store the result,,,D_STRUCTURE,,,,
mxnet.ndarray.op.Correlation,max_displacement,"DD: int (non-negative), optional, default=1",D_TYPE BSTR optional default CONSTANT_NUM,D_TYPE,,,,0,"[0,inf)",
mxnet.contrib.ndarray.quantized_conv,num_group,"DD: int (non-negative), optional, default=1",D_TYPE BSTR optional default CONSTANT_NUM,D_TYPE,,,,0,"[0,inf)",
mxnet.ndarray.Correlation,stride2,"DD: int (non-negative), optional, default=1",D_TYPE BSTR optional default CONSTANT_NUM,D_TYPE,,,,0,"[0,inf)",
mxnet.io.CSVIter,batch_size,"DD: int (non-negative), required",D_TYPE BSTR required,D_TYPE,,,,,"[0,inf)",
mxnet.ndarray.Deconvolution,num_filter,"DD: int (non-negative), required",D_TYPE BSTR required,D_TYPE,,,,CONSTANT_NUM,"[0,inf)",
mxnet.image.imdecode,buf,DD: str/bytes/bytearray or numpy.ndarray,D_TYPE bytes bytearray or numpy D_STRUCTURE,D_TYPE,,D_STRUCTURE,,,,
mxnet.gluon.nn.MaxPool2D,strides,"DD: int, list/tuple of 2 ints, or None.",D_TYPE D_STRUCTURE of CONSTANT_NUM D_TYPE or None,D_TYPE,,D_STRUCTURE,[CONSTANT_NUM],1,,
mxnet.gluon.model_zoo.vision.vgg19_bn,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.model_zoo.vision.mobilenet0_25,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.model_zoo.vision.squeezenet1_0,pretrained,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.rnn.LSTM,bidirectional,"DD: bool, default False",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.utils.download,verify_ssl,"DD: bool, default True",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.utils.split_and_load,even_split,"DD: bool, default True",D_TYPE default CONSTANT_BOOL,bool,,,,0,,
mxnet.gluon.nn.LayerNorm,axis,"DD: int, default -1",D_TYPE default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.gluon.nn.InstanceNorm,in_channels,"DD: int, default 0",D_TYPE default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.gluon.nn.Conv3D,in_channels,"DD: int, default 0",D_TYPE default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.gluon.utils.split_data,batch_axis,"DD: int, default 0",D_TYPE default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.gluon.nn.BatchNorm,axis,"DD: int, default 1",D_TYPE default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.image.CreateAugmenter,inter_method,"DD: int, default=2(Area-based",D_TYPE default CONSTANT_NUM Area based,D_TYPE,,,,0,,
mxnet.gluon.model_zoo.vision.squeezenet1_1,root,"DD: str, default '$MXNET_HOME/models'",D_TYPE default MXNET_HOME models,D_TYPE,,,,0,,
mxnet.gluon.model_zoo.vision.resnet34_v1,root,"DD: str, default '$MXNET_HOME/models'",D_TYPE default MXNET_HOME models,D_TYPE,,,,0,,
mxnet.gluon.nn.GlobalMaxPool1D,layout,"DD: str, default 'NCW'",D_TYPE default QSTR,D_TYPE,,,,0,,
mxnet.test_utils.numeric_grad,eps,"DD: float, optional",D_TYPE optional,D_TYPE,,,,,,
mxnet.ndarray.random.multinomial,dtype,"DD: str or numpy.dtype, optional",D_TYPE optional,D_TYPE,,,,,,
mxnet.log.get_logger,name,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
mxnet.test_utils.check_speed,typ,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
mxnet.test_utils.download,dirname,"DD: str, optional",D_TYPE optional,D_TYPE,,,,,,
mxnet.io.ImageDetRecordIter,mean_img,"DD: string, optional, default=''",D_TYPE optional default,D_TYPE,,,,,,
mxnet.ndarray.random_uniform,ctx,"DD: string, optional, default=''",D_TYPE optional default,D_TYPE,,,,,,
mxnet.ndarray.image.random_lighting,alpha_std,"DD: float, optional, default=0.0500000007",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,0,,
mxnet.contrib.ndarray.box_nms,overlap_thresh,"DD: float, optional, default=0.5",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,0,,
mxnet.ndarray.op.ftml_update,beta2,"DD: float, optional, default=0.999000013",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,0,,
mxnet.ndarray.contrib.allclose,atol,"DD: float, optional, default=9.99999994e-09",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,0,,
mxnet.ndarray.op.lamb_update_phase1,epsilon,"DD: float, optional, default=9.99999997e-07",D_TYPE optional default CONSTANT_FLOAT,D_TYPE,,,,0,,
mxnet.ndarray.linalg_trmm,transpose,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.ndarray.op.Softmax,use_ignore,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.ndarray.FullyConnected,no_bias,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.ndarray.op.linalg_trsm,transpose,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,0,,
mxnet.ndarray.Convolution,cudnn_off,"DD: boolean, optional, default=0",D_TYPE optional default CONSTANT_NUM,D_TYPE,,,,0,,
