API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
tf.nn.sampled_softmax_loss,weights,"A `Tensor` of shape `[num_classes, dim]`, or a list of `Tensor`objects whose concatenation along dimension 0 has shape [num_classes, dim].  The (possibly-sharded) class embeddings.",A D_STRUCTURE of shape BSTR or a D_STRUCTURE of D_STRUCTUREobjects whose concatenation along dimension CONSTANT_NUM has shape BSTR,,D_STRUCTURE,D_STRUCTURE,BSTR,,,
tf.quantization.fake_quant_with_min_max_vars_gradient,min,A `Tensor` of type `float32`.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient,max,A `Tensor` of type `float32`.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.image.draw_bounding_boxes,colors,A `Tensor` of type `float32`. 2-D. A list of RGBA colors to cycle through for the boxes.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.math.in_top_k,predictions,A `Tensor` of type `float32`. A `batch_size` x `classes` tensor.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.audio.encode_wav,sample_rate,A `Tensor` of type `int32`. Scalar containing the sample frequency.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.io.decode_csv,records,A `Tensor` of type `string`. Each string is a record/row in the csv and all records should have the same format.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
tf.math.cumulative_logsumexp,axis,"A `Tensor` of type `int32` or `int64` (default: 0). Must be in the range `[-rank(x), rank(x))`.",A D_STRUCTURE of type D_TYPE default CONSTANT_NUM,,D_STRUCTURE,,,,,
tf.foldr,elems,"A tensor or (possibly nested) sequence of tensors, each of which will be unpacked along their first dimension.  The nested sequence of the resulting slices will be the first argument to `fn`.",A D_STRUCTURE or BSTR D_STRUCTURE of D_STRUCTURE each of which will be unpacked along their first dimension,,D_STRUCTURE,D_STRUCTURE,,,,
tf.ragged.stack_dynamic_partitions,data,A `Tensor` or `RaggedTensor` containing the values to stack.,A D_STRUCTURE or QSTR containing the values to stack,,D_STRUCTURE,,,,,
tf.math.scalar_mul,x,A `Tensor` or `IndexedSlices` to be scaled.,A D_STRUCTURE or QSTR to be scaled,,D_STRUCTURE,,,,,
tf.strings.ngrams,data,A Tensor or RaggedTensor containing the source data for the ngrams.,A D_STRUCTURE or RaggedTensor containing the source data for the ngrams,,D_STRUCTURE,,,,,
tf.math.equal,x,A `tf.Tensor` or `tf.SparseTensor` or `tf.IndexedSlices`.,A D_STRUCTURE or tf IndexedSlices,,D_STRUCTURE,,,,,
tf.keras.backend.var,x,A tensor or variable.,A D_STRUCTURE or variable,,D_STRUCTURE,,,,,
tf.keras.backend.cumprod,x,A tensor or variable.,A D_STRUCTURE or variable,,D_STRUCTURE,,,,,
tf.keras.backend.categorical_crossentropy,output,"A tensor resulting from a softmax (unless `from_logits` is True, in which case `output` is expected to be the logits).",A D_STRUCTURE resulting from a softmax unless PARAM is CONSTANT_BOOL in which case QSTR is expected to be the logits,,D_STRUCTURE,,,,,
tf.keras.backend.local_conv2d,output_shape,"a tuple with (output_row, output_col).",a D_STRUCTURE with BSTR,,,D_STRUCTURE,BSTR,,,
tf.math.unsorted_segment_sqrt_n,data,A `Tensor` with floating point or complex dtype.,A D_STRUCTURE with D_TYPE dtype,D_TYPE,D_STRUCTURE,,,,,
tf.keras.backend.binary_crossentropy,target,A tensor with the same shape as `output`.,A D_STRUCTURE with the same shape as PARAM,,D_STRUCTURE,,&PARAM,,,
tf.nn.sampled_softmax_loss,remove_accidental_hits,"A `bool`.  whether to remove ""accidental hits"" where a sampled class equals one of the target classes.  Default is True.",A D_TYPE,D_TYPE,,,,0,,
tf.strings.unicode_transcode,input_encoding,"A `string`. Text encoding of the input strings. This is any of the encodings supported by ICU ucnv algorithmic converters. Examples: `""UTF-16"", ""US ASCII"", ""UTF-8""`.",A D_TYPE,D_TYPE,,,,0,,
tf.nn.conv3d_transpose,data_format,A string. 'NDHWC' and 'NCDHW' are supported.,A D_TYPE,D_TYPE,,,,0,,
tf.nn.conv1d_transpose,data_format,A string. `'NWC'` and `'NCW'` are supported.,A D_TYPE,D_TYPE,,,,0,,
tf.nn.max_pool,data_format,"A string. Specifies the channel dimension. For N=1 it can be either ""NWC"" (default) or ""NCW"", for N=2 it can be either ""NHWC"" (default) or ""NCHW"" and for N=3 either ""NDHWC"" (default) or ""NCDHW"".",A D_TYPE,D_TYPE,,,,0,,
tf.einsum,equation,"a `str` describing the contraction, in the same format as`numpy.einsum`.",a D_TYPE describing the contraction in the same format as numpy einsum,D_TYPE,,,,0,,
tf.estimator.regressor_parse_example_spec,label_key,A string identifying the label. It means tf.Example stores labels with this key.,A D_TYPE identifying the label,D_TYPE,,,,0,,
tf.keras.backend.foldl,name,A string name for the foldl node in the graph,A D_TYPE name for the foldl node in the graph,D_TYPE,,,,0,,
tf.keras.backend.foldr,name,A string name for the foldr node in the graph,A D_TYPE name for the foldr node in the graph,D_TYPE,,,,0,,
tf.keras.layers.Conv3DTranspose,data_format,"A string, one of `channels_last` (default) or `channels_first`. The ordering of the dimensions in the inputs.`channels_last` corresponds to inputs with shape`(batch, depth, height, width, channels)` while `channels_first`corresponds to inputs with shape`(batch, channels, depth, height, width)`. It defaults to the `image_data_format` value found in your Keras config file at `~/.keras/keras.json`. If you never set it, then it will be ""channels_last"".",A D_TYPE one of QSTR BSTR or QSTR,D_TYPE,,,,0,,QSTR
tf.keras.layers.AveragePooling3D,data_format,"A string, one of `channels_last` (default) or `channels_first`. The ordering of the dimensions in the inputs.`channels_last` corresponds to inputs with shape`(batch, spatial_dim1, spatial_dim2, spatial_dim3, channels)`while `channels_first` corresponds to inputs with shape`(batch, channels, spatial_dim1, spatial_dim2, spatial_dim3)`. It defaults to the `image_data_format` value found in your Keras config file at `~/.keras/keras.json`. If you never set it, then it will be ""channels_last"".",A D_TYPE one of QSTR BSTR or QSTR,D_TYPE,,,,0,,QSTR
tf.nn.dilation2d,data_format,"A `string`, only `""NHWC""` is currently supported.",A D_TYPE only QSTR is currently supported,D_TYPE,,,,0,,
tf.image.non_max_suppression_overlaps,overlap_threshold,A float representing the threshold for deciding whether boxes overlap too much with respect to the provided overlap values.,A D_TYPE representing the threshold for deciding whether boxes overlap too much with respect to the provided overlap values,D_TYPE,,,,0,,
tf.image.combined_non_max_suppression,iou_threshold,A float representing the threshold for deciding whether boxes overlap too much with respect to IOU.,A D_TYPE representing the threshold for deciding whether PARAM overlap too much with respect to IOU,D_TYPE,,,,0,,
tf.data.experimental.dense_to_ragged_batch,drop_remainder,"(Optional.) A `tf.bool` scalar `tf.Tensor`, representing whether the last batch should be dropped in the case it has fewer than`batch_size` elements; the default behavior is not to drop the smaller batch.",A D_TYPE scalar D_STRUCTURE representing whether the last batch should be dropped in the case it has fewer than PARAM elements the default behavior is not to drop the smaller batch,D_TYPE,D_STRUCTURE,,,0,,
tf.strings.format,template,A string template to format tensor values into.,A D_TYPE template to format D_STRUCTURE values into,D_TYPE,,,,0,,
tf.keras.backend.random_uniform,maxval,"A float, upper boundary of the uniform distribution to draw samples.",A D_TYPE upper boundary of the uniform distribution to draw samples,D_TYPE,,,,0,,
tf.feature_column.numeric_column,default_value,"A single value compatible with `dtype` or an iterable of values compatible with `dtype` which the column takes on during`tf.Example` parsing if data is missing. A default value of `None` will cause `tf.io.parse_example` to fail if an example does not contain this column. If a single value is provided, the same value will be applied as the default value for every item. If an iterable of values is provided, the shape of the `default_value` should be equal to the given `shape`.",A default value of QSTR will cause tf io parse_example to fail if an example does not contain this column,,,,,,,
tf.data.experimental.make_batched_features_dataset,reader,A function or class that can be called with a `filenames` tensor and (optional) `reader_args` and returns a `Dataset` of `Example` tensors. Defaults to `tf.data.TFRecordDataset`.,A function or class that can be called with a QSTR D_STRUCTURE and BSTR PARAM and returns a QSTR of QSTR D_STRUCTURE,,,,,,,
tf.estimator.add_metrics,metric_fn,"A function which should obey the following signature: Args: can only have following four arguments in any order:predictions: Predictions `Tensor` or dict of `Tensor` created by given`estimator`.features: Input `dict` of `Tensor` objects created by `input_fn` which is given to `estimator.evaluate` as an argument.labels:  Labels `Tensor` or dict of `Tensor` created by `input_fn`which is given to `estimator.evaluate` as an argument.config: config attribute of the `estimator`.Returns: Dict of metric results keyed by name. Final metrics are a union of this and `estimator's` existing metrics. If there is a name conflict between this and `estimator`s existing metrics, this will override the existing one. The values of the dict are the results of calling a metric function, namely a `(metric_tensor, update_op)` tuple. ",A function which should obey the following signature Args can only have following four arguments in any order predictions Predictions D_STRUCTURE of D_STRUCTURE created by given PARAM features Input D_STRUCTURE of D_STRUCTURE objects created by QSTR which is given to PARAM evaluate as an argument labels Labels D_STRUCTURE of D_STRUCTURE created by QSTR which is given to PARAM evaluate as an argument config config attribute of the PARAM Returns D_STRUCTURE of metric results keyed by name,,,,,,,
tf.data.experimental.make_csv_dataset,shuffle_buffer_size,"Buffer size to use for shuffling. A large buffer size ensures better shuffling, but increases memory usage and startup time.",A large buffer size ensures better shuffling but increases memory usage and startup time,,,,,,,
tf.nn.max_pool1d,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.reciprocal_no_nan,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.nn.selu,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.cosh,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.is_nan,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.identity_n,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.dynamic_stitch,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.bitwise.bitwise_or,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.linalg.cross,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.nn.relu6,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.unstack,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.unsorted_segment_sqrt_n,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.strings.regex_replace,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.rank,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.nn.sampled_softmax_loss,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.random.stateless_truncated_normal,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.less_equal,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.image.grayscale_to_rgb,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.unsorted_segment_mean,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.squared_difference,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.io.decode_png,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.truncatemod,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.unsorted_segment_prod,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.extract_volume_patches,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.math.segment_prod,name,A name for the operation (optional).,A name for the operation BSTR,string,,,,0,,
tf.debugging.assert_type,name,"A name for this operation. Defaults to ""assert_type""",A name for this operation,string,,,,0,,
tf.nn.separable_conv2d,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
tf.image.adjust_jpeg_quality,name,A name for this operation (optional).,A name for this operation BSTR,string,,,,0,,
tf.debugging.assert_equal,name,"A name for this operation (optional).  Defaults to ""assert_equal"".",A name for this operation BSTR,string,,,,0,,
tf.debugging.assert_greater_equal,name,"A name for this operation (optional).  Defaults to ""assert_greater_equal"".",A name for this operation BSTR,string,,,,0,,
tf.debugging.assert_none_equal,name,"A name for this operation (optional).  Defaults to ""assert_none_equal"".",A name for this operation BSTR,string,,,,0,,
tf.debugging.assert_rank_at_least,name,"A name for this operation (optional).  Defaults to ""assert_rank_at_least"".",A name for this operation BSTR,string,,,,0,,
tf.debugging.assert_integer,name,"A name for this operation (optional). Defaults to ""assert_integer"".",A name for this operation BSTR,string,,,,0,,
tf.math.is_strictly_increasing,name,"A name for this operation (optional). Defaults to ""is_strictly_increasing""",A name for this operation BSTR,string,,,,0,,
tf.ragged.boolean_mask,name,A name prefix for the returned tensor (optional).,A name prefix for the returned D_STRUCTURE BSTR,string,,,,0,,
tf.data.experimental.make_csv_dataset,label_name,"A optional string corresponding to the label column. If provided, the data for this column is returned as a separate `Tensor` from the features dictionary, so that the dataset complies with the format expected by a `tf.Estimator.train` or `tf.Estimator.evaluate` input function.",A optional D_TYPE corresponding to the label column,D_TYPE,,,,CONSTANT_NUM,,
tf.keras.mixed_precision.experimental.set_policy,policy,"A Policy, or a string that will be converted to a Policy..",A Policy or a D_TYPE that will be converted to a Policy,D_TYPE,,,,0,,
tf.random.categorical,seed,A Python integer. Used to create a random seed for the distribution. See `tf.compat.v1.set_random_seed` for behavior.,A Python D_TYPE,D_TYPE,,,,0,,
tf.image.random_flip_left_right,seed,A Python integer. Used to create a random seed. See`tf.compat.v1.set_random_seed` for behavior.,A Python D_TYPE,D_TYPE,,,,0,,
tf.keras.initializers.he_uniform,seed,A Python integer. Used to seed the random generator.,A Python D_TYPE,D_TYPE,,,,0,,
tf.ragged.stack,axis,"A python integer, indicating the dimension along which to stack. (Note: Unlike `tf.stack`, the `axis` parameter must be statically known.) Negative values are supported only if the rank of at least one`values` value is statically known.",A python D_TYPE indicating the dimension along which to stack,D_TYPE,,,,0,,
tf.estimator.train_and_evaluate,train_spec,A `TrainSpec` instance to specify the training specification.,A QSTR instance to specify the training specification,,,,,,,
tf.graph_util.import_graph_def,graph_def,A `GraphDef` proto containing operations to be imported into the default graph.,A QSTR proto containing operations to be imported into the default graph,,,,,,,
tf.math.in_top_k,predictions,A `Tensor` of type `float32`. A `batch_size` x `classes` tensor.,A QSTR x QSTR D_STRUCTURE,,D_STRUCTURE,,"[QSTR,QSTR]",,,
tf.keras.layers.RNN,cell,"A RNN cell instance or a list of RNN cell instances. A RNN cell is a class that has: A `call(input_at_t, states_at_t)` method, returning`(output_at_t, states_at_t_plus_1)`. The call method of the cell can also take the optional argument `constants`, see section ""Note on passing external constants"" below.A `state_size` attribute. This can be a single integer (single state) in which case it is the size of the recurrent state. This can also be a list/tuple of integers (one size per state). The `state_size` can also be TensorShape or tuple/list of TensorShape, to represent high dimension state.A `output_size` attribute. This can be a single integer or a TensorShape, which represent the shape of the output. For backward compatible reason, if this attribute is not available for the cell, the value will be inferred by the first element of the`state_size`.A `get_initial_state(inputs=None, batch_size=None, dtype=None)`method that creates a tensor meant to be fed to `call()` as the initial state, if the user didn't specify any initial state via other means. The returned initial state should have a shape of [batch_size, cell.state_size]. The cell might choose to create a tensor full of zeros, or full of other values based on the cell's implementation.`inputs` is the input tensor to the RNN layer, which should contain the batch size as its shape[0], and also dtype. Note that the shape[0] might be `None` during the graph construction. Either the `inputs` or the pair of `batch_size` and `dtype` are provided.`batch_size` is a scalar tensor that represents the batch size of the inputs. `dtype` is `tf.DType` that represents the dtype of the inputs. For backward compatible reason, if this method is not implemented by the cell, the RNN layer will create a zero filled tensor with the size of [batch_size, cell.state_size]. In the case that `cell` is a list of RNN cell instances, the cells will be stacked on top of each other in the RNN, resulting in an efficient stacked RNN. ",A RNN cell instance or a D_STRUCTURE of RNN cell instances,,,,,,,
